locus_tag	ftype	length_bp	gene	EC_number	COG	product
PJFJLOPI_00001	CDS	519				hypothetical protein
PJFJLOPI_00002	CDS	324				hypothetical protein
PJFJLOPI_00003	CDS	1161				hypothetical protein
PJFJLOPI_00004	CDS	1101	rsmF	2.1.1.178		Ribosomal RNA small subunit methyltransferase F
PJFJLOPI_00005	CDS	951	pfkB	2.7.1.56	COG1105	1-phosphofructokinase
PJFJLOPI_00006	CDS	960				hypothetical protein
PJFJLOPI_00007	CDS	561				hypothetical protein
PJFJLOPI_00008	CDS	357				hypothetical protein
PJFJLOPI_00009	CDS	294				hypothetical protein
PJFJLOPI_00010	CDS	1707				hypothetical protein
PJFJLOPI_00011	CDS	555				hypothetical protein
PJFJLOPI_00012	CDS	654				hypothetical protein
PJFJLOPI_00013	CDS	2913	topA	5.6.2.1		DNA topoisomerase 1
PJFJLOPI_00014	CDS	2226				hypothetical protein
PJFJLOPI_00015	CDS	2016	glgB	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
PJFJLOPI_00016	CDS	792				hypothetical protein
PJFJLOPI_00017	CDS	804	miaA	2.5.1.75		tRNA dimethylallyltransferase
PJFJLOPI_00018	CDS	924				hypothetical protein
PJFJLOPI_00019	CDS	2976				hypothetical protein
PJFJLOPI_00020	CDS	447				hypothetical protein
PJFJLOPI_00021	CDS	810				hypothetical protein
PJFJLOPI_00022	CDS	258				hypothetical protein
PJFJLOPI_00023	CDS	1566				hypothetical protein
PJFJLOPI_00024	CDS	759				hypothetical protein
PJFJLOPI_00025	CDS	132				hypothetical protein
PJFJLOPI_00026	CDS	1347				hypothetical protein
PJFJLOPI_00027	CDS	828				hypothetical protein
PJFJLOPI_00028	CDS	2400				hypothetical protein
PJFJLOPI_00029	CDS	591				hypothetical protein
PJFJLOPI_00030	CDS	447	cheD	3.5.1.44		Chemoreceptor glutamine deamidase CheD
PJFJLOPI_00031	CDS	390	cheY			Chemotaxis protein CheY
PJFJLOPI_00032	CDS	759				hypothetical protein
PJFJLOPI_00033	CDS	1206				hypothetical protein
PJFJLOPI_00034	CDS	873	shyC	1.12.98.4	COG0543	Sulfhydrogenase 2 subunit gamma
PJFJLOPI_00035	CDS	783	shyD	1.12.1.5	COG1941	Sulfhydrogenase 2 subunit delta
PJFJLOPI_00036	CDS	369				hypothetical protein
PJFJLOPI_00037	CDS	462				hypothetical protein
PJFJLOPI_00038	CDS	3369				hypothetical protein
PJFJLOPI_00039	CDS	1203				hypothetical protein
PJFJLOPI_00040	CDS	885				hypothetical protein
PJFJLOPI_00041	CDS	867	cysQ_1	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
PJFJLOPI_00042	CDS	3792				hypothetical protein
PJFJLOPI_00043	CDS	630				hypothetical protein
PJFJLOPI_00044	CDS	204				hypothetical protein
PJFJLOPI_00045	CDS	534				hypothetical protein
PJFJLOPI_00046	CDS	531				hypothetical protein
PJFJLOPI_00047	CDS	486				Single-stranded DNA-binding protein
PJFJLOPI_00048	CDS	357				hypothetical protein
PJFJLOPI_00049	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
PJFJLOPI_00050	CDS	606				hypothetical protein
PJFJLOPI_00051	CDS	945	prs_1	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
PJFJLOPI_00052	CDS	744	glmU	2.7.7.23		Bifunctional protein GlmU
PJFJLOPI_00053	tmRNA	356	ssrA			transfer-messenger RNA, SsrA
PJFJLOPI_00054	CDS	1626	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
PJFJLOPI_00055	CDS	444				hypothetical protein
PJFJLOPI_00056	CDS	942				hypothetical protein
PJFJLOPI_00057	CDS	786		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
PJFJLOPI_00058	CDS	141				hypothetical protein
PJFJLOPI_00059	CDS	690				hypothetical protein
PJFJLOPI_00060	CDS	948				hypothetical protein
PJFJLOPI_00061	CDS	1506	pknD_1	2.7.11.1		Serine/threonine-protein kinase PknD
PJFJLOPI_00062	CDS	1326	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
PJFJLOPI_00063	CDS	519				hypothetical protein
PJFJLOPI_00064	CDS	294				hypothetical protein
PJFJLOPI_00065	CDS	588				hypothetical protein
PJFJLOPI_00066	CDS	426				hypothetical protein
PJFJLOPI_00067	CDS	780				hypothetical protein
PJFJLOPI_00068	CDS	1359	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PJFJLOPI_00069	CDS	969				hypothetical protein
PJFJLOPI_00070	CDS	1248				hypothetical protein
PJFJLOPI_00071	CDS	834				hypothetical protein
PJFJLOPI_00072	CDS	456	rbsD	5.4.99.62		D-ribose pyranase
PJFJLOPI_00073	CDS	933				hypothetical protein
PJFJLOPI_00074	CDS	771				hypothetical protein
PJFJLOPI_00075	CDS	1029	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
PJFJLOPI_00076	CDS	549				hypothetical protein
PJFJLOPI_00077	CDS	1302	mntH			Divalent metal cation transporter MntH
