locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDKFPAHE_00001	CDS	534				hypothetical protein
IDKFPAHE_00002	CDS	771				hypothetical protein
IDKFPAHE_00003	CDS	1614			COG2308	putative protein
IDKFPAHE_00004	CDS	357	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
IDKFPAHE_00005	CDS	1203	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
IDKFPAHE_00006	CDS	1695				hypothetical protein
IDKFPAHE_00007	CDS	432				hypothetical protein
IDKFPAHE_00008	CDS	462	gabT	2.6.1.19	COG0160	4-aminobutyrate aminotransferase GabT
IDKFPAHE_00009	CDS	1440	safD	1.2.1.73	COG1012	Sulfoacetaldehyde dehydrogenase
IDKFPAHE_00010	CDS	399			COG2199	putative signaling protein
IDKFPAHE_00011	CDS	357				hypothetical protein
IDKFPAHE_00012	CDS	1050	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
IDKFPAHE_00013	CDS	1902	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
IDKFPAHE_00014	CDS	492				hypothetical protein
IDKFPAHE_00015	tRNA	85				tRNA-Tyr(gta)
IDKFPAHE_00016	tRNA	76				tRNA-Thr(ggt)
IDKFPAHE_00017	tRNA	76				tRNA-Met(cat)
IDKFPAHE_00018	CDS	168	rpmG2		COG0267	50S ribosomal protein L33 2
IDKFPAHE_00019	CDS	810	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IDKFPAHE_00020	CDS	450				hypothetical protein
IDKFPAHE_00021	CDS	1353				hypothetical protein
IDKFPAHE_00022	CDS	240				hypothetical protein
IDKFPAHE_00023	CDS	408				hypothetical protein
IDKFPAHE_00024	CDS	714	opuCB		COG1174	Carnitine transport permease protein OpuCB
IDKFPAHE_00025	CDS	984	osmX		COG1732	Osmoprotectant-binding protein OsmX
IDKFPAHE_00026	CDS	960				hypothetical protein
IDKFPAHE_00027	CDS	825				hypothetical protein
IDKFPAHE_00028	CDS	399				hypothetical protein
IDKFPAHE_00029	CDS	501				hypothetical protein
IDKFPAHE_00030	CDS	1323				hypothetical protein
IDKFPAHE_00031	CDS	876				hypothetical protein
IDKFPAHE_00032	CDS	498				hypothetical protein
IDKFPAHE_00033	CDS	486	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
IDKFPAHE_00034	CDS	636			COG1214	putative protein
IDKFPAHE_00035	CDS	495	rimI	2.3.1.255	COG0456	N-alpha-acetyltransferase RimI
IDKFPAHE_00036	CDS	1623	jefA			Drug efflux pump JefA
IDKFPAHE_00037	tRNA	87				tRNA-Leu(gag)
IDKFPAHE_00038	CDS	447				hypothetical protein
IDKFPAHE_00039	CDS	141				hypothetical protein
IDKFPAHE_00040	CDS	102				hypothetical protein
IDKFPAHE_00041	CDS	648	obg	3.6.5.-	COG0536	GTPase Obg
IDKFPAHE_00042	CDS	597				hypothetical protein
IDKFPAHE_00043	CDS	909	ftsX		COG2177	Cell division protein FtsX
IDKFPAHE_00044	CDS	318	ftsE		COG2884	Cell division ATP-binding protein FtsE
IDKFPAHE_00045	CDS	765				hypothetical protein
IDKFPAHE_00046	CDS	1161	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
IDKFPAHE_00047	CDS	1041				hypothetical protein
IDKFPAHE_00048	CDS	804	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IDKFPAHE_00049	CDS	1074				hypothetical protein
IDKFPAHE_00050	CDS	1389				hypothetical protein
IDKFPAHE_00051	CDS	2130	ponA1		COG0744	Penicillin-binding protein 1A
IDKFPAHE_00052	CDS	420				putative protein
IDKFPAHE_00053	CDS	843				hypothetical protein
IDKFPAHE_00054	CDS	921				hypothetical protein
IDKFPAHE_00055	CDS	1452	comM		COG0606	Competence protein ComM
IDKFPAHE_00056	CDS	717	dprA		COG0758	Putative DNA processing protein DprA
IDKFPAHE_00057	CDS	957	xerC_1		COG0582	Tyrosine recombinase XerC
IDKFPAHE_00058	CDS	876	sigD		COG1191	RNA polymerase sigma-D factor
IDKFPAHE_00059	CDS	510				hypothetical protein
IDKFPAHE_00060	CDS	981				hypothetical protein
IDKFPAHE_00061	CDS	816	tsf		COG0264	Elongation factor Ts
IDKFPAHE_00062	CDS	771	pyrH	2.7.4.22	COG0528	Uridylate kinase
IDKFPAHE_00063	CDS	687	prcA1	3.4.25.1		Proteasome subunit alpha 1
IDKFPAHE_00064	CDS	1365	pafA	6.3.1.19		Pup--protein ligase
IDKFPAHE_00065	CDS	531				hypothetical protein
IDKFPAHE_00066	CDS	336				hypothetical protein
IDKFPAHE_00067	CDS	258	rpmA		COG0211	50S ribosomal protein L27
IDKFPAHE_00068	CDS	303	rplU		COG0261	50S ribosomal protein L21
IDKFPAHE_00069	CDS	1305	rng	3.1.26.-	COG1530	Ribonuclease G
IDKFPAHE_00070	CDS	168				hypothetical protein
IDKFPAHE_00071	CDS	261				hypothetical protein
IDKFPAHE_00072	CDS	873	mshB	3.5.1.103	COG2120	1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
IDKFPAHE_00073	CDS	474				hypothetical protein
IDKFPAHE_00074	CDS	513		1.5.1.-		putative flavin reductase
IDKFPAHE_00075	CDS	1002				hypothetical protein
IDKFPAHE_00076	CDS	333	fdxA		COG1146	Ferredoxin
IDKFPAHE_00077	CDS	234				hypothetical protein
IDKFPAHE_00078	CDS	300				hypothetical protein
IDKFPAHE_00079	CDS	459				hypothetical protein
IDKFPAHE_00080	CDS	516				hypothetical protein
IDKFPAHE_00081	CDS	489				hypothetical protein
IDKFPAHE_00082	CDS	1065	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IDKFPAHE_00083	CDS	774				hypothetical protein
IDKFPAHE_00084	CDS	825				hypothetical protein
IDKFPAHE_00085	CDS	990	ctaA	1.3.-.-		Heme A synthase
IDKFPAHE_00086	CDS	2127	pacL	7.2.2.10	COG0474	Calcium-transporting ATPase
IDKFPAHE_00087	CDS	1329	accD3	6.4.1.2	COG0777	Putative acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IDKFPAHE_00088	CDS	321				hypothetical protein
IDKFPAHE_00089	CDS	633				hypothetical protein
IDKFPAHE_00090	CDS	942	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
IDKFPAHE_00091	CDS	1083	dapE	3.5.1.18	COG0624	Putative succinyl-diaminopimelate desuccinylase DapE
IDKFPAHE_00092	CDS	663				hypothetical protein
IDKFPAHE_00093	CDS	285				hypothetical protein
IDKFPAHE_00094	CDS	966	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
IDKFPAHE_00095	CDS	1278				hypothetical protein
IDKFPAHE_00096	CDS	285	cysO_1		COG1977	Sulfur carrier protein CysO
IDKFPAHE_00097	CDS	261				hypothetical protein
IDKFPAHE_00098	CDS	906				hypothetical protein
IDKFPAHE_00099	CDS	1128				hypothetical protein
IDKFPAHE_00100	CDS	147				hypothetical protein
IDKFPAHE_00101	CDS	453				hypothetical protein
IDKFPAHE_00102	CDS	540				hypothetical protein
IDKFPAHE_00103	CDS	1869	typA		COG1217	GTP-binding protein TypA/BipA
IDKFPAHE_00104	CDS	1356		1.3.1.-	COG3268	Putative trans-acting enoyl reductase
IDKFPAHE_00105	CDS	288		4.2.1.96	COG2154	Putative pterin-4-alpha-carbinolamine dehydratase
IDKFPAHE_00106	CDS	735				hypothetical protein
IDKFPAHE_00107	CDS	528				hypothetical protein
IDKFPAHE_00108	CDS	864	metK	2.5.1.6		S-adenosylmethionine synthase
IDKFPAHE_00109	CDS	561				hypothetical protein
IDKFPAHE_00110	CDS	378				hypothetical protein
IDKFPAHE_00111	CDS	468	bcp	1.11.1.15	COG1225	Putative peroxiredoxin
IDKFPAHE_00112	CDS	690	nikMN		COG0310	Fused nickel transport protein NikMN
IDKFPAHE_00113	CDS	369				hypothetical protein
