locus_tag	ftype	length_bp	gene	EC_number	COG	product
BNMNEFAF_00001	CDS	1191	dadD_1	3.5.4.41	COG0402	5'-deoxyadenosine deaminase
BNMNEFAF_00002	CDS	657	arfC_1	1.1.1.302	COG1985	2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate reductase
BNMNEFAF_00003	CDS	273				hypothetical protein
BNMNEFAF_00004	CDS	513	pyrC_1			Dihydroorotase
BNMNEFAF_00005	CDS	828				hypothetical protein
BNMNEFAF_00006	CDS	1143	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
BNMNEFAF_00007	CDS	540	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BNMNEFAF_00008	CDS	1209	thrC_1	4.2.3.1	COG0498	Threonine synthase
BNMNEFAF_00009	CDS	837				hypothetical protein
BNMNEFAF_00010	CDS	123				hypothetical protein
BNMNEFAF_00011	CDS	792				hypothetical protein
BNMNEFAF_00012	CDS	372				hypothetical protein
BNMNEFAF_00013	CDS	387				hypothetical protein
BNMNEFAF_00014	CDS	411				hypothetical protein
BNMNEFAF_00015	CDS	219				hypothetical protein
BNMNEFAF_00016	CDS	240				hypothetical protein
BNMNEFAF_00017	CDS	276				hypothetical protein
BNMNEFAF_00018	CDS	1548	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
BNMNEFAF_00019	CDS	1689	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
BNMNEFAF_00020	CDS	357	rssB_1			Regulator of RpoS
BNMNEFAF_00021	tRNA	77				tRNA-Phe(gaa)
BNMNEFAF_00022	CDS	537				hypothetical protein
BNMNEFAF_00023	CDS	546				hypothetical protein
BNMNEFAF_00024	CDS	225				hypothetical protein
BNMNEFAF_00025	CDS	300				hypothetical protein
BNMNEFAF_00026	CDS	348				hypothetical protein
BNMNEFAF_00027	CDS	1224			COG1915	putative protein
BNMNEFAF_00028	CDS	840				hypothetical protein
BNMNEFAF_00029	CDS	621				hypothetical protein
BNMNEFAF_00030	CDS	1359	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
BNMNEFAF_00031	CDS	1926	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
BNMNEFAF_00032	CDS	264				hypothetical protein
BNMNEFAF_00033	CDS	1404	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
BNMNEFAF_00034	CDS	1446		3.5.1.4	COG0154	Amidase
BNMNEFAF_00035	CDS	267				hypothetical protein
BNMNEFAF_00036	CDS	1311	aspS	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
BNMNEFAF_00037	CDS	171				hypothetical protein
BNMNEFAF_00038	CDS	210				hypothetical protein
BNMNEFAF_00039	CDS	1026	purP	6.3.4.23	COG1759	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase
BNMNEFAF_00040	CDS	792				hypothetical protein
BNMNEFAF_00041	CDS	831	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BNMNEFAF_00042	CDS	1089				hypothetical protein
BNMNEFAF_00043	CDS	351				hypothetical protein
BNMNEFAF_00044	CDS	333				hypothetical protein
BNMNEFAF_00045	CDS	729				hypothetical protein
BNMNEFAF_00046	CDS	216				hypothetical protein
BNMNEFAF_00047	CDS	630				hypothetical protein
BNMNEFAF_00048	CDS	648				hypothetical protein
BNMNEFAF_00049	CDS	1281	prf1		COG1503	Peptide chain release factor subunit 1
BNMNEFAF_00050	CDS	405				hypothetical protein
BNMNEFAF_00051	CDS	231				hypothetical protein
