locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNEANGEI_00001	CDS	1161				hypothetical protein
CNEANGEI_00002	CDS	909	arcC1	2.7.2.2		Carbamate kinase 1
CNEANGEI_00003	CDS	1953	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
CNEANGEI_00004	CDS	1719				hypothetical protein
CNEANGEI_00005	CDS	2079				hypothetical protein
CNEANGEI_00006	CDS	984	hddA_1	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
CNEANGEI_00007	CDS	933	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
CNEANGEI_00008	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
CNEANGEI_00009	CDS	345				hypothetical protein
CNEANGEI_00010	CDS	1002	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
CNEANGEI_00011	CDS	279				hypothetical protein
CNEANGEI_00012	CDS	1218				hypothetical protein
CNEANGEI_00013	CDS	1254				hypothetical protein
CNEANGEI_00014	CDS	1563				hypothetical protein
CNEANGEI_00015	CDS	243				hypothetical protein
CNEANGEI_00016	CDS	2226	ftsH	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
CNEANGEI_00017	CDS	1656	aldHT	1.2.1.5		Aldehyde dehydrogenase, thermostable
CNEANGEI_00018	tRNA	75				tRNA-Gly(ccc)
CNEANGEI_00019	CDS	1083				hypothetical protein
CNEANGEI_00020	CDS	1848	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
CNEANGEI_00021	CDS	765				hypothetical protein
CNEANGEI_00022	CDS	264				hypothetical protein
CNEANGEI_00023	CDS	234				hypothetical protein
CNEANGEI_00024	CDS	642		3.2.1.-		Protein-ADP-ribose hydrolase
CNEANGEI_00025	CDS	753				hypothetical protein
CNEANGEI_00026	CDS	603				hypothetical protein
CNEANGEI_00027	CDS	270				hypothetical protein
CNEANGEI_00028	CDS	1515				hypothetical protein
CNEANGEI_00029	CDS	807				hypothetical protein
CNEANGEI_00030	CDS	918				hypothetical protein
CNEANGEI_00031	CDS	3021	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
CNEANGEI_00032	CDS	636				hypothetical protein
CNEANGEI_00033	CDS	438	tadA	3.5.4.33		tRNA-specific adenosine deaminase
CNEANGEI_00034	CDS	324				hypothetical protein
