locus_tag	ftype	length_bp	gene	EC_number	COG	product
DAFHAFLN_00001	CDS	219				hypothetical protein
DAFHAFLN_00002	CDS	726	recO		COG1381	DNA repair protein RecO
DAFHAFLN_00003	CDS	861	era_1		COG1159	GTPase Era
DAFHAFLN_00004	CDS	618	rnc_1	3.1.26.3	COG0571	Ribonuclease 3
DAFHAFLN_00005	CDS	507	pgsA_1	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
DAFHAFLN_00006	CDS	1110	uvrC		COG0322	UvrABC system protein C
DAFHAFLN_00007	CDS	834	dhmA_1	3.8.1.5		Haloalkane dehalogenase
DAFHAFLN_00008	CDS	981				hypothetical protein
DAFHAFLN_00009	CDS	327	rpoD		COG0568	RNA polymerase sigma factor RpoD
DAFHAFLN_00010	CDS	618				hypothetical protein
DAFHAFLN_00011	CDS	807	dhmA_2	3.8.1.5		Haloalkane dehalogenase
DAFHAFLN_00012	CDS	480	bsaA			Glutathione peroxidase BsaA
DAFHAFLN_00013	CDS	291				hypothetical protein
DAFHAFLN_00014	CDS	1119				hypothetical protein
DAFHAFLN_00015	CDS	291				hypothetical protein
DAFHAFLN_00016	CDS	1146	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DAFHAFLN_00017	CDS	642				hypothetical protein
DAFHAFLN_00018	CDS	408				hypothetical protein
DAFHAFLN_00019	CDS	744				hypothetical protein
DAFHAFLN_00020	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
DAFHAFLN_00021	CDS	408				hypothetical protein
DAFHAFLN_00022	CDS	363				hypothetical protein
DAFHAFLN_00023	CDS	1308	murJ_1		COG0728	putative lipid II flippase MurJ
DAFHAFLN_00024	CDS	1002	holA_1	2.7.7.7	COG1466	DNA polymerase III subunit delta
DAFHAFLN_00025	CDS	348	rsfS_1			Ribosomal silencing factor RsfS
DAFHAFLN_00026	CDS	675		1.-.-.-	COG0243	putative oxidoreductase
DAFHAFLN_00027	CDS	1005				hypothetical protein
DAFHAFLN_00028	CDS	627				hypothetical protein
DAFHAFLN_00029	CDS	375	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
DAFHAFLN_00030	CDS	945	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
DAFHAFLN_00031	CDS	714	kdkA	2.7.1.166	COG0515	3-deoxy-D-manno-octulosonic acid kinase
DAFHAFLN_00032	CDS	3033	btuB_1			Vitamin B12 transporter BtuB
DAFHAFLN_00033	CDS	852				hypothetical protein
DAFHAFLN_00034	CDS	1443	sdcS			Sodium-dependent dicarboxylate transporter SdcS
DAFHAFLN_00035	CDS	1011	lpxK_1	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
DAFHAFLN_00036	CDS	1734	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DAFHAFLN_00037	CDS	678	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DAFHAFLN_00038	CDS	1257	lolE_1		COG4591	Lipoprotein-releasing system transmembrane protein LolE
DAFHAFLN_00039	CDS	618	rplD		COG0088	50S ribosomal protein L4
DAFHAFLN_00040	CDS	312	rplW		COG0089	50S ribosomal protein L23
DAFHAFLN_00041	CDS	831	rplB		COG0090	50S ribosomal protein L2
DAFHAFLN_00042	CDS	273	rpsS		COG0185	30S ribosomal protein S19
DAFHAFLN_00043	CDS	333	rplV		COG0091	50S ribosomal protein L22
DAFHAFLN_00044	CDS	639	rpsC		COG0092	30S ribosomal protein S3
DAFHAFLN_00045	CDS	414	rplP		COG0197	50S ribosomal protein L16
DAFHAFLN_00046	CDS	201	rpmC			50S ribosomal protein L29
DAFHAFLN_00047	CDS	264	rpsQ		COG0186	30S ribosomal protein S17
DAFHAFLN_00048	CDS	369	rplN		COG0093	50S ribosomal protein L14
DAFHAFLN_00049	CDS	318	rplX		COG0198	50S ribosomal protein L24
DAFHAFLN_00050	CDS	759				hypothetical protein
DAFHAFLN_00051	CDS	306	rpsN		COG0199	30S ribosomal protein S14
DAFHAFLN_00052	CDS	525	dsbE_1		COG0526	Thiol:disulfide interchange protein DsbE
DAFHAFLN_00053	CDS	813	ccmF_1		COG1138	Cytochrome c-type biogenesis protein CcmF
DAFHAFLN_00054	CDS	1083	amiF_1	3.5.1.49		Formamidase
DAFHAFLN_00055	CDS	1341	codB		COG1457	Cytosine permease
DAFHAFLN_00056	CDS	1980				hypothetical protein
DAFHAFLN_00057	CDS	672				hypothetical protein
DAFHAFLN_00058	CDS	1086	amiF_2	3.5.1.49		Formamidase
DAFHAFLN_00059	CDS	210				hypothetical protein
DAFHAFLN_00060	CDS	258				hypothetical protein
DAFHAFLN_00061	CDS	204	rpmF		COG0333	50S ribosomal protein L32
DAFHAFLN_00062	CDS	1005	plsX_1	2.3.1.274	COG0416	Phosphate acyltransferase
DAFHAFLN_00063	CDS	966	fabH1	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3 protein 1
DAFHAFLN_00064	CDS	831				hypothetical protein
DAFHAFLN_00065	CDS	1029	ghrA	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
DAFHAFLN_00066	CDS	573	rutB	3.5.1.110		Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB
DAFHAFLN_00067	CDS	891	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
DAFHAFLN_00068	CDS	795	pcaU		COG1414	Pca operon regulatory protein
DAFHAFLN_00069	CDS	879	prpB_1	4.1.3.30	COG2513	2-methylisocitrate lyase
DAFHAFLN_00070	CDS	726	lptB	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
DAFHAFLN_00071	CDS	549	lptC			Lipopolysaccharide export system protein LptC
DAFHAFLN_00072	CDS	969	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
DAFHAFLN_00073	CDS	228				hypothetical protein
DAFHAFLN_00074	CDS	1254	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
DAFHAFLN_00075	CDS	576	petA	7.1.1.8	COG0723	Ubiquinol-cytochrome c reductase iron-sulfur subunit
DAFHAFLN_00076	CDS	1254	fbcH		COG1290	Cytochrome b/c1
DAFHAFLN_00077	CDS	666	petC		COG2857	Ammonia monooxygenase gamma subunit
DAFHAFLN_00078	CDS	630	sspA_1		COG0625	Stringent starvation protein A
DAFHAFLN_00079	CDS	840	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DAFHAFLN_00080	CDS	492	mraZ		COG2001	Transcriptional regulator MraZ
DAFHAFLN_00081	CDS	1176	ftsZ		COG0206	Cell division protein FtsZ
DAFHAFLN_00082	CDS	918	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
DAFHAFLN_00083	CDS	291	ftsL			Cell division protein FtsL
DAFHAFLN_00084	CDS	816	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
DAFHAFLN_00085	CDS	1062		3.5.1.4		Aliphatic amidase
DAFHAFLN_00086	CDS	531				hypothetical protein
DAFHAFLN_00087	CDS	1983	nagZ	3.2.1.52		Beta-hexosaminidase
DAFHAFLN_00088	CDS	1569	sglT			Sodium/glucose cotransporter
DAFHAFLN_00089	tRNA	77				tRNA-Arg(cct)
DAFHAFLN_00090	CDS	603				hypothetical protein
DAFHAFLN_00091	CDS	999	fabB	2.3.1.41	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 1
DAFHAFLN_00092	CDS	1137	bauC_1	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
DAFHAFLN_00093	CDS	1233	nrdB	1.17.4.1	COG0208	Ribonucleoside-diphosphate reductase subunit beta
DAFHAFLN_00094	CDS	1722	nrdE2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha 2
DAFHAFLN_00095	CDS	276	pyrC			Dihydroorotase
DAFHAFLN_00096	CDS	117				hypothetical protein
DAFHAFLN_00097	CDS	1806	sfrB_1	1.-.-.-	COG0493	NADPH-Fe(3+) oxidoreductase subunit beta
DAFHAFLN_00098	CDS	1809	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
DAFHAFLN_00099	CDS	1056				hypothetical protein
DAFHAFLN_00100	CDS	483		1.11.1.15		Peroxiredoxin
DAFHAFLN_00101	CDS	1263	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
DAFHAFLN_00102	CDS	498				hypothetical protein
DAFHAFLN_00103	CDS	1506	styD	1.2.1.39		Phenylacetaldehyde dehydrogenase
DAFHAFLN_00104	CDS	711				hypothetical protein
DAFHAFLN_00105	CDS	480	rpsG		COG0049	30S ribosomal protein S7
DAFHAFLN_00106	CDS	375	rpsL		COG0048	30S ribosomal protein S12
DAFHAFLN_00107	CDS	4176	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
DAFHAFLN_00108	CDS	912	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
DAFHAFLN_00109	CDS	1578	aceB_1	2.3.3.9	COG2225	Malate synthase A
DAFHAFLN_00110	CDS	891	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
DAFHAFLN_00111	CDS	477	greA		COG0782	Transcription elongation factor GreA
DAFHAFLN_00112	CDS	609	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
DAFHAFLN_00113	CDS	1488	degQ	3.4.21.107	COG0265	Periplasmic pH-dependent serine endoprotease DegQ
DAFHAFLN_00114	CDS	192				hypothetical protein
DAFHAFLN_00115	CDS	165				hypothetical protein
