locus_tag	ftype	length_bp	gene	EC_number	COG	product
GGBLIKEO_00001	CDS	1350	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
GGBLIKEO_00002	CDS	513				hypothetical protein
GGBLIKEO_00003	CDS	915	ttuA_1	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
GGBLIKEO_00004	CDS	249				hypothetical protein
GGBLIKEO_00005	CDS	204				hypothetical protein
GGBLIKEO_00006	CDS	591				hypothetical protein
GGBLIKEO_00007	CDS	330				hypothetical protein
GGBLIKEO_00008	CDS	90				hypothetical protein
GGBLIKEO_00009	CDS	150				hypothetical protein
GGBLIKEO_00010	CDS	234				hypothetical protein
GGBLIKEO_00011	CDS	468				hypothetical protein
GGBLIKEO_00012	CDS	159				hypothetical protein
GGBLIKEO_00013	CDS	237				hypothetical protein
GGBLIKEO_00014	CDS	351				hypothetical protein
GGBLIKEO_00015	CDS	108				hypothetical protein
GGBLIKEO_00016	CDS	210				hypothetical protein
GGBLIKEO_00017	CDS	525				hypothetical protein
GGBLIKEO_00018	CDS	417				hypothetical protein
GGBLIKEO_00019	CDS	300				hypothetical protein
GGBLIKEO_00020	CDS	774				hypothetical protein
GGBLIKEO_00021	CDS	117				hypothetical protein
GGBLIKEO_00022	CDS	114				hypothetical protein
GGBLIKEO_00023	CDS	195				hypothetical protein
GGBLIKEO_00024	CDS	672				hypothetical protein
GGBLIKEO_00025	CDS	276				hypothetical protein
GGBLIKEO_00026	CDS	402				hypothetical protein
GGBLIKEO_00027	CDS	210				hypothetical protein
GGBLIKEO_00028	CDS	333				hypothetical protein
GGBLIKEO_00029	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
GGBLIKEO_00030	CDS	597	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
GGBLIKEO_00031	CDS	1047	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
GGBLIKEO_00032	CDS	777	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
GGBLIKEO_00033	CDS	1188	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
GGBLIKEO_00034	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
GGBLIKEO_00035	CDS	684				hypothetical protein
GGBLIKEO_00036	CDS	843				hypothetical protein
GGBLIKEO_00037	CDS	816				hypothetical protein
GGBLIKEO_00038	CDS	996				hypothetical protein
GGBLIKEO_00039	CDS	324				hypothetical protein
GGBLIKEO_00040	CDS	279				hypothetical protein
GGBLIKEO_00041	CDS	1941	rnj	3.1.-.-		Ribonuclease J
GGBLIKEO_00042	CDS	2103				hypothetical protein
GGBLIKEO_00043	CDS	1503	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
GGBLIKEO_00044	CDS	1116	thiI_1	2.8.1.4		tRNA sulfurtransferase
GGBLIKEO_00045	CDS	765	cysH_1	1.8.4.10		Thioredoxin-dependent 5'-adenylylsulfate reductase
GGBLIKEO_00046	CDS	1143	sat_1	2.7.7.4	COG2046	Sulfate adenylyltransferase
GGBLIKEO_00047	CDS	666				hypothetical protein
GGBLIKEO_00048	CDS	309	nth_1	4.2.99.18	COG0177	Endonuclease III
GGBLIKEO_00049	CDS	423				hypothetical protein
GGBLIKEO_00050	CDS	498				hypothetical protein
GGBLIKEO_00051	CDS	1146				hypothetical protein
GGBLIKEO_00052	CDS	552	uppS	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
GGBLIKEO_00053	CDS	1056				hypothetical protein
GGBLIKEO_00054	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
GGBLIKEO_00055	CDS	792	mtnP	2.4.2.28	COG0005	S-methyl-5'-thioadenosine phosphorylase
GGBLIKEO_00056	CDS	285				hypothetical protein
GGBLIKEO_00057	CDS	399				hypothetical protein
GGBLIKEO_00058	CDS	351				hypothetical protein
GGBLIKEO_00059	CDS	231				hypothetical protein
GGBLIKEO_00060	CDS	465				hypothetical protein
GGBLIKEO_00061	CDS	525		1.5.1.45	COG0431	NAD(P)H-dependent FAD/FMN reductase
GGBLIKEO_00062	CDS	711	bluB	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
GGBLIKEO_00063	tRNA	75				tRNA-Val(gac)
GGBLIKEO_00064	CDS	951	trm1	2.1.1.215	COG1867	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase
GGBLIKEO_00065	CDS	594	rlmE	2.1.1.166	COG0293	Ribosomal RNA large subunit methyltransferase E
GGBLIKEO_00066	CDS	360				hypothetical protein
GGBLIKEO_00067	CDS	552				hypothetical protein
GGBLIKEO_00068	CDS	660				hypothetical protein
GGBLIKEO_00069	CDS	495	pstB3	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
GGBLIKEO_00070	CDS	1722	atpA_1	7.1.2.2	COG1155	V-type ATP synthase alpha chain
GGBLIKEO_00071	CDS	777				hypothetical protein
GGBLIKEO_00072	CDS	210				hypothetical protein
GGBLIKEO_00073	CDS	666				hypothetical protein
GGBLIKEO_00074	CDS	348				hypothetical protein
GGBLIKEO_00075	CDS	465				hypothetical protein
GGBLIKEO_00076	CDS	294				hypothetical protein
GGBLIKEO_00077	CDS	2163	ddl	6.3.2.4		D-alanine--D-alanine ligase
GGBLIKEO_00078	CDS	1632	ggt	3.4.19.13		Glutathione hydrolase proenzyme
GGBLIKEO_00079	CDS	783				hypothetical protein
GGBLIKEO_00080	CDS	474				hypothetical protein
GGBLIKEO_00081	CDS	1272				hypothetical protein
GGBLIKEO_00082	CDS	1101				hypothetical protein
GGBLIKEO_00083	CDS	963	metH_1	2.1.1.13	COG0646	Methionine synthase
GGBLIKEO_00084	CDS	2499	metH_2	2.1.1.13	COG0646	Methionine synthase
GGBLIKEO_00085	CDS	738				hypothetical protein
GGBLIKEO_00086	CDS	549	nudL_1	3.6.1.-		putative Nudix hydrolase NudL
GGBLIKEO_00087	CDS	531				hypothetical protein
GGBLIKEO_00088	CDS	951	ftsZ			Cell division protein FtsZ
GGBLIKEO_00089	CDS	402				hypothetical protein
GGBLIKEO_00090	CDS	666				hypothetical protein
GGBLIKEO_00091	CDS	492				hypothetical protein
GGBLIKEO_00092	CDS	1101	cbiD_1	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
