locus_tag	ftype	length_bp	gene	EC_number	COG	product
DAAACNGL_00001	CDS	1320	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
DAAACNGL_00002	CDS	282	fis		COG2901	DNA-binding protein Fis
DAAACNGL_00003	CDS	750	glmU_1		COG1207	Bifunctional protein GlmU
DAAACNGL_00004	CDS	1200	glmU_2		COG1207	Bifunctional protein GlmU
DAAACNGL_00005	CDS	270				hypothetical protein
DAAACNGL_00006	CDS	684	lon2	3.4.21.53	COG0466	Lon protease 2
DAAACNGL_00007	CDS	1410				hypothetical protein
DAAACNGL_00008	CDS	240				hypothetical protein
DAAACNGL_00009	CDS	1041	rlmCD	2.1.1.189	COG2265	23S rRNA (uracil-C(5))-methyltransferase RlmCD
DAAACNGL_00010	CDS	552	atpH_1		COG0712	ATP synthase subunit delta
DAAACNGL_00011	CDS	522	atpF_1			ATP synthase subunit b
DAAACNGL_00012	CDS	222	atpH_2			ATP synthase subunit c
DAAACNGL_00013	CDS	732	atpB		COG0356	ATP synthase subunit a
DAAACNGL_00014	CDS	219				hypothetical protein
DAAACNGL_00015	CDS	327				hypothetical protein
DAAACNGL_00016	CDS	525	bcp_1	1.11.1.15	COG1225	Putative peroxiredoxin bcp
DAAACNGL_00017	CDS	729				hypothetical protein
DAAACNGL_00018	CDS	804				hypothetical protein
DAAACNGL_00019	CDS	720	baeB	3.-.-.-	COG0491	putative polyketide biosynthesis zinc-dependent hydrolase BaeB
DAAACNGL_00020	CDS	225				hypothetical protein
DAAACNGL_00021	CDS	1329	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
DAAACNGL_00022	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
DAAACNGL_00023	CDS	1941	sdhA	1.3.5.-	COG1053	8-methylmenaquinol:fumarate reductase flavoprotein subunit
DAAACNGL_00024	CDS	678	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
DAAACNGL_00025	CDS	276				hypothetical protein
DAAACNGL_00026	CDS	678				hypothetical protein
DAAACNGL_00027	CDS	444				hypothetical protein
DAAACNGL_00028	CDS	534				hypothetical protein
DAAACNGL_00029	CDS	654				hypothetical protein
DAAACNGL_00030	CDS	432				hypothetical protein
DAAACNGL_00031	CDS	522				hypothetical protein
DAAACNGL_00032	CDS	360				hypothetical protein
DAAACNGL_00033	CDS	795				hypothetical protein
DAAACNGL_00034	CDS	756	uppS	2.5.1.31		Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
DAAACNGL_00035	CDS	558	frr		COG0233	Ribosome-recycling factor
DAAACNGL_00036	CDS	696	pyrH	2.7.4.22	COG0528	Uridylate kinase
DAAACNGL_00037	CDS	594	tsf		COG0264	Elongation factor Ts
DAAACNGL_00038	CDS	795	rpsB		COG0052	30S ribosomal protein S2
DAAACNGL_00039	CDS	639				hypothetical protein
DAAACNGL_00040	CDS	561	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
DAAACNGL_00041	CDS	465	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
DAAACNGL_00042	CDS	366				hypothetical protein
DAAACNGL_00043	CDS	894	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
DAAACNGL_00044	CDS	204				hypothetical protein
DAAACNGL_00045	CDS	1839				hypothetical protein
DAAACNGL_00046	CDS	936	btuF			Vitamin B12-binding protein
DAAACNGL_00047	CDS	1662	nadB	1.4.3.16	COG0029	L-aspartate oxidase
DAAACNGL_00048	CDS	666	nth_1	4.2.99.18	COG0177	Endonuclease III
DAAACNGL_00049	CDS	489	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
DAAACNGL_00050	CDS	1215	macB_1	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DAAACNGL_00051	CDS	690	yknY_1	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
DAAACNGL_00052	CDS	1266	macA		COG0845	Macrolide export protein MacA
DAAACNGL_00053	CDS	1386	hemY	1.3.3.4	COG1232	Protoporphyrinogen oxidase
DAAACNGL_00054	CDS	1200			COG4398	putative protein
DAAACNGL_00055	CDS	753			COG1234	putative protein
DAAACNGL_00056	CDS	498				hypothetical protein
DAAACNGL_00057	CDS	1239	fabF_1	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DAAACNGL_00058	CDS	492	ispF	4.6.1.12	COG0245	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
DAAACNGL_00059	CDS	321	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
DAAACNGL_00060	CDS	1113	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
DAAACNGL_00061	CDS	1158	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
DAAACNGL_00062	CDS	693				hypothetical protein
DAAACNGL_00063	CDS	966				hypothetical protein
DAAACNGL_00064	CDS	270				hypothetical protein
DAAACNGL_00065	CDS	675				hypothetical protein
DAAACNGL_00066	CDS	120				hypothetical protein
DAAACNGL_00067	CDS	240				hypothetical protein
DAAACNGL_00068	CDS	1551	lnt	2.3.1.269	COG0815	Apolipoprotein N-acyltransferase
DAAACNGL_00069	CDS	156				hypothetical protein
DAAACNGL_00070	CDS	636	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
DAAACNGL_00071	CDS	891	tig	5.2.1.8		Trigger factor
DAAACNGL_00072	CDS	678				hypothetical protein
DAAACNGL_00073	CDS	495				hypothetical protein
DAAACNGL_00074	CDS	741				hypothetical protein
DAAACNGL_00075	CDS	612				hypothetical protein
DAAACNGL_00076	CDS	873				hypothetical protein
DAAACNGL_00077	CDS	1449				hypothetical protein
DAAACNGL_00078	CDS	480				hypothetical protein
