locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAGJGFMG_00001	CDS	525				hypothetical protein
KAGJGFMG_00002	CDS	708			COG1136	putative ABC transporter ATP-binding protein
KAGJGFMG_00003	CDS	1260				hypothetical protein
KAGJGFMG_00004	CDS	873				hypothetical protein
KAGJGFMG_00005	CDS	345				hypothetical protein
KAGJGFMG_00006	CDS	1449	norR			Anaerobic nitric oxide reductase transcription regulator NorR
KAGJGFMG_00007	CDS	1119				hypothetical protein
KAGJGFMG_00008	CDS	2130	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
KAGJGFMG_00009	CDS	2304	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
KAGJGFMG_00010	CDS	687				hypothetical protein
KAGJGFMG_00011	CDS	2277	maeB_1	1.1.1.40	COG0280	NADP-dependent malic enzyme
KAGJGFMG_00012	CDS	1407	dctM_1		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
KAGJGFMG_00013	CDS	663	dctQ		COG3090	C4-dicarboxylate TRAP transporter small permease protein DctQ
KAGJGFMG_00014	CDS	1005	dctP		COG1638	C4-dicarboxylate-binding periplasmic protein DctP
KAGJGFMG_00015	CDS	897	scpA			Segregation and condensation protein A
KAGJGFMG_00016	CDS	1215				hypothetical protein
KAGJGFMG_00017	CDS	681				hypothetical protein
KAGJGFMG_00018	CDS	627	yciO		COG0009	putative protein YciO
KAGJGFMG_00019	CDS	903		3.1.3.97	COG0613	3',5'-nucleoside bisphosphate phosphatase
KAGJGFMG_00020	CDS	735				hypothetical protein
KAGJGFMG_00021	CDS	564	yciB		COG2917	Intracellular septation protein
KAGJGFMG_00022	CDS	300	yciI		COG2350	Protein YciI
KAGJGFMG_00023	CDS	819	prsA	5.2.1.8		Foldase protein PrsA
KAGJGFMG_00024	CDS	288				hypothetical protein
KAGJGFMG_00025	CDS	1017	rpoS		COG0568	RNA polymerase sigma factor RpoS
KAGJGFMG_00026	CDS	771	nlpD			Murein hydrolase activator NlpD
KAGJGFMG_00027	CDS	579				hypothetical protein
KAGJGFMG_00028	CDS	657	pcm_1	2.1.1.77	COG2518	Protein-L-isoaspartate O-methyltransferase
