locus_tag	ftype	length_bp	gene	EC_number	COG	product
CNEANGEI_00001	CDS	1161				hypothetical protein
CNEANGEI_00002	CDS	909	cpkA	2.7.2.2	COG0549	Carbamate kinase
CNEANGEI_00003	CDS	1953	thrS-cat	6.1.1.3	COG0441	Threonine--tRNA ligase catalytic subunit
CNEANGEI_00004	CDS	1719				hypothetical protein
CNEANGEI_00005	CDS	2079				hypothetical protein
CNEANGEI_00006	CDS	984	galK	2.7.1.6	COG0153	Galactokinase
CNEANGEI_00007	CDS	933	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
CNEANGEI_00008	CDS	468	pyrI		COG1781	Aspartate carbamoyltransferase regulatory chain
CNEANGEI_00009	CDS	345				hypothetical protein
CNEANGEI_00010	CDS	1002	ttuA	2.8.1.-	COG0037	tRNA-5-methyluridine(54) 2-sulfurtransferase
CNEANGEI_00011	CDS	279				hypothetical protein
CNEANGEI_00012	CDS	1218				hypothetical protein
CNEANGEI_00013	CDS	1254				hypothetical protein
CNEANGEI_00014	CDS	1563				hypothetical protein
CNEANGEI_00015	CDS	243				hypothetical protein
CNEANGEI_00016	CDS	2226	vat		COG0464	VCP-like ATPase
CNEANGEI_00017	CDS	1656		1.2.1.26		Alpha-ketoglutarate semialdehyde dehydrogenase
CNEANGEI_00018	tRNA	75				tRNA-Gly(ccc)
CNEANGEI_00019	CDS	1083				hypothetical protein
CNEANGEI_00020	CDS	1848	tfrA_1	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
CNEANGEI_00021	CDS	765	tfrB	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
CNEANGEI_00022	CDS	264				Chromosomal protein MC1c
CNEANGEI_00023	CDS	234				hypothetical protein
CNEANGEI_00024	CDS	642	ymdB	3.1.1.106		O-acetyl-ADP-ribose deacetylase
CNEANGEI_00025	CDS	753				hypothetical protein
CNEANGEI_00026	CDS	603				hypothetical protein
CNEANGEI_00027	CDS	270				hypothetical protein
CNEANGEI_00028	CDS	1515				hypothetical protein
CNEANGEI_00029	CDS	807				hypothetical protein
CNEANGEI_00030	CDS	918				hypothetical protein
CNEANGEI_00031	CDS	3021	rhlB_1	3.6.4.13		ATP-dependent RNA helicase RhlB
CNEANGEI_00032	CDS	636				hypothetical protein
CNEANGEI_00033	CDS	438	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
CNEANGEI_00034	CDS	324				hypothetical protein
CNEANGEI_00035	CDS	1206				hypothetical protein
CNEANGEI_00036	CDS	1128				hypothetical protein
CNEANGEI_00037	CDS	1281	serS	6.1.1.11	COG0172	Serine--tRNA ligase
CNEANGEI_00038	CDS	549				hypothetical protein
CNEANGEI_00039	CDS	501				hypothetical protein
CNEANGEI_00040	CDS	1542	pycA_1	6.4.1.1	COG0439	Pyruvate carboxylase subunit A
CNEANGEI_00041	CDS	873		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
CNEANGEI_00042	CDS	1611	pccB_1	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
CNEANGEI_00043	CDS	1278				hypothetical protein
CNEANGEI_00044	CDS	597				hypothetical protein
CNEANGEI_00045	CDS	729				hypothetical protein
CNEANGEI_00046	CDS	882				hypothetical protein
CNEANGEI_00047	CDS	561				hypothetical protein
CNEANGEI_00048	CDS	1674	ndhB_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 2, chloroplastic
CNEANGEI_00049	CDS	792	fpoM	1.12.98.3	COG1008	F(420)H(2) dehydrogenase subunit M
CNEANGEI_00050	CDS	423			COG1522	putative HTH-type transcriptional regulator
