locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMFDKNME_00001	CDS	285	soxD_1	1.5.3.1		Sarcosine oxidase subunit delta
AMFDKNME_00002	CDS	1266	soxB_1	1.5.3.1		Sarcosine oxidase subunit beta
AMFDKNME_00003	CDS	798		4.2.1.77	COG3938	Trans-3-hydroxy-L-proline dehydratase
AMFDKNME_00004	CDS	717	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
AMFDKNME_00005	CDS	552	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
AMFDKNME_00006	CDS	576				hypothetical protein
AMFDKNME_00007	CDS	657	aqpZ_1			Aquaporin Z
AMFDKNME_00008	CDS	1002	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
AMFDKNME_00009	CDS	813	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
AMFDKNME_00010	CDS	117				hypothetical protein
AMFDKNME_00011	tRNA	76				tRNA-Asn(gtt)
AMFDKNME_00012	tRNA	74				tRNA-Cys(gca)
AMFDKNME_00013	CDS	435	rplQ_1		COG0203	50S ribosomal protein L17
AMFDKNME_00014	CDS	993	rpoA_1	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
AMFDKNME_00015	CDS	1026	lieA	3.4.24.-		Leupeptin-inactivating enzyme 1
AMFDKNME_00016	CDS	615				hypothetical protein
AMFDKNME_00017	CDS	327				hypothetical protein
AMFDKNME_00018	CDS	1236	pntB_1	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
AMFDKNME_00019	CDS	621				hypothetical protein
AMFDKNME_00020	CDS	882				hypothetical protein
AMFDKNME_00021	CDS	924	secF_1		COG0341	Protein translocase subunit SecF
AMFDKNME_00022	CDS	1143	secD_1			Protein translocase subunit SecD
AMFDKNME_00023	CDS	1296	nqrF_1	7.2.1.1	COG2871	Na(+)-translocating NADH-quinone reductase subunit F
AMFDKNME_00024	CDS	618	nqrE_1	7.2.1.1	COG2209	Na(+)-translocating NADH-quinone reductase subunit E
AMFDKNME_00025	CDS	648	nqrD_1	7.2.1.1	COG1347	Na(+)-translocating NADH-quinone reductase subunit D
AMFDKNME_00026	CDS	717	nqrC_1	7.2.1.1	COG2869	Na(+)-translocating NADH-quinone reductase subunit C
AMFDKNME_00027	CDS	1158	nqrB_1	7.2.1.1	COG1805	Na(+)-translocating NADH-quinone reductase subunit B
AMFDKNME_00028	CDS	1350	nqrA	7.2.1.1	COG1726	Na(+)-translocating NADH-quinone reductase subunit A
AMFDKNME_00029	CDS	1626	rocA_1	1.2.1.88		1-pyrroline-5-carboxylate dehydrogenase
AMFDKNME_00030	CDS	705				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
AMFDKNME_00031	CDS	624	rsmG_1	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
AMFDKNME_00032	CDS	1182		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
AMFDKNME_00033	CDS	1083	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
AMFDKNME_00034	CDS	849	tyrC_1	1.3.1.43		Cyclohexadienyl dehydrogenase
AMFDKNME_00035	CDS	810	pheA_1		COG0077	Bifunctional chorismate mutase/prephenate dehydratase
AMFDKNME_00036	CDS	429	yhfA		COG1765	Protein YhfA
AMFDKNME_00037	CDS	966	metXA_1	2.3.1.31	COG2021	Homoserine O-acetyltransferase
AMFDKNME_00038	CDS	1272		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AMFDKNME_00039	CDS	1254	metK_1	2.5.1.6		S-adenosylmethionine synthase
AMFDKNME_00040	CDS	192				hypothetical protein
