locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDDCGGAO_00001	CDS	507				hypothetical protein
HDDCGGAO_00002	CDS	1236				hypothetical protein
HDDCGGAO_00003	CDS	780	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
HDDCGGAO_00004	CDS	228	oadG	7.2.4.2		oxaloacetate decarboxylase gamma chain
HDDCGGAO_00005	CDS	1668	gltD	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
HDDCGGAO_00006	CDS	1038	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
HDDCGGAO_00007	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
HDDCGGAO_00008	CDS	945				hypothetical protein
HDDCGGAO_00009	CDS	672	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
HDDCGGAO_00010	CDS	468	dnaJ		COG0484	Chaperone protein DnaJ
HDDCGGAO_00011	CDS	666	tmk_1	2.7.4.9		Thymidylate kinase
HDDCGGAO_00012	CDS	1266	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
HDDCGGAO_00013	CDS	627	dksA			RNA polymerase-binding transcription factor DksA
HDDCGGAO_00014	CDS	747	RBKS	2.7.1.15		Ribokinase
HDDCGGAO_00015	CDS	687	caiD	4.2.1.149		Carnitinyl-CoA dehydratase
HDDCGGAO_00016	CDS	459				hypothetical protein
HDDCGGAO_00017	CDS	258				hypothetical protein
HDDCGGAO_00018	CDS	2415	mrcA		COG5009	Penicillin-binding protein 1A
HDDCGGAO_00019	CDS	465	recO		COG1381	DNA repair protein RecO
HDDCGGAO_00020	CDS	378	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
HDDCGGAO_00021	CDS	645	adk_1	2.7.4.3		Adenylate kinase
HDDCGGAO_00022	CDS	189				hypothetical protein
HDDCGGAO_00023	CDS	396	rpsH_1		COG0096	30S ribosomal protein S8
HDDCGGAO_00024	CDS	306	rpsN_1		COG0199	30S ribosomal protein S14
HDDCGGAO_00025	CDS	537	rplE		COG0094	50S ribosomal protein L5
HDDCGGAO_00026	CDS	327	rplX		COG0198	50S ribosomal protein L24
HDDCGGAO_00027	CDS	369	rplN		COG0093	50S ribosomal protein L14
HDDCGGAO_00028	CDS	303				hypothetical protein
HDDCGGAO_00029	CDS	222				hypothetical protein
