locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFNCJLMH_00001	CDS	792	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
CFNCJLMH_00002	CDS	1008	RBKS	2.7.1.15		Ribokinase
CFNCJLMH_00003	CDS	369				hypothetical protein
CFNCJLMH_00004	CDS	366				hypothetical protein
CFNCJLMH_00005	CDS	354				hypothetical protein
CFNCJLMH_00006	CDS	927				hypothetical protein
CFNCJLMH_00007	CDS	273				hypothetical protein
CFNCJLMH_00008	CDS	876	serB1_1	3.1.3.3	COG0560	Phosphoserine phosphatase SerB1
CFNCJLMH_00009	CDS	837			COG0204	putative protein
CFNCJLMH_00010	CDS	855				hypothetical protein
CFNCJLMH_00011	CDS	309				hypothetical protein
CFNCJLMH_00012	CDS	453	aroQ	4.2.1.10	COG0757	3-dehydroquinate dehydratase
CFNCJLMH_00013	CDS	792	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
CFNCJLMH_00014	CDS	324				hypothetical protein
CFNCJLMH_00015	CDS	579				hypothetical protein
CFNCJLMH_00016	CDS	882				hypothetical protein
CFNCJLMH_00017	CDS	918				hypothetical protein
CFNCJLMH_00018	CDS	576				hypothetical protein
CFNCJLMH_00019	CDS	648				hypothetical protein
CFNCJLMH_00020	CDS	549				hypothetical protein
CFNCJLMH_00021	CDS	1272				hypothetical protein
CFNCJLMH_00022	CDS	1563				hypothetical protein
CFNCJLMH_00023	CDS	879	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
CFNCJLMH_00024	CDS	576	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
CFNCJLMH_00025	CDS	396	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
CFNCJLMH_00026	CDS	564	efp		COG0231	Elongation factor P
CFNCJLMH_00027	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
CFNCJLMH_00028	tRNA	75				tRNA-Leu(caa)
CFNCJLMH_00029	CDS	585	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
CFNCJLMH_00030	CDS	342	nicB	1.17.2.1	COG1529	Nicotinate dehydrogenase subunit B
CFNCJLMH_00031	CDS	1440				hypothetical protein
CFNCJLMH_00032	CDS	357	uvrB		COG0556	UvrABC system protein B
CFNCJLMH_00033	CDS	1005			COG0861	putative membrane protein
CFNCJLMH_00034	CDS	888				hypothetical protein
CFNCJLMH_00035	CDS	321				hypothetical protein
CFNCJLMH_00036	CDS	564	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
CFNCJLMH_00037	CDS	2892	uvrA		COG0178	UvrABC system protein A
CFNCJLMH_00038	CDS	531	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
CFNCJLMH_00039	CDS	1926	uvrC		COG0322	UvrABC system protein C
CFNCJLMH_00040	CDS	864			COG1660	Nucleotide-binding protein
CFNCJLMH_00041	CDS	117				hypothetical protein
CFNCJLMH_00042	CDS	255	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
CFNCJLMH_00043	CDS	756	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
CFNCJLMH_00044	CDS	522	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
CFNCJLMH_00045	CDS	282				hypothetical protein
CFNCJLMH_00046	CDS	504				hypothetical protein
CFNCJLMH_00047	CDS	411				hypothetical protein
CFNCJLMH_00048	CDS	909			COG0531	putative transporter
CFNCJLMH_00049	CDS	852	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
CFNCJLMH_00050	CDS	1347	xylB_1	2.7.1.17		Xylulose kinase
CFNCJLMH_00051	CDS	567	frr		COG0233	Ribosome-recycling factor
CFNCJLMH_00052	CDS	636	pyrH	2.7.4.22	COG0528	Uridylate kinase
