locus_tag	ftype	length_bp	gene	EC_number	COG	product
LPPNPDMA_00001	CDS	456				hypothetical protein
LPPNPDMA_00002	CDS	690				putative protein
LPPNPDMA_00003	CDS	402				hypothetical protein
LPPNPDMA_00004	CDS	1680	nadB	1.4.3.16	COG0029	L-aspartate oxidase
LPPNPDMA_00005	CDS	831	panC	6.3.2.1	COG0414	Pantothenate synthetase
LPPNPDMA_00006	CDS	885				hypothetical protein
LPPNPDMA_00007	CDS	123				hypothetical protein
LPPNPDMA_00008	CDS	1362	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
LPPNPDMA_00009	CDS	720				hypothetical protein
LPPNPDMA_00010	CDS	573	ethR			HTH-type transcriptional regulator EthR
LPPNPDMA_00011	CDS	579				hypothetical protein
LPPNPDMA_00012	CDS	429				hypothetical protein
LPPNPDMA_00013	CDS	519	nrdR		COG1327	Transcriptional repressor NrdR
LPPNPDMA_00014	CDS	708				hypothetical protein
LPPNPDMA_00015	CDS	300				hypothetical protein
LPPNPDMA_00016	CDS	696	lexA	3.4.21.88	COG1974	LexA repressor
LPPNPDMA_00017	CDS	594	dinG	3.6.4.12	COG1199	putative ATP-dependent helicase DinG 
LPPNPDMA_00018	CDS	795	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
LPPNPDMA_00019	CDS	840				hypothetical protein
LPPNPDMA_00020	CDS	447				hypothetical protein
LPPNPDMA_00021	CDS	2235	uvrD1	3.6.4.12	COG0210	ATP-dependent DNA helicase UvrD1
LPPNPDMA_00022	CDS	1080		1.1.1.38		NAD-dependent malic enzyme
LPPNPDMA_00023	CDS	792	echA8	4.2.1.17	COG1024	putative enoyl-CoA hydratase echA8
LPPNPDMA_00024	CDS	999	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
LPPNPDMA_00025	CDS	204				hypothetical protein
LPPNPDMA_00026	CDS	1041				hypothetical protein
LPPNPDMA_00027	CDS	750				hypothetical protein
LPPNPDMA_00028	CDS	1188				hypothetical protein
LPPNPDMA_00029	CDS	1473	glmU		COG1207	Bifunctional protein GlmU
LPPNPDMA_00030	CDS	498				hypothetical protein
LPPNPDMA_00031	CDS	231				hypothetical protein
LPPNPDMA_00032	CDS	876	cutM_1	1.2.5.3		Carbon monoxide dehydrogenase medium chain
LPPNPDMA_00033	CDS	534	cutS_1	1.2.5.3		Carbon monoxide dehydrogenase small chain
LPPNPDMA_00034	CDS	1590				hypothetical protein
LPPNPDMA_00035	CDS	450				hypothetical protein
LPPNPDMA_00036	CDS	1320	iscS	2.8.1.7	COG1104	IscS-like cysteine desulfurase
LPPNPDMA_00037	CDS	960	etfA		COG2025	Electron transfer flavoprotein subunit alpha
LPPNPDMA_00038	CDS	780	etfB		COG2086	Electron transfer flavoprotein subunit beta
LPPNPDMA_00039	CDS	834		2.1.1.-		putative S-adenosylmethionine-dependent methyltransferase/MSMEI_2290
LPPNPDMA_00040	CDS	1527		2.4.1.18	COG1543	putative 1,4-alpha-glucan branching enzyme
LPPNPDMA_00041	CDS	789	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
LPPNPDMA_00042	CDS	1206		2.4.1.11	COG0438	Glycogen synthase
LPPNPDMA_00043	CDS	672	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
LPPNPDMA_00044	CDS	1380				hypothetical protein
LPPNPDMA_00045	CDS	585	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
