locus_tag	ftype	length_bp	gene	EC_number	COG	product
JJECMHLN_00001	CDS	456				hypothetical protein
JJECMHLN_00002	CDS	759	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
JJECMHLN_00003	CDS	450				hypothetical protein
JJECMHLN_00004	CDS	564				hypothetical protein
JJECMHLN_00005	CDS	867	carH_1			HTH-type transcriptional repressor CarH
JJECMHLN_00006	CDS	504				hypothetical protein
JJECMHLN_00007	CDS	927				hypothetical protein
JJECMHLN_00008	CDS	429				hypothetical protein
JJECMHLN_00009	CDS	990				hypothetical protein
JJECMHLN_00010	CDS	207				hypothetical protein
JJECMHLN_00011	CDS	1734	sglT_1			Sodium/glucose cotransporter
JJECMHLN_00012	CDS	1050	galK_1	2.7.1.6	COG0153	Galactokinase
JJECMHLN_00013	CDS	927	speB	3.5.3.11	COG0010	Agmatinase
JJECMHLN_00014	CDS	882				hypothetical protein
JJECMHLN_00015	tRNA	75				tRNA-Met(cat)
JJECMHLN_00016	CDS	333	mutS2	3.1.-.-		Endonuclease MutS2
JJECMHLN_00017	CDS	933	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
JJECMHLN_00018	CDS	1041		3.5.1.93		Glutaryl-7-aminocephalosporanic-acid acylase
JJECMHLN_00019	CDS	954				hypothetical protein
JJECMHLN_00020	CDS	462				hypothetical protein
JJECMHLN_00021	CDS	708				hypothetical protein
JJECMHLN_00022	CDS	762	yadH		COG0842	Inner membrane transport permease YadH
JJECMHLN_00023	CDS	924	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
JJECMHLN_00024	CDS	336				hypothetical protein
JJECMHLN_00025	CDS	891	ftsY		COG0552	Signal recognition particle receptor FtsY
JJECMHLN_00026	CDS	567				hypothetical protein
JJECMHLN_00027	CDS	1317	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
JJECMHLN_00028	CDS	1275	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
JJECMHLN_00029	CDS	1029	rfaQ	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
JJECMHLN_00030	CDS	990	sdsA	2.5.1.84		All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)
JJECMHLN_00031	CDS	729	tatC		COG0805	Sec-independent protein translocase protein TatC
JJECMHLN_00032	CDS	942	argK	3.6.5.-	COG1703	GTPase ArgK
JJECMHLN_00033	CDS	681	crp		COG0664	CRP-like cAMP-activated global transcriptional regulator
JJECMHLN_00034	CDS	258	rpsT		COG0268	30S ribosomal protein S20
JJECMHLN_00035	CDS	1470	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
JJECMHLN_00036	CDS	1119	nqo4	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
JJECMHLN_00037	CDS	501	ndhJ	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
JJECMHLN_00038	CDS	492	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
JJECMHLN_00039	CDS	429	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic
JJECMHLN_00040	CDS	900	fadM	1.5.5.2		Proline dehydrogenase 1
JJECMHLN_00041	CDS	399	yccU		COG1832	putative protein YccU
JJECMHLN_00042	CDS	1209				hypothetical protein
JJECMHLN_00043	CDS	897	nadK	2.7.1.23	COG0061	NAD kinase
JJECMHLN_00044	CDS	231	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JJECMHLN_00045	CDS	1212	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JJECMHLN_00046	CDS	861				hypothetical protein
JJECMHLN_00047	CDS	288	hup			DNA-binding protein HU
JJECMHLN_00048	CDS	891				hypothetical protein
JJECMHLN_00049	CDS	1614				hypothetical protein
JJECMHLN_00050	CDS	357	hldE_1		COG2870	Bifunctional protein HldE
JJECMHLN_00051	CDS	1422	topA	5.6.2.1	COG0550	DNA topoisomerase 1
JJECMHLN_00052	CDS	171				hypothetical protein
JJECMHLN_00053	CDS	1083				hypothetical protein
JJECMHLN_00054	CDS	1095	thrC	4.2.3.1	COG0498	Threonine synthase
JJECMHLN_00055	CDS	927				hypothetical protein
JJECMHLN_00056	CDS	1470		3.1.6.-	COG3119	N-acetylglucosamine-6-O-sulfatase
JJECMHLN_00057	CDS	1965				hypothetical protein
JJECMHLN_00058	CDS	714				hypothetical protein
JJECMHLN_00059	CDS	1722	tolB_1			Tol-Pal system protein TolB
JJECMHLN_00060	CDS	171				hypothetical protein
JJECMHLN_00061	CDS	486	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
JJECMHLN_00062	CDS	408				hypothetical protein
JJECMHLN_00063	CDS	99				hypothetical protein
JJECMHLN_00064	CDS	225	grxC		COG0695	Glutaredoxin 3
JJECMHLN_00065	CDS	894	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
JJECMHLN_00066	CDS	336	ftsL			Cell division protein FtsL
JJECMHLN_00067	CDS	1968	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
JJECMHLN_00068	CDS	1452	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
JJECMHLN_00069	CDS	1341	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
JJECMHLN_00070	CDS	1104	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
