locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFJMLBNO_00001	CDS	510				hypothetical protein
HFJMLBNO_00002	CDS	378				hypothetical protein
HFJMLBNO_00003	CDS	342				hypothetical protein
HFJMLBNO_00004	CDS	771		2.4.2.1	COG2820	Purine nucleoside phosphorylase
HFJMLBNO_00005	CDS	501		2.7.1.40	COG0469	Pyruvate kinase
HFJMLBNO_00006	CDS	300				hypothetical protein
HFJMLBNO_00007	CDS	768	serS	6.1.1.11	COG0172	Serine--tRNA ligase
HFJMLBNO_00008	CDS	555				hypothetical protein
HFJMLBNO_00009	CDS	459	tadA	3.5.4.33		tRNA-specific adenosine deaminase
HFJMLBNO_00010	tRNA	90				tRNA-Ser(gga)
HFJMLBNO_00011	tRNA	87				tRNA-Ser(tga)
HFJMLBNO_00012	CDS	1146				hypothetical protein
HFJMLBNO_00013	CDS	309	hcaC_1			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
HFJMLBNO_00014	CDS	192		2.7.7.1		Nicotinamide-nucleotide adenylyltransferase
HFJMLBNO_00015	CDS	1143	phnW	2.6.1.37		2-aminoethylphosphonate--pyruvate transaminase
HFJMLBNO_00016	CDS	195				hypothetical protein
HFJMLBNO_00017	CDS	435				hypothetical protein
HFJMLBNO_00018	CDS	1116				hypothetical protein
HFJMLBNO_00019	CDS	801				hypothetical protein
HFJMLBNO_00020	CDS	384				hypothetical protein
HFJMLBNO_00021	CDS	1086	dnaJ_1			Chaperone protein DnaJ
HFJMLBNO_00022	CDS	501	grpE_1		COG0576	Protein GrpE
HFJMLBNO_00023	CDS	1809	dnaK_1			Chaperone protein DnaK
HFJMLBNO_00024	CDS	423	hacA_1	4.2.1.114	COG0065	Methanogen homoaconitase large subunit
HFJMLBNO_00025	CDS	588	leuD_1	4.2.1.33		3-isopropylmalate dehydratase small subunit
HFJMLBNO_00026	CDS	1104	ald_1	1.4.1.1	COG0686	Alanine dehydrogenase
HFJMLBNO_00027	CDS	1116				hypothetical protein
HFJMLBNO_00028	CDS	1548				hypothetical protein
HFJMLBNO_00029	CDS	780				hypothetical protein
HFJMLBNO_00030	CDS	1326				hypothetical protein
HFJMLBNO_00031	CDS	1038				hypothetical protein
HFJMLBNO_00032	CDS	1146				hypothetical protein
