locus_tag	ftype	length_bp	gene	EC_number	COG	product
NDMOHFEP_00001	CDS	405				hypothetical protein
NDMOHFEP_00002	CDS	1305	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NDMOHFEP_00003	CDS	669				hypothetical protein
NDMOHFEP_00004	tRNA	74				tRNA-Glu(ctc)
NDMOHFEP_00005	tRNA	73				tRNA-Gln(ctg)
NDMOHFEP_00006	CDS	393				hypothetical protein
NDMOHFEP_00007	CDS	645	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NDMOHFEP_00008	CDS	1020				hypothetical protein
NDMOHFEP_00009	CDS	1104	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
NDMOHFEP_00010	CDS	993	gpsA2	1.1.1.94	COG0240	putative glycerol-3-phosphate dehydrogenase 2 [NAD(P)+]
NDMOHFEP_00011	CDS	558	fbiD	2.7.7.68		Phosphoenolpyruvate guanylyltransferase
NDMOHFEP_00012	CDS	729	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
NDMOHFEP_00013	CDS	1008	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
NDMOHFEP_00014	CDS	1401	lysS	6.1.1.6		Lysine--tRNA ligase
NDMOHFEP_00015	CDS	381	panC	6.3.2.1	COG0414	Pantothenate synthetase
NDMOHFEP_00016	CDS	978	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
NDMOHFEP_00017	CDS	615				hypothetical protein
NDMOHFEP_00018	CDS	369				hypothetical protein
NDMOHFEP_00019	CDS	531				hypothetical protein
NDMOHFEP_00020	CDS	831		4.2.1.150	COG1024	Crotonyl-CoA hydratase
NDMOHFEP_00021	CDS	630				hypothetical protein
NDMOHFEP_00022	CDS	1743				hypothetical protein
NDMOHFEP_00023	CDS	1242		1.3.99.-		Acyl-CoA dehydrogenase FadE34
NDMOHFEP_00024	CDS	1179	fadA5_1	2.3.1.16		Steroid 3-ketoacyl-CoA thiolase
NDMOHFEP_00025	CDS	414				hypothetical protein
NDMOHFEP_00026	CDS	498				hypothetical protein
NDMOHFEP_00027	CDS	1002	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
NDMOHFEP_00028	CDS	807		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
NDMOHFEP_00029	CDS	777	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
NDMOHFEP_00030	CDS	1269	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
