locus_tag	ftype	length_bp	gene	EC_number	COG	product
PFDDNKHH_00001	CDS	345	rplU_1		COG0261	50S ribosomal protein L21
PFDDNKHH_00002	CDS	264	rpmA_1		COG0211	50S ribosomal protein L27
PFDDNKHH_00003	CDS	684	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
PFDDNKHH_00004	CDS	1077	dhmA	3.8.1.5	COG0596	Haloalkane dehalogenase
PFDDNKHH_00005	CDS	1038				hypothetical protein
PFDDNKHH_00006	CDS	261				hypothetical protein
PFDDNKHH_00007	CDS	1233		1.3.99.-		Acyl-CoA dehydrogenase FadE34
PFDDNKHH_00008	CDS	546				hypothetical protein
PFDDNKHH_00009	CDS	552	tdk_1	2.7.1.21		Thymidine kinase
PFDDNKHH_00010	CDS	1005	kshA_1	1.14.13.-		putative 3-ketosteroid-9-alpha-monooxygenase, oxygenase component
PFDDNKHH_00011	CDS	765	adc_1	4.1.1.4		acetoacetate decarboxylase
PFDDNKHH_00012	CDS	879	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PFDDNKHH_00013	CDS	282				hypothetical protein
PFDDNKHH_00014	CDS	2529	btuB_1			Vitamin B12 transporter BtuB
PFDDNKHH_00015	CDS	1299	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
PFDDNKHH_00016	CDS	528	cpoB			Cell division coordinator CpoB
PFDDNKHH_00017	tRNA	76				tRNA-Lys(ttt)
PFDDNKHH_00018	CDS	1236				hypothetical protein
PFDDNKHH_00019	CDS	1632	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
PFDDNKHH_00020	CDS	825				hypothetical protein
PFDDNKHH_00021	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
PFDDNKHH_00022	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PFDDNKHH_00023	CDS	993				hypothetical protein
PFDDNKHH_00024	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PFDDNKHH_00025	CDS	438	iscR		COG1959	HTH-type transcriptional regulator IscR
PFDDNKHH_00026	CDS	1224	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
PFDDNKHH_00027	CDS	885	hflC		COG0330	Modulator of FtsH protease HflC
PFDDNKHH_00028	CDS	1218	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PFDDNKHH_00029	CDS	2226				hypothetical protein
PFDDNKHH_00030	CDS	402	nusB		COG0781	Transcription antitermination protein NusB
PFDDNKHH_00031	CDS	459	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PFDDNKHH_00032	CDS	1077	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
PFDDNKHH_00033	CDS	1077	ribD		COG0117	Riboflavin biosynthesis protein RibD
PFDDNKHH_00034	CDS	477	nrdR		COG1327	Transcriptional repressor NrdR
PFDDNKHH_00035	CDS	1275	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
PFDDNKHH_00036	CDS	342	nth	4.2.99.18	COG0177	Endonuclease III
PFDDNKHH_00037	CDS	912		1.6.5.11	COG2070	NADH:quinone reductase
