locus_tag	ftype	length_bp	gene	EC_number	COG	product
KACHHMNN_00001	CDS	651				hypothetical protein
KACHHMNN_00002	CDS	681	merA	1.16.1.1	COG1249	Mercuric reductase
KACHHMNN_00003	CDS	540	nudC_1	3.6.1.22		NADH pyrophosphatase
KACHHMNN_00004	CDS	387				hypothetical protein
KACHHMNN_00005	tRNA	76				tRNA-Phe(gaa)
KACHHMNN_00006	CDS	726	tpa	2.6.1.77	COG0161	Taurine--pyruvate aminotransferase
KACHHMNN_00007	CDS	1440	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
KACHHMNN_00008	CDS	1080	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
KACHHMNN_00009	CDS	1260	miaB_1	2.8.4.3	COG0621	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
KACHHMNN_00010	CDS	969	ybeZ		COG1702	PhoH-like protein
KACHHMNN_00011	CDS	465	ybeY_1	3.1.-.-	COG0319	Endoribonuclease YbeY
KACHHMNN_00012	CDS	867	corC_1		COG4535	Magnesium and cobalt efflux protein CorC
KACHHMNN_00013	CDS	927				hypothetical protein
KACHHMNN_00014	CDS	918	purF_1	2.4.2.14		Amidophosphoribosyltransferase
KACHHMNN_00015	CDS	1959				hypothetical protein
KACHHMNN_00016	CDS	513				hypothetical protein
KACHHMNN_00017	CDS	222				hypothetical protein
KACHHMNN_00018	CDS	243				hypothetical protein
KACHHMNN_00019	CDS	1215				hypothetical protein
KACHHMNN_00020	CDS	1116		4.2.1.171		Cis-3-hydroxy-L-proline dehydratase
KACHHMNN_00021	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
KACHHMNN_00022	CDS	1263	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
KACHHMNN_00023	CDS	420				hypothetical protein
KACHHMNN_00024	CDS	1488				hypothetical protein
KACHHMNN_00025	CDS	714				hypothetical protein
KACHHMNN_00026	CDS	1032				hypothetical protein
KACHHMNN_00027	CDS	753				hypothetical protein
KACHHMNN_00028	CDS	1602			COG0247	putative protein
KACHHMNN_00029	CDS	267				hypothetical protein
KACHHMNN_00030	CDS	1722		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
KACHHMNN_00031	CDS	411				hypothetical protein
