locus_tag	ftype	length_bp	gene	EC_number	COG	product
OJCDDFNI_00001	CDS	159				hypothetical protein
OJCDDFNI_00002	CDS	531				hypothetical protein
OJCDDFNI_00003	CDS	822	purQ	3.5.1.2		Phosphoribosylformylglycinamidine synthase subunit PurQ
OJCDDFNI_00004	CDS	3048	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase subunit PurL
OJCDDFNI_00005	CDS	804	pyrF			Orotidine 5'-phosphate decarboxylase
OJCDDFNI_00006	CDS	231				hypothetical protein
OJCDDFNI_00007	CDS	711				hypothetical protein
OJCDDFNI_00008	CDS	1299	ftsY			Signal recognition particle receptor FtsY
OJCDDFNI_00009	CDS	522	pfdA			Prefoldin subunit alpha
OJCDDFNI_00010	CDS	879				hypothetical protein
OJCDDFNI_00011	CDS	270				hypothetical protein
OJCDDFNI_00012	CDS	1188				hypothetical protein
OJCDDFNI_00013	CDS	759				hypothetical protein
OJCDDFNI_00014	CDS	3969				hypothetical protein
OJCDDFNI_00015	CDS	585	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
OJCDDFNI_00016	CDS	396				hypothetical protein
OJCDDFNI_00017	CDS	534				hypothetical protein
OJCDDFNI_00018	CDS	2160	MCM	3.6.4.12	COG1241	Minichromosome maintenance protein MCM
OJCDDFNI_00019	CDS	717				hypothetical protein
OJCDDFNI_00020	CDS	474				hypothetical protein
OJCDDFNI_00021	CDS	492				hypothetical protein
OJCDDFNI_00022	CDS	228				hypothetical protein
OJCDDFNI_00023	CDS	393				hypothetical protein
OJCDDFNI_00024	CDS	471				hypothetical protein
OJCDDFNI_00025	CDS	618				hypothetical protein
OJCDDFNI_00026	CDS	396	rps8e		COG2007	30S ribosomal protein S8e
OJCDDFNI_00027	CDS	1722				hypothetical protein
OJCDDFNI_00028	CDS	2082				hypothetical protein
OJCDDFNI_00029	CDS	984	galK	2.7.1.6	COG0153	Galactokinase
OJCDDFNI_00030	CDS	381				hypothetical protein
OJCDDFNI_00031	CDS	435				hypothetical protein
OJCDDFNI_00032	CDS	453				hypothetical protein
OJCDDFNI_00033	CDS	534	rnhA	3.1.26.4		Ribonuclease H
OJCDDFNI_00034	CDS	384	gcvH			Glycine cleavage system H protein
OJCDDFNI_00035	CDS	384				hypothetical protein
OJCDDFNI_00036	CDS	585				hypothetical protein
OJCDDFNI_00037	CDS	345				hypothetical protein
OJCDDFNI_00038	CDS	1296				hypothetical protein
OJCDDFNI_00039	CDS	1611	pccB	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
OJCDDFNI_00040	tRNA	85				tRNA-Leu(gag)
OJCDDFNI_00041	CDS	468				hypothetical protein
OJCDDFNI_00042	CDS	594	thrB	2.7.1.39		Homoserine kinase
OJCDDFNI_00043	CDS	2331	ccsA			Cytochrome c biogenesis protein CcsA
OJCDDFNI_00044	CDS	1260		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
OJCDDFNI_00045	CDS	417	aksF	1.1.1.87	COG0473	Homoisocitrate dehydrogenase
OJCDDFNI_00046	CDS	792		6.3.2.36	COG1701	4-phosphopantoate--beta-alanine ligase
OJCDDFNI_00047	CDS	840				hypothetical protein
OJCDDFNI_00048	CDS	258				hypothetical protein
OJCDDFNI_00049	CDS	759				hypothetical protein
OJCDDFNI_00050	CDS	579				hypothetical protein
OJCDDFNI_00051	CDS	531				hypothetical protein
OJCDDFNI_00052	CDS	852				hypothetical protein
OJCDDFNI_00053	CDS	513				hypothetical protein
OJCDDFNI_00054	CDS	1800				hypothetical protein
OJCDDFNI_00055	CDS	1521	mdtD			Putative multidrug resistance protein MdtD
OJCDDFNI_00056	CDS	2190				hypothetical protein
OJCDDFNI_00057	CDS	564				hypothetical protein
OJCDDFNI_00058	CDS	489			COG0102	50S ribosomal protein L13
OJCDDFNI_00059	CDS	447	rps9		COG0103	30S ribosomal protein S9
OJCDDFNI_00060	CDS	207	rpoN	2.7.7.6	COG1644	DNA-directed RNA polymerase subunit N
OJCDDFNI_00061	tRNA	78				tRNA-Pro(ggg)
OJCDDFNI_00062	CDS	2139	ligN	6.5.1.2	COG0272	DNA ligase
OJCDDFNI_00063	CDS	795				hypothetical protein
OJCDDFNI_00064	CDS	1275				hypothetical protein
OJCDDFNI_00065	CDS	816	dinG	3.1.-.-		3'-5' exonuclease DinG
OJCDDFNI_00066	CDS	1185				hypothetical protein
OJCDDFNI_00067	CDS	357				hypothetical protein
OJCDDFNI_00068	CDS	198				hypothetical protein
OJCDDFNI_00069	CDS	858				hypothetical protein
OJCDDFNI_00070	CDS	1128	xerC			Tyrosine recombinase XerC
OJCDDFNI_00071	CDS	438	gshB	6.3.2.3		Glutathione synthetase
OJCDDFNI_00072	CDS	717	rpl2		COG0090	50S ribosomal protein L2
OJCDDFNI_00073	CDS	501			COG0185	30S ribosomal protein S19
OJCDDFNI_00074	CDS	528			COG0091	50S ribosomal protein L22
OJCDDFNI_00075	CDS	798				hypothetical protein
OJCDDFNI_00076	CDS	204			COG0255	50S ribosomal protein L29
OJCDDFNI_00077	CDS	300			COG0023	Protein translation factor SUI1 
OJCDDFNI_00078	CDS	258	rnp1	3.1.26.5	COG1588	Ribonuclease P protein component 1
OJCDDFNI_00079	CDS	333			COG0186	30S ribosomal protein S17
OJCDDFNI_00080	CDS	399			COG0093	50S ribosomal protein L14
