locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDLLNILE_00001	CDS	561				hypothetical protein
JDLLNILE_00002	CDS	663	plsY	2.3.1.275		Glycerol-3-phosphate acyltransferase
JDLLNILE_00003	CDS	1791				hypothetical protein
JDLLNILE_00004	CDS	240				hypothetical protein
JDLLNILE_00005	CDS	1035				Iron-sulfur cluster carrier protein
JDLLNILE_00006	CDS	300				hypothetical protein
JDLLNILE_00007	CDS	762	uppS	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
JDLLNILE_00008	CDS	630				hypothetical protein
JDLLNILE_00009	CDS	1647	malP	2.4.1.1		Maltodextrin phosphorylase
JDLLNILE_00010	CDS	177				hypothetical protein
JDLLNILE_00011	CDS	498				hypothetical protein
JDLLNILE_00012	CDS	732				hypothetical protein
JDLLNILE_00013	CDS	678				hypothetical protein
JDLLNILE_00014	CDS	564	efp			Elongation factor P
JDLLNILE_00015	CDS	459				hypothetical protein
JDLLNILE_00016	CDS	366				hypothetical protein
JDLLNILE_00017	CDS	237			COG0425	Putative sulfur carrier protein/Ta1414
JDLLNILE_00018	CDS	516				hypothetical protein
JDLLNILE_00019	CDS	1158	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
JDLLNILE_00020	CDS	1611	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
JDLLNILE_00021	CDS	2865	napA	1.9.6.1		Periplasmic nitrate reductase
JDLLNILE_00022	CDS	783	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
JDLLNILE_00023	CDS	477				hypothetical protein
JDLLNILE_00024	CDS	1635				hypothetical protein
JDLLNILE_00025	CDS	633	tmk_1	2.7.4.9		Thymidylate kinase
JDLLNILE_00026	CDS	627				hypothetical protein
JDLLNILE_00027	CDS	675	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
JDLLNILE_00028	CDS	249				hypothetical protein
JDLLNILE_00029	CDS	447				hypothetical protein
JDLLNILE_00030	tRNA	85				tRNA-Leu(caa)
JDLLNILE_00031	CDS	1788	menE_1	6.2.1.26		2-succinylbenzoate--CoA ligase
JDLLNILE_00032	CDS	1011	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JDLLNILE_00033	CDS	1029				hypothetical protein
JDLLNILE_00034	CDS	852	ispH	1.17.7.4		4-hydroxy-3-methylbut-2-enyl diphosphate reductase
JDLLNILE_00035	CDS	882	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
JDLLNILE_00036	CDS	603	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
JDLLNILE_00037	CDS	231				hypothetical protein
JDLLNILE_00038	CDS	627				hypothetical protein
JDLLNILE_00039	CDS	1080				hypothetical protein
JDLLNILE_00040	CDS	693			COG1136	putative ABC transporter ATP-binding protein
JDLLNILE_00041	CDS	1176				hypothetical protein
JDLLNILE_00042	CDS	1287				hypothetical protein
JDLLNILE_00043	CDS	759				hypothetical protein
JDLLNILE_00044	CDS	681				hypothetical protein
JDLLNILE_00045	CDS	1191				hypothetical protein
JDLLNILE_00046	CDS	918				hypothetical protein
JDLLNILE_00047	CDS	312				hypothetical protein
JDLLNILE_00048	CDS	486				hypothetical protein
JDLLNILE_00049	CDS	504	ccsA			Cytochrome c biogenesis protein CcsA
JDLLNILE_00050	CDS	144				hypothetical protein
JDLLNILE_00051	CDS	1074				hypothetical protein
JDLLNILE_00052	CDS	1377	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
JDLLNILE_00053	CDS	558	gpt	2.4.2.22		Xanthine phosphoribosyltransferase
JDLLNILE_00054	CDS	879	nagK_1	2.7.1.59		N-acetyl-D-glucosamine kinase
JDLLNILE_00055	CDS	255				hypothetical protein
JDLLNILE_00056	CDS	1800				hypothetical protein
JDLLNILE_00057	CDS	1305				hypothetical protein
JDLLNILE_00058	CDS	366				hypothetical protein
JDLLNILE_00059	CDS	315				hypothetical protein
JDLLNILE_00060	CDS	240				hypothetical protein
JDLLNILE_00061	CDS	357				hypothetical protein
JDLLNILE_00062	CDS	720				hypothetical protein
JDLLNILE_00063	CDS	816				hypothetical protein
JDLLNILE_00064	CDS	1566	hutI	3.5.2.7		Imidazolonepropionase
JDLLNILE_00065	CDS	516	tldD	3.4.-.-	COG0312	Zinc metalloprotease TldD 
JDLLNILE_00066	CDS	1323				hypothetical protein
JDLLNILE_00067	CDS	792	epd_1	1.2.1.72		D-erythrose-4-phosphate dehydrogenase
JDLLNILE_00068	CDS	1005	epd_2	1.2.1.72		D-erythrose-4-phosphate dehydrogenase
JDLLNILE_00069	CDS	150				hypothetical protein
JDLLNILE_00070	CDS	291				hypothetical protein
JDLLNILE_00071	CDS	537				hypothetical protein
JDLLNILE_00072	CDS	540				hypothetical protein
JDLLNILE_00073	CDS	1041				hypothetical protein
JDLLNILE_00074	CDS	603				hypothetical protein
JDLLNILE_00075	CDS	579				hypothetical protein
JDLLNILE_00076	CDS	543				hypothetical protein
JDLLNILE_00077	CDS	1311	sctC			Type 3 secretion system secretin
JDLLNILE_00078	CDS	1272	entS			Enterobactin exporter EntS
JDLLNILE_00079	CDS	621	nudL	3.6.1.-		putative Nudix hydrolase NudL
JDLLNILE_00080	CDS	702				hypothetical protein
JDLLNILE_00081	CDS	1032	hrcA			Heat-inducible transcription repressor HrcA
JDLLNILE_00082	CDS	594	grpE			Protein GrpE
JDLLNILE_00083	CDS	195				hypothetical protein
JDLLNILE_00084	CDS	501				hypothetical protein
JDLLNILE_00085	CDS	438				hypothetical protein
JDLLNILE_00086	CDS	834				hypothetical protein
JDLLNILE_00087	tRNA	74				tRNA-Lys(ttt)
JDLLNILE_00088	CDS	138				hypothetical protein
JDLLNILE_00089	CDS	111				hypothetical protein
JDLLNILE_00090	CDS	231				hypothetical protein
JDLLNILE_00091	CDS	1428	mttB	2.1.1.250		Trimethylamine methyltransferase MttB
JDLLNILE_00092	CDS	708				hypothetical protein
JDLLNILE_00093	CDS	1122				hypothetical protein
JDLLNILE_00094	rRNA	109				5S ribosomal RNA
JDLLNILE_00095	CDS	972	obg	3.6.5.-		GTPase Obg
JDLLNILE_00096	CDS	531				hypothetical protein
JDLLNILE_00097	CDS	1527	hutH	4.3.1.3		Histidine ammonia-lyase
JDLLNILE_00098	CDS	2766	dinG	3.1.-.-		3'-5' exonuclease DinG
JDLLNILE_00099	CDS	216				hypothetical protein
JDLLNILE_00100	CDS	1695				hypothetical protein
JDLLNILE_00101	CDS	342				hypothetical protein
JDLLNILE_00102	CDS	456				Single-stranded DNA-binding protein
JDLLNILE_00103	CDS	702				hypothetical protein
