locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPHHFMIG_00001	CDS	855				hypothetical protein
PPHHFMIG_00002	CDS	489				hypothetical protein
PPHHFMIG_00003	CDS	3000				hypothetical protein
PPHHFMIG_00004	CDS	2478	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PPHHFMIG_00005	CDS	765				hypothetical protein
PPHHFMIG_00006	CDS	966	fcl	1.1.1.271		GDP-L-fucose synthase
PPHHFMIG_00007	CDS	999	gyaR	1.1.1.26	COG1052	Glyoxylate reductase
PPHHFMIG_00008	CDS	1086				hypothetical protein
PPHHFMIG_00009	CDS	906				hypothetical protein
PPHHFMIG_00010	CDS	387	erpA			Iron-sulfur cluster insertion protein ErpA
PPHHFMIG_00011	CDS	738	fdhD			Sulfur carrier protein FdhD
PPHHFMIG_00012	CDS	2286	napA	1.9.6.1		Periplasmic nitrate reductase
PPHHFMIG_00013	CDS	1494				hypothetical protein
PPHHFMIG_00014	CDS	768				hypothetical protein
PPHHFMIG_00015	CDS	558			COG2238	30S ribosomal protein S19e
PPHHFMIG_00016	CDS	264			COG2097	50S ribosomal protein L31e
PPHHFMIG_00017	CDS	195			COG1383	30S ribosomal protein S17e
PPHHFMIG_00018	CDS	759	trmJ	2.1.1.-	COG0565	tRNA (cytidine-2'-O-)-methyltransferase TrmJ
PPHHFMIG_00019	CDS	456				hypothetical protein
PPHHFMIG_00020	CDS	1089	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
PPHHFMIG_00021	CDS	597	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
PPHHFMIG_00022	CDS	576	folE_1	3.5.4.16		GTP cyclohydrolase 1
PPHHFMIG_00023	CDS	174				hypothetical protein
PPHHFMIG_00024	CDS	291				hypothetical protein
PPHHFMIG_00025	CDS	402		5.1.99.1	COG0346	Methylmalonyl-CoA epimerase
PPHHFMIG_00026	CDS	609	icmF_1	5.4.99.13		Fused isobutyryl-CoA mutase
PPHHFMIG_00027	CDS	1635	vat		COG0464	VCP-like ATPase
PPHHFMIG_00028	CDS	243				hypothetical protein
PPHHFMIG_00029	CDS	1644				hypothetical protein
PPHHFMIG_00030	CDS	1491	purF_1	2.4.2.14		Amidophosphoribosyltransferase
PPHHFMIG_00031	CDS	372				hypothetical protein
PPHHFMIG_00032	CDS	558				hypothetical protein
PPHHFMIG_00033	CDS	282			COG1631	50S ribosomal protein L44e
PPHHFMIG_00034	CDS	174			COG2051	30S ribosomal protein S27e
PPHHFMIG_00035	CDS	789	eif2a		COG1093	Translation initiation factor 2 subunit alpha
PPHHFMIG_00036	CDS	213				hypothetical protein
PPHHFMIG_00037	CDS	753				hypothetical protein
