locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFNCJLMH_00001	CDS	792	psuG	4.2.1.70		Pseudouridine-5'-phosphate glycosidase
CFNCJLMH_00002	CDS	1008	RBKS_1	2.7.1.15		Ribokinase
CFNCJLMH_00003	CDS	369				hypothetical protein
CFNCJLMH_00004	CDS	366				hypothetical protein
CFNCJLMH_00005	CDS	354				hypothetical protein
CFNCJLMH_00006	CDS	927				hypothetical protein
CFNCJLMH_00007	CDS	273				hypothetical protein
CFNCJLMH_00008	CDS	876				hypothetical protein
CFNCJLMH_00009	CDS	837				hypothetical protein
CFNCJLMH_00010	CDS	855				hypothetical protein
CFNCJLMH_00011	CDS	309				hypothetical protein
CFNCJLMH_00012	CDS	453	qutE	4.2.1.10		Catabolic 3-dehydroquinase
CFNCJLMH_00013	CDS	792	aroB	4.2.3.4		3-dehydroquinate synthase
CFNCJLMH_00014	CDS	324				hypothetical protein
CFNCJLMH_00015	CDS	579				hypothetical protein
CFNCJLMH_00016	CDS	882				hypothetical protein
CFNCJLMH_00017	CDS	918				hypothetical protein
CFNCJLMH_00018	CDS	576				hypothetical protein
CFNCJLMH_00019	CDS	648				hypothetical protein
CFNCJLMH_00020	CDS	549				hypothetical protein
CFNCJLMH_00021	CDS	1272				hypothetical protein
CFNCJLMH_00022	CDS	1563				hypothetical protein
CFNCJLMH_00023	CDS	879				hypothetical protein
CFNCJLMH_00024	CDS	576	livG_1		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
CFNCJLMH_00025	CDS	396	pepQ_1	3.4.13.9	COG0006	Xaa-Pro dipeptidase
CFNCJLMH_00026	CDS	564	efp			Elongation factor P
CFNCJLMH_00027	CDS	420	nusB			Transcription antitermination protein NusB
CFNCJLMH_00028	tRNA	75				tRNA-Leu(caa)
CFNCJLMH_00029	CDS	585	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
CFNCJLMH_00030	CDS	342				hypothetical protein
CFNCJLMH_00031	CDS	1440				hypothetical protein
CFNCJLMH_00032	CDS	357	uvrB			UvrABC system protein B
CFNCJLMH_00033	CDS	1005				hypothetical protein
CFNCJLMH_00034	CDS	888				hypothetical protein
CFNCJLMH_00035	CDS	321				hypothetical protein
CFNCJLMH_00036	CDS	564	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
CFNCJLMH_00037	CDS	2892	uvrA			UvrABC system protein A
CFNCJLMH_00038	CDS	531	petC	7.1.1.6		Cytochrome b6-f complex iron-sulfur subunit
CFNCJLMH_00039	CDS	1926	uvrC_1			UvrABC system protein C
CFNCJLMH_00040	CDS	864	rapZ			RNase adapter protein RapZ
CFNCJLMH_00041	CDS	117				hypothetical protein
