locus_tag	ftype	length_bp	gene	EC_number	COG	product
MEJIJMNM_00001	CDS	2298	topA	5.6.2.1		DNA topoisomerase 1
MEJIJMNM_00002	CDS	459				hypothetical protein
MEJIJMNM_00003	CDS	252				hypothetical protein
MEJIJMNM_00004	CDS	597	lexA	3.4.21.88		LexA repressor
MEJIJMNM_00005	CDS	99				hypothetical protein
MEJIJMNM_00006	CDS	1239	ycaD_1			putative MFS-type transporter YcaD
MEJIJMNM_00007	CDS	447	psiE			Protein PsiE
MEJIJMNM_00008	CDS	657				hypothetical protein
MEJIJMNM_00009	CDS	990				hypothetical protein
MEJIJMNM_00010	CDS	456				hypothetical protein
MEJIJMNM_00011	CDS	405				hypothetical protein
MEJIJMNM_00012	CDS	615				hypothetical protein
MEJIJMNM_00013	CDS	702				hypothetical protein
MEJIJMNM_00014	CDS	792				hypothetical protein
MEJIJMNM_00015	CDS	663				hypothetical protein
MEJIJMNM_00016	CDS	993	gcvT_1	2.1.2.10	COG0404	putative aminomethyltransferase
MEJIJMNM_00017	CDS	657				hypothetical protein
MEJIJMNM_00018	CDS	564				hypothetical protein
MEJIJMNM_00019	CDS	1698				hypothetical protein
MEJIJMNM_00020	CDS	591				hypothetical protein
MEJIJMNM_00021	CDS	1083	dhmA_1	3.8.1.5		Haloalkane dehalogenase
MEJIJMNM_00022	CDS	417				hypothetical protein
MEJIJMNM_00023	CDS	294				hypothetical protein
MEJIJMNM_00024	CDS	1530				hypothetical protein
MEJIJMNM_00025	CDS	756	nhaB			Na(+)/H(+) antiporter NhaB
MEJIJMNM_00026	CDS	732	dinG_1	3.1.-.-		3'-5' exonuclease DinG
MEJIJMNM_00027	CDS	447	rnhA	3.1.26.4		Ribonuclease H
MEJIJMNM_00028	CDS	813				hypothetical protein
MEJIJMNM_00029	CDS	864	atpG			ATP synthase gamma chain
MEJIJMNM_00030	CDS	468	atpA	7.1.2.2		ATP synthase subunit alpha
MEJIJMNM_00031	CDS	1620	egtB	1.14.99.50		Hercynine oxygenase
MEJIJMNM_00032	CDS	1821	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MEJIJMNM_00033	CDS	408	tolR_1			Tol-Pal system protein TolR
MEJIJMNM_00034	CDS	624	tolQ_1			Tol-Pal system protein TolQ
MEJIJMNM_00035	CDS	2310				hypothetical protein
MEJIJMNM_00036	CDS	213				hypothetical protein
MEJIJMNM_00037	CDS	732				hypothetical protein
MEJIJMNM_00038	CDS	885	aroB_1	4.2.3.4		3-dehydroquinate synthase
MEJIJMNM_00039	CDS	1158				hypothetical protein
MEJIJMNM_00040	CDS	408	bpt	2.3.2.29		Aspartate/glutamate leucyltransferase
MEJIJMNM_00041	CDS	219	infA			Translation initiation factor IF-1
MEJIJMNM_00042	CDS	711				hypothetical protein
MEJIJMNM_00043	CDS	372	glmU	2.7.7.23		Bifunctional protein GlmU
MEJIJMNM_00044	CDS	1821	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
MEJIJMNM_00045	CDS	675				hypothetical protein
MEJIJMNM_00046	CDS	810				hypothetical protein
MEJIJMNM_00047	CDS	267				hypothetical protein
MEJIJMNM_00048	CDS	228				hypothetical protein
MEJIJMNM_00049	CDS	1149	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
MEJIJMNM_00050	CDS	489				hypothetical protein
MEJIJMNM_00051	CDS	804				hypothetical protein
MEJIJMNM_00052	CDS	888				hypothetical protein
MEJIJMNM_00053	CDS	2886				hypothetical protein
MEJIJMNM_00054	CDS	321				hypothetical protein
MEJIJMNM_00055	CDS	339				hypothetical protein
MEJIJMNM_00056	CDS	1347	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
MEJIJMNM_00057	CDS	687				hypothetical protein
MEJIJMNM_00058	CDS	1095				hypothetical protein
MEJIJMNM_00059	CDS	135				hypothetical protein
MEJIJMNM_00060	CDS	162				hypothetical protein
MEJIJMNM_00061	CDS	438				hypothetical protein
MEJIJMNM_00062	CDS	771				hypothetical protein
MEJIJMNM_00063	CDS	408				hypothetical protein
MEJIJMNM_00064	CDS	489	secD			Protein translocase subunit SecD
MEJIJMNM_00065	CDS	915	secF			Protein-export membrane protein SecF
MEJIJMNM_00066	CDS	738	fbpA	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase
