locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEPHFLLD_00001	CDS	348	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
JEPHFLLD_00002	CDS	921	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
JEPHFLLD_00003	CDS	207				hypothetical protein
JEPHFLLD_00004	CDS	240				hypothetical protein
JEPHFLLD_00005	CDS	663	allA	4.3.2.3		Ureidoglycolate lyase
JEPHFLLD_00006	CDS	522				hypothetical protein
JEPHFLLD_00007	CDS	1665	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JEPHFLLD_00008	CDS	315				hypothetical protein
JEPHFLLD_00009	CDS	231				hypothetical protein
JEPHFLLD_00010	CDS	525				hypothetical protein
JEPHFLLD_00011	CDS	600				hypothetical protein
JEPHFLLD_00012	CDS	891	prmB	2.1.1.298	COG2890	50S ribosomal protein L3 glutamine methyltransferase
JEPHFLLD_00013	CDS	576	norV			Anaerobic nitric oxide reductase flavorubredoxin
JEPHFLLD_00014	CDS	276				hypothetical protein
JEPHFLLD_00015	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
JEPHFLLD_00016	CDS	459				hypothetical protein
JEPHFLLD_00017	CDS	1668	betA_1	1.1.99.1	COG2303	Oxygen-dependent choline dehydrogenase
JEPHFLLD_00018	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
JEPHFLLD_00019	CDS	336				hypothetical protein
JEPHFLLD_00020	CDS	717				hypothetical protein
JEPHFLLD_00021	CDS	402	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
JEPHFLLD_00022	CDS	342				hypothetical protein
JEPHFLLD_00023	CDS	594		3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
JEPHFLLD_00024	CDS	156				hypothetical protein
JEPHFLLD_00025	CDS	537				hypothetical protein
JEPHFLLD_00026	CDS	1287	chlN	1.3.7.7	COG2710	Light-independent protochlorophyllide reductase subunit N
JEPHFLLD_00027	CDS	798	dadA1	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
JEPHFLLD_00028	CDS	1209	argE_1	3.5.1.16	COG0624	Acetylornithine deacetylase
JEPHFLLD_00029	CDS	375				hypothetical protein
JEPHFLLD_00030	CDS	792				hypothetical protein
JEPHFLLD_00031	CDS	987				hypothetical protein
JEPHFLLD_00032	CDS	609	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
JEPHFLLD_00033	CDS	858	panC	6.3.2.1	COG0414	Pantothenate synthetase
JEPHFLLD_00034	CDS	507				hypothetical protein
JEPHFLLD_00035	CDS	1716	argS	6.1.1.19		Arginine--tRNA ligase
JEPHFLLD_00036	CDS	801				hypothetical protein
JEPHFLLD_00037	CDS	486	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
JEPHFLLD_00038	CDS	528		3.6.1.-	COG0494	Nudix hydrolase
JEPHFLLD_00039	CDS	1044	betA_2	1.1.99.1		Oxygen-dependent choline dehydrogenase
JEPHFLLD_00040	CDS	171				hypothetical protein
JEPHFLLD_00041	CDS	294				hypothetical protein
JEPHFLLD_00042	CDS	183				hypothetical protein
JEPHFLLD_00043	CDS	654				hypothetical protein
JEPHFLLD_00044	CDS	192				hypothetical protein
JEPHFLLD_00045	CDS	3327	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
JEPHFLLD_00046	CDS	1773	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
JEPHFLLD_00047	CDS	216				hypothetical protein
JEPHFLLD_00048	CDS	588				hypothetical protein
JEPHFLLD_00049	CDS	765	phnC	7.3.2.1	COG3638	Phosphate-import ATP-binding protein PhnC
JEPHFLLD_00050	CDS	867	corC		COG4535	Magnesium and cobalt efflux protein CorC
JEPHFLLD_00051	CDS	465	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
JEPHFLLD_00052	CDS	1215	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
JEPHFLLD_00053	CDS	750	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JEPHFLLD_00054	CDS	357				hypothetical protein
JEPHFLLD_00055	CDS	1293	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
JEPHFLLD_00056	CDS	993	doeB	3.5.1.125	COG3608	N-alpha-acetyl-L-2,4-diaminobutyric acid deacetylase
