locus_tag	ftype	length_bp	gene	EC_number	COG	product
BADAPBHC_00001	CDS	366	yhaI_1		COG3152	Inner membrane protein YhaI
BADAPBHC_00002	CDS	1173				hypothetical protein
BADAPBHC_00003	CDS	684	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
BADAPBHC_00004	CDS	258				hypothetical protein
BADAPBHC_00005	CDS	1092				hypothetical protein
BADAPBHC_00006	CDS	495	bbsF_1	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
BADAPBHC_00007	CDS	915	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
BADAPBHC_00008	CDS	528				hypothetical protein
BADAPBHC_00009	CDS	567				hypothetical protein
BADAPBHC_00010	CDS	375	fkbP	5.2.1.8		FK506-binding protein
BADAPBHC_00011	CDS	996	ephA_1	3.3.2.10		Epoxide hydrolase A
BADAPBHC_00012	CDS	951		1.1.1.-	COG1028	Putative short-chain type dehydrogenase/reductase
BADAPBHC_00013	CDS	903				hypothetical protein
BADAPBHC_00014	CDS	672	secA		COG0653	Protein translocase subunit SecA
BADAPBHC_00015	CDS	1116	prfB		COG1186	Peptide chain release factor 2
BADAPBHC_00016	CDS	237				hypothetical protein
BADAPBHC_00017	CDS	1365	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
BADAPBHC_00018	CDS	711	arnC_1	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
BADAPBHC_00019	CDS	696	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
BADAPBHC_00020	CDS	165				hypothetical protein
BADAPBHC_00021	CDS	771				hypothetical protein
BADAPBHC_00022	CDS	1266	menJ	1.3.99.38	COG0644	Menaquinone reductase
BADAPBHC_00023	CDS	669		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
BADAPBHC_00024	CDS	753				hypothetical protein
BADAPBHC_00025	CDS	897	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
BADAPBHC_00026	CDS	174				hypothetical protein
BADAPBHC_00027	CDS	1665	fadK	6.2.1.-	COG0318	Medium-chain fatty-acid--CoA ligase
BADAPBHC_00028	CDS	984				hypothetical protein
BADAPBHC_00029	CDS	525		2.3.1.-	COG1670	Acetyltransferase
BADAPBHC_00030	CDS	369				hypothetical protein
BADAPBHC_00031	CDS	819	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
BADAPBHC_00032	CDS	738	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
BADAPBHC_00033	CDS	315	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
BADAPBHC_00034	CDS	447	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
BADAPBHC_00035	CDS	1437	purB	4.3.2.2		Adenylosuccinate lyase
BADAPBHC_00036	CDS	399	bbsF_2	2.8.3.15		Succinyl-CoA:(R)-benzylsuccinate CoA-transferase subunit BbsF
BADAPBHC_00037	CDS	2097				hypothetical protein
BADAPBHC_00038	CDS	1488	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
BADAPBHC_00039	CDS	1152				hypothetical protein
BADAPBHC_00040	CDS	393				hypothetical protein
BADAPBHC_00041	CDS	306				hypothetical protein
BADAPBHC_00042	CDS	681				hypothetical protein
BADAPBHC_00043	CDS	528				hypothetical protein
BADAPBHC_00044	CDS	777		2.7.7.-	COG0617	CC-adding tRNA nucleotidyltransferase
BADAPBHC_00045	CDS	438				hypothetical protein
BADAPBHC_00046	CDS	837				hypothetical protein
