locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKNADLJJ_00001	CDS	384	dksA			RNA polymerase-binding transcription factor DksA
DKNADLJJ_00002	CDS	219	nusG			Transcription termination/antitermination protein NusG
DKNADLJJ_00003	CDS	438			COG0080	50S ribosomal protein L11
DKNADLJJ_00004	CDS	690	rpl1_1		COG0081	50S ribosomal protein L1
DKNADLJJ_00005	CDS	339				hypothetical protein
DKNADLJJ_00006	CDS	216				hypothetical protein
DKNADLJJ_00007	CDS	261				hypothetical protein
DKNADLJJ_00008	CDS	651	pcm	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
DKNADLJJ_00009	CDS	1284				hypothetical protein
DKNADLJJ_00010	CDS	1191	odhA	1.2.4.2		2-oxoglutarate dehydrogenase E1 component
DKNADLJJ_00011	CDS	141				hypothetical protein
DKNADLJJ_00012	CDS	624	mobA	2.7.7.77		Molybdenum cofactor guanylyltransferase
DKNADLJJ_00013	CDS	657	fdhD			Sulfur carrier protein FdhD
DKNADLJJ_00014	tRNA	75				tRNA-Met(cat)
DKNADLJJ_00015	CDS	384				hypothetical protein
DKNADLJJ_00016	CDS	828	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
DKNADLJJ_00017	CDS	345				hypothetical protein
DKNADLJJ_00018	CDS	513				hypothetical protein
DKNADLJJ_00019	CDS	684				hypothetical protein
DKNADLJJ_00020	CDS	1008				hypothetical protein
DKNADLJJ_00021	CDS	798				hypothetical protein
DKNADLJJ_00022	CDS	402				hypothetical protein
DKNADLJJ_00023	tRNA	87				tRNA-Leu(taa)
DKNADLJJ_00024	tRNA	74				tRNA-Gly(gcc)
DKNADLJJ_00025	CDS	939	mutS			DNA mismatch repair protein MutS
DKNADLJJ_00026	CDS	945	COQ3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
DKNADLJJ_00027	CDS	177				hypothetical protein
DKNADLJJ_00028	CDS	474	ureE			Urease accessory protein UreE
DKNADLJJ_00029	CDS	306	ureA	3.5.1.5		Urease subunit gamma
DKNADLJJ_00030	CDS	369	ureB	3.5.1.5		Urease subunit beta
DKNADLJJ_00031	CDS	471				hypothetical protein
DKNADLJJ_00032	CDS	468				hypothetical protein
DKNADLJJ_00033	CDS	1071				hypothetical protein
DKNADLJJ_00034	CDS	1500				hypothetical protein
DKNADLJJ_00035	CDS	573	gmk	2.7.4.8		Guanylate kinase
DKNADLJJ_00036	CDS	954				hypothetical protein
DKNADLJJ_00037	CDS	693				hypothetical protein
DKNADLJJ_00038	CDS	483				hypothetical protein
DKNADLJJ_00039	CDS	711				hypothetical protein
DKNADLJJ_00040	CDS	1491				hypothetical protein
DKNADLJJ_00041	CDS	609	ctaA	1.3.-.-		Heme A synthase
DKNADLJJ_00042	CDS	897	cca	2.7.7.72		Multifunctional CCA protein
DKNADLJJ_00043	CDS	756	rlmN	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
DKNADLJJ_00044	CDS	822				hypothetical protein
DKNADLJJ_00045	CDS	603	pdxH	1.4.3.5		Pyridoxine/pyridoxamine 5'-phosphate oxidase
DKNADLJJ_00046	CDS	456	hldE	2.7.7.70		Bifunctional protein HldE
DKNADLJJ_00047	CDS	909	dnaA			Chromosomal replication initiator protein DnaA
DKNADLJJ_00048	CDS	573				hypothetical protein
DKNADLJJ_00049	CDS	183				hypothetical protein
DKNADLJJ_00050	CDS	228				hypothetical protein
DKNADLJJ_00051	CDS	201				hypothetical protein
DKNADLJJ_00052	CDS	996	purR			HTH-type transcriptional repressor PurR
DKNADLJJ_00053	CDS	1128				hypothetical protein
DKNADLJJ_00054	CDS	105				hypothetical protein
DKNADLJJ_00055	CDS	1134	metXA_1	2.3.1.31	COG0517	Homoserine O-acetyltransferase
DKNADLJJ_00056	CDS	597				hypothetical protein
DKNADLJJ_00057	CDS	720	gloB	3.1.2.6		Hydroxyacylglutathione hydrolase
DKNADLJJ_00058	CDS	402				hypothetical protein
DKNADLJJ_00059	CDS	255				hypothetical protein
DKNADLJJ_00060	CDS	1335				hypothetical protein
DKNADLJJ_00061	CDS	471	msrB_1	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
DKNADLJJ_00062	CDS	381	msrB_2	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
DKNADLJJ_00063	CDS	219				hypothetical protein
DKNADLJJ_00064	CDS	903				hypothetical protein
