locus_tag	ftype	length_bp	gene	EC_number	COG	product
PFDDNKHH_00001	CDS	345				hypothetical protein
PFDDNKHH_00002	CDS	264				hypothetical protein
PFDDNKHH_00003	CDS	684				hypothetical protein
PFDDNKHH_00004	CDS	1077	dhmA	3.8.1.5		Haloalkane dehalogenase
PFDDNKHH_00005	CDS	1038				hypothetical protein
PFDDNKHH_00006	CDS	261				hypothetical protein
PFDDNKHH_00007	CDS	1233	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
PFDDNKHH_00008	CDS	546				hypothetical protein
PFDDNKHH_00009	CDS	552	tdk_1	2.7.1.21		Thymidine kinase
PFDDNKHH_00010	CDS	1005				hypothetical protein
PFDDNKHH_00011	CDS	765	adc_1	4.1.1.4		acetoacetate decarboxylase
PFDDNKHH_00012	CDS	879	hcaB_1	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
PFDDNKHH_00013	CDS	282				hypothetical protein
PFDDNKHH_00014	CDS	2529	btuB_1			Vitamin B12 transporter BtuB
PFDDNKHH_00015	CDS	1299	pepQ	3.4.13.9		Xaa-Pro dipeptidase
PFDDNKHH_00016	CDS	528	cpoB			Cell division coordinator CpoB
PFDDNKHH_00017	tRNA	76				tRNA-Lys(ttt)
PFDDNKHH_00018	CDS	1236				hypothetical protein
PFDDNKHH_00019	CDS	1632	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
PFDDNKHH_00020	CDS	825				hypothetical protein
PFDDNKHH_00021	CDS	471		1.11.1.15		Peroxiredoxin
PFDDNKHH_00022	CDS	903	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
PFDDNKHH_00023	CDS	993				hypothetical protein
PFDDNKHH_00024	CDS	720	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PFDDNKHH_00025	CDS	438	iscR			HTH-type transcriptional regulator IscR
PFDDNKHH_00026	CDS	1224	iscS2	2.8.1.7	COG1104	Cysteine desulfurase IscS 2
PFDDNKHH_00027	CDS	885				hypothetical protein
PFDDNKHH_00028	CDS	1218	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PFDDNKHH_00029	CDS	2226				hypothetical protein
PFDDNKHH_00030	CDS	402	nusB			Transcription antitermination protein NusB
PFDDNKHH_00031	CDS	459	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
PFDDNKHH_00032	CDS	1077	ribBA	3.5.4.25		Riboflavin biosynthesis protein RibBA
PFDDNKHH_00033	CDS	1077	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
PFDDNKHH_00034	CDS	477	nrdR			Transcriptional repressor NrdR
PFDDNKHH_00035	CDS	1275	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
PFDDNKHH_00036	CDS	342	nth_1	4.2.99.18		Endonuclease III
PFDDNKHH_00037	CDS	912				hypothetical protein
PFDDNKHH_00038	CDS	1278	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
PFDDNKHH_00039	CDS	621	clpP	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
PFDDNKHH_00040	CDS	1299	tig	5.2.1.8		Trigger factor
PFDDNKHH_00041	tRNA	77				tRNA-His(gtg)
PFDDNKHH_00042	tRNA	76				tRNA-Ala(ggc)
PFDDNKHH_00043	CDS	1359				hypothetical protein
PFDDNKHH_00044	CDS	927	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
PFDDNKHH_00045	CDS	486	def	3.5.1.88		Peptide deformylase
PFDDNKHH_00046	CDS	480	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
PFDDNKHH_00047	CDS	558	tsaC	2.7.7.87		Threonylcarbamoyl-AMP synthase
PFDDNKHH_00048	CDS	915	hemF	1.3.3.3		Oxygen-dependent coproporphyrinogen-III oxidase
PFDDNKHH_00049	CDS	789	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
PFDDNKHH_00050	CDS	1149				hypothetical protein
PFDDNKHH_00051	CDS	1584	coxA2	1.9.3.1	COG0843	Cytochrome c oxidase polypeptide 1
PFDDNKHH_00052	CDS	582	ctaG			Cytochrome c oxidase assembly protein CtaG
PFDDNKHH_00053	CDS	906				hypothetical protein
PFDDNKHH_00054	CDS	213				hypothetical protein
PFDDNKHH_00055	CDS	696				hypothetical protein
PFDDNKHH_00056	CDS	543				hypothetical protein
PFDDNKHH_00057	CDS	972	ctaA	1.3.-.-		Heme A synthase
PFDDNKHH_00058	CDS	810	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
PFDDNKHH_00059	CDS	657				hypothetical protein
PFDDNKHH_00060	CDS	915				hypothetical protein
PFDDNKHH_00061	CDS	999		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
PFDDNKHH_00062	CDS	1527	gshA	6.3.2.2		Glutamate--cysteine ligase
PFDDNKHH_00063	CDS	936	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
PFDDNKHH_00064	CDS	792	tatD	3.1.13.-		3'-5' ssDNA/RNA exonuclease TatD
PFDDNKHH_00065	CDS	843				hypothetical protein
PFDDNKHH_00066	CDS	1599	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
PFDDNKHH_00067	CDS	1416		3.5.1.4	COG0154	Amidase
PFDDNKHH_00068	CDS	417				hypothetical protein
PFDDNKHH_00069	CDS	408				hypothetical protein
PFDDNKHH_00070	CDS	1137	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
PFDDNKHH_00071	CDS	735	map	3.4.11.18	COG0024	Methionine aminopeptidase
PFDDNKHH_00072	CDS	2505	glnD	2.7.7.59		Bifunctional uridylyltransferase/uridylyl-removing enzyme
PFDDNKHH_00073	CDS	1008	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PFDDNKHH_00074	CDS	1125		3.-.-.-	COG0624	putative metallohydrolase
PFDDNKHH_00075	CDS	1476	dtpB			Dipeptide and tripeptide permease B
PFDDNKHH_00076	CDS	411				hypothetical protein
PFDDNKHH_00077	CDS	831				hypothetical protein
PFDDNKHH_00078	CDS	1131				hypothetical protein
PFDDNKHH_00079	CDS	441				hypothetical protein
PFDDNKHH_00080	CDS	231	acpP			Acyl carrier protein
PFDDNKHH_00081	CDS	156				hypothetical protein
PFDDNKHH_00082	CDS	153				hypothetical protein
PFDDNKHH_00083	CDS	159				hypothetical protein
PFDDNKHH_00084	CDS	381				hypothetical protein
PFDDNKHH_00085	CDS	351				hypothetical protein
PFDDNKHH_00086	CDS	279				hypothetical protein
PFDDNKHH_00087	CDS	849	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PFDDNKHH_00088	CDS	363				hypothetical protein
PFDDNKHH_00089	CDS	846	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
PFDDNKHH_00090	CDS	768				hypothetical protein
PFDDNKHH_00091	CDS	909	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
PFDDNKHH_00092	CDS	240				hypothetical protein
PFDDNKHH_00093	CDS	1086				hypothetical protein
PFDDNKHH_00094	CDS	1449	CARKD	4.2.1.136		ATP-dependent (S)-NAD(P)H-hydrate dehydratase
PFDDNKHH_00095	CDS	423				hypothetical protein
PFDDNKHH_00096	CDS	525	rimM_1			Ribosome maturation factor RimM
PFDDNKHH_00097	CDS	738	trmD_1	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
PFDDNKHH_00098	CDS	609				hypothetical protein
PFDDNKHH_00099	CDS	894	xerA_1		COG0582	Tyrosine recombinase XerA
PFDDNKHH_00100	CDS	720				hypothetical protein
PFDDNKHH_00101	CDS	2187				hypothetical protein
PFDDNKHH_00102	CDS	201				hypothetical protein
PFDDNKHH_00103	CDS	1137				hypothetical protein
PFDDNKHH_00104	CDS	1113				hypothetical protein
PFDDNKHH_00105	CDS	1665				hypothetical protein
PFDDNKHH_00106	CDS	792				hypothetical protein
PFDDNKHH_00107	CDS	1518				hypothetical protein
PFDDNKHH_00108	CDS	465			COG1522	putative HTH-type transcriptional regulator
PFDDNKHH_00109	CDS	462			COG1522	putative HTH-type transcriptional regulator
PFDDNKHH_00110	CDS	1518		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
PFDDNKHH_00111	CDS	786				hypothetical protein
PFDDNKHH_00112	CDS	501				hypothetical protein
PFDDNKHH_00113	tRNA	75				tRNA-Arg(cct)
PFDDNKHH_00114	CDS	903	miaA	2.5.1.75		tRNA dimethylallyltransferase
PFDDNKHH_00115	CDS	339			COG0347	putative nitrogen regulatory PII-like protein
PFDDNKHH_00116	CDS	828				hypothetical protein
PFDDNKHH_00117	CDS	1038				hypothetical protein
PFDDNKHH_00118	CDS	585				hypothetical protein
PFDDNKHH_00119	CDS	1065				hypothetical protein
PFDDNKHH_00120	CDS	786				hypothetical protein
PFDDNKHH_00121	CDS	504				hypothetical protein
PFDDNKHH_00122	CDS	414				hypothetical protein
PFDDNKHH_00123	CDS	234				hypothetical protein
PFDDNKHH_00124	CDS	576	gmhA	5.3.1.28		Phosphoheptose isomerase
PFDDNKHH_00125	CDS	741	suhB	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
PFDDNKHH_00126	CDS	954	pdxB_1	1.1.1.290		Erythronate-4-phosphate dehydrogenase
PFDDNKHH_00127	CDS	588				hypothetical protein
PFDDNKHH_00128	CDS	1422		1.2.1.89	COG1012	D-glyceraldehyde dehydrogenase (NADP(+))
PFDDNKHH_00129	CDS	810	fucA	4.1.2.17		L-fuculose phosphate aldolase
PFDDNKHH_00130	CDS	1386	fumC_1	4.2.1.2	COG0114	Fumarate hydratase class II
PFDDNKHH_00131	CDS	342		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
PFDDNKHH_00132	CDS	1464	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PFDDNKHH_00133	CDS	1290				hypothetical protein
PFDDNKHH_00134	CDS	447	ybeY	3.1.-.-		Endoribonuclease YbeY
PFDDNKHH_00135	CDS	975				hypothetical protein
PFDDNKHH_00136	CDS	1341	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
PFDDNKHH_00137	CDS	1155		6.2.1.40	COG0365	4-hydroxybutyrate--CoA ligase 1
PFDDNKHH_00138	CDS	462				hypothetical protein
