locus_tag	ftype	length_bp	gene	EC_number	COG	product
CALAAGKD_00001	CDS	456	yrrK_1	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
CALAAGKD_00002	CDS	288	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
CALAAGKD_00003	CDS	183				hypothetical protein
CALAAGKD_00004	CDS	630				hypothetical protein
CALAAGKD_00005	CDS	432				hypothetical protein
CALAAGKD_00006	tRNA	76				tRNA-Val(gac)
CALAAGKD_00007	CDS	507				hypothetical protein
CALAAGKD_00008	CDS	426				hypothetical protein
CALAAGKD_00009	CDS	471	greA_1		COG0782	Transcription elongation factor GreA
CALAAGKD_00010	CDS	390			COG0537	putative HIT-like protein
CALAAGKD_00011	CDS	372				hypothetical protein
CALAAGKD_00012	CDS	351	pucM_1	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
CALAAGKD_00013	CDS	498	uao_1			Uric acid degradation bifunctional protein
CALAAGKD_00014	CDS	984	alc_1	3.5.3.4		allantoicase
CALAAGKD_00015	CDS	2307	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
CALAAGKD_00016	CDS	516				hypothetical protein
CALAAGKD_00017	CDS	690				hypothetical protein
CALAAGKD_00018	CDS	909				hypothetical protein
CALAAGKD_00019	CDS	441				hypothetical protein
CALAAGKD_00020	CDS	204				hypothetical protein
CALAAGKD_00021	CDS	336	clpS_1			ATP-dependent Clp protease adapter protein ClpS
CALAAGKD_00022	CDS	1257	icd_1	1.1.1.42		Isocitrate dehydrogenase [NADP]
CALAAGKD_00023	CDS	1656	pcrA_1	3.6.4.12	COG0210	ATP-dependent DNA helicase PcrA
CALAAGKD_00024	CDS	393	umuD_1	3.4.21.-	COG1974	Protein UmuD
CALAAGKD_00025	CDS	558		1.1.1.390		Sulfoquinovose 1-dehydrogenase
CALAAGKD_00026	CDS	969	galM	5.1.3.3	COG2017	Aldose 1-epimerase
CALAAGKD_00027	CDS	1215				hypothetical protein
CALAAGKD_00028	CDS	819	iolC_1	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
CALAAGKD_00029	CDS	747				hypothetical protein
CALAAGKD_00030	CDS	435				hypothetical protein
CALAAGKD_00031	CDS	795	map_1	3.4.11.18	COG0024	Methionine aminopeptidase
CALAAGKD_00032	CDS	1293	purB_1	4.3.2.2	COG0015	Adenylosuccinate lyase
CALAAGKD_00033	CDS	654	rodA_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase RodA
CALAAGKD_00034	CDS	459				hypothetical protein
CALAAGKD_00035	CDS	1599	rpoB_1	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
CALAAGKD_00036	CDS	837	htpX_1	3.4.24.-	COG0501	Protease HtpX 
CALAAGKD_00037	CDS	945				hypothetical protein
CALAAGKD_00038	CDS	1236	aroA_1	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
CALAAGKD_00039	CDS	1197				hypothetical protein
CALAAGKD_00040	CDS	273				hypothetical protein
CALAAGKD_00041	CDS	519				hypothetical protein
