locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOPFLJEK_00001	CDS	210				hypothetical protein
MOPFLJEK_00002	CDS	915	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase, anabolic
MOPFLJEK_00003	CDS	483			COG0256	50S ribosomal protein L18
MOPFLJEK_00004	CDS	717				hypothetical protein
MOPFLJEK_00005	CDS	468			COG1841	50S ribosomal protein L30
MOPFLJEK_00006	CDS	456			COG2147	50S ribosomal protein L19e
MOPFLJEK_00007	CDS	300	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MOPFLJEK_00008	CDS	777	dtdA	3.1.1.96	COG1650	D-aminoacyl-tRNA deacylase
MOPFLJEK_00009	CDS	1566	pyrG	6.3.4.2	COG0504	CTP synthase
MOPFLJEK_00010	CDS	999	nadK_1	2.7.1.23		NAD kinase
MOPFLJEK_00011	CDS	870				hypothetical protein
MOPFLJEK_00012	CDS	585				hypothetical protein
MOPFLJEK_00013	CDS	702				hypothetical protein
MOPFLJEK_00014	CDS	177				hypothetical protein
MOPFLJEK_00015	CDS	348			COG0347	putative nitrogen regulatory PII-like protein
MOPFLJEK_00016	CDS	240				hypothetical protein
MOPFLJEK_00017	CDS	153				hypothetical protein
MOPFLJEK_00018	CDS	363				hypothetical protein
MOPFLJEK_00019	CDS	162				hypothetical protein
MOPFLJEK_00020	CDS	558	grpE		COG0576	Protein GrpE
MOPFLJEK_00021	CDS	1140				hypothetical protein
MOPFLJEK_00022	CDS	711	fbiB_1	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
MOPFLJEK_00023	tRNA	75				tRNA-Val(gac)
MOPFLJEK_00024	CDS	495				hypothetical protein
MOPFLJEK_00025	CDS	576	purN_1	2.1.2.2		Phosphoribosylglycinamide formyltransferase
MOPFLJEK_00026	CDS	321				hypothetical protein
MOPFLJEK_00027	CDS	285				hypothetical protein
MOPFLJEK_00028	CDS	864	folD_1		COG0190	Bifunctional protein FolD protein
MOPFLJEK_00029	CDS	564				hypothetical protein
MOPFLJEK_00030	CDS	1248	purD_1	6.3.4.13		Phosphoribosylamine--glycine ligase
MOPFLJEK_00031	CDS	552	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MOPFLJEK_00032	CDS	1038				hypothetical protein
MOPFLJEK_00033	CDS	1086		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
MOPFLJEK_00034	CDS	579				hypothetical protein
MOPFLJEK_00035	CDS	1281			COG1301	Glutamate transporter 
MOPFLJEK_00036	CDS	369				hypothetical protein
MOPFLJEK_00037	CDS	435				hypothetical protein
MOPFLJEK_00038	CDS	1122				hypothetical protein
MOPFLJEK_00039	CDS	192				hypothetical protein
MOPFLJEK_00040	CDS	1164	citZ_1	2.3.3.16	COG0372	Citrate synthase
MOPFLJEK_00041	CDS	207				hypothetical protein
MOPFLJEK_00042	CDS	348				hypothetical protein
MOPFLJEK_00043	CDS	915	petE_1			Plastocyanin
MOPFLJEK_00044	CDS	2103				hypothetical protein
MOPFLJEK_00045	CDS	1503	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
MOPFLJEK_00046	CDS	405			COG1717	50S ribosomal protein L32e
MOPFLJEK_00047	CDS	762	acdBI_1	6.2.1.13	COG1042	Acetate--CoA ligase [ADP-forming] I subunit beta
MOPFLJEK_00048	CDS	1515				hypothetical protein
MOPFLJEK_00049	CDS	708				hypothetical protein
MOPFLJEK_00050	CDS	768				hypothetical protein
MOPFLJEK_00051	CDS	603	vgb_1	4.2.99.-		Virginiamycin B lyase
MOPFLJEK_00052	CDS	819				hypothetical protein
MOPFLJEK_00053	CDS	723	glcV	7.5.2.-	COG3839	Glucose import ATP-binding protein GlcV
MOPFLJEK_00054	CDS	948				hypothetical protein
MOPFLJEK_00055	CDS	384			COG0864	Putative nickel-responsive regulator
MOPFLJEK_00056	CDS	1371				hypothetical protein
MOPFLJEK_00057	CDS	696				hypothetical protein
MOPFLJEK_00058	CDS	930	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
MOPFLJEK_00059	CDS	462	pyrI_1		COG1781	Aspartate carbamoyltransferase regulatory chain
MOPFLJEK_00060	CDS	309	atpH_1			ATP synthase subunit c
MOPFLJEK_00061	CDS	132				hypothetical protein
MOPFLJEK_00062	CDS	630	atpD_1		COG1394	V-type ATP synthase subunit D
MOPFLJEK_00063	CDS	171	atpB		COG1156	V-type ATP synthase beta chain
MOPFLJEK_00064	CDS	450			COG0184	30S ribosomal protein S15
MOPFLJEK_00065	CDS	891				hypothetical protein
MOPFLJEK_00066	CDS	1278	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MOPFLJEK_00067	CDS	684	aqpM		COG0580	putative aquaporin AqpM
MOPFLJEK_00068	CDS	399	arsC	1.20.4.-		Putative arsenate reductase
MOPFLJEK_00069	CDS	615		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
MOPFLJEK_00070	CDS	1539				hypothetical protein
MOPFLJEK_00071	CDS	735		3.1.13.-	COG0689	Exosome complex component Rrp41
MOPFLJEK_00072	CDS	819			COG2123	Exosome complex component Rrp42
MOPFLJEK_00073	CDS	213			COG1997	50S ribosomal protein L37Ae
MOPFLJEK_00074	CDS	246				hypothetical protein
MOPFLJEK_00075	CDS	375				hypothetical protein
MOPFLJEK_00076	CDS	687	xpf_1		COG1948	3'-flap repair endonuclease Xpf
MOPFLJEK_00077	CDS	495	cpoB			Cell division coordinator CpoB
MOPFLJEK_00078	CDS	480	nob1_1	3.1.-.-	COG1439	Endoribonuclease Nob1
MOPFLJEK_00079	CDS	261				hypothetical protein
MOPFLJEK_00080	CDS	1644	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
MOPFLJEK_00081	CDS	1389	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
MOPFLJEK_00082	CDS	1077		1.3.1.84	COG1064	Acryloyl-coenzyme A reductase
MOPFLJEK_00083	CDS	282			COG2118	DNA-binding protein
MOPFLJEK_00084	CDS	1365				hypothetical protein
MOPFLJEK_00085	CDS	2457	glmS	5.4.99.1		Glutamate mutase sigma subunit
