locus_tag	ftype	length_bp	gene	EC_number	COG	product
PLNBNFLB_00001	CDS	1413	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNBNFLB_00002	CDS	201				hypothetical protein
PLNBNFLB_00003	CDS	1470	pnp	2.7.7.8		Polyribonucleotide nucleotidyltransferase
PLNBNFLB_00004	CDS	885				hypothetical protein
PLNBNFLB_00005	CDS	135	eno_1	4.2.1.11		Enolase
PLNBNFLB_00006	CDS	639				hypothetical protein
PLNBNFLB_00007	CDS	279	cysO		COG1977	Sulfur carrier protein CysO
PLNBNFLB_00008	CDS	1548	typA		COG1217	GTP-binding protein TypA/BipA
PLNBNFLB_00009	CDS	891	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase subunit PurL
PLNBNFLB_00010	CDS	1350	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PLNBNFLB_00011	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
PLNBNFLB_00012	CDS	609	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
PLNBNFLB_00013	CDS	1812	secA		COG0653	Protein translocase subunit SecA
PLNBNFLB_00014	CDS	405				hypothetical protein
PLNBNFLB_00015	CDS	690				hypothetical protein
PLNBNFLB_00016	CDS	219				hypothetical protein
PLNBNFLB_00017	CDS	231				hypothetical protein
PLNBNFLB_00018	CDS	489	rimP		COG0779	Ribosome maturation factor RimP
PLNBNFLB_00019	CDS	1851	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
PLNBNFLB_00020	CDS	570	yciB		COG2917	putative intracellular septation protein A
PLNBNFLB_00021	CDS	879	yedA			putative inner membrane transporter YedA
PLNBNFLB_00022	CDS	228				hypothetical protein
PLNBNFLB_00023	CDS	195				hypothetical protein
PLNBNFLB_00024	CDS	294				hypothetical protein
PLNBNFLB_00025	CDS	399	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
PLNBNFLB_00026	CDS	189				hypothetical protein
PLNBNFLB_00027	CDS	468	rnhA	3.1.26.4	COG0328	Ribonuclease H
PLNBNFLB_00028	CDS	384				hypothetical protein
PLNBNFLB_00029	CDS	996	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
PLNBNFLB_00030	CDS	981	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
PLNBNFLB_00031	CDS	666				hypothetical protein
PLNBNFLB_00032	CDS	1278		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
PLNBNFLB_00033	CDS	606	ppaX	3.6.1.1	COG0546	Pyrophosphatase PpaX
PLNBNFLB_00034	CDS	609				hypothetical protein
PLNBNFLB_00035	CDS	984				hypothetical protein
PLNBNFLB_00036	CDS	1122				hypothetical protein
PLNBNFLB_00037	CDS	309				hypothetical protein
PLNBNFLB_00038	CDS	450				hypothetical protein
PLNBNFLB_00039	CDS	687				hypothetical protein
PLNBNFLB_00040	CDS	1992	stcD_1	1.-.-.-		putative N-methylproline demethylase
PLNBNFLB_00041	CDS	804	stcD_2	1.-.-.-		putative N-methylproline demethylase
PLNBNFLB_00042	CDS	438				hypothetical protein
PLNBNFLB_00043	CDS	291				hypothetical protein
PLNBNFLB_00044	CDS	183				hypothetical protein
PLNBNFLB_00045	CDS	327				hypothetical protein
PLNBNFLB_00046	CDS	120				hypothetical protein
PLNBNFLB_00047	CDS	1869	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
PLNBNFLB_00048	CDS	381	crcB		COG0239	Putative fluoride ion transporter CrcB
PLNBNFLB_00049	CDS	288				hypothetical protein
PLNBNFLB_00050	CDS	351				hypothetical protein
PLNBNFLB_00051	CDS	432		3.1.-.-	COG0824	Putative esterase
PLNBNFLB_00052	CDS	468				hypothetical protein
PLNBNFLB_00053	CDS	648	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase
PLNBNFLB_00054	CDS	1299	gltA2	2.3.3.16	COG0372	Citrate synthase 1
PLNBNFLB_00055	CDS	1008	fliM		COG1868	Flagellar motor switch protein FliM
PLNBNFLB_00056	CDS	789				hypothetical protein
PLNBNFLB_00057	CDS	486				hypothetical protein
PLNBNFLB_00058	CDS	768	prfB			Peptide chain release factor 2
PLNBNFLB_00059	CDS	972	trpS	6.1.1.2	COG0180	Tryptophan--tRNA ligase
PLNBNFLB_00060	CDS	291	rpmA		COG0211	50S ribosomal protein L27
PLNBNFLB_00061	CDS	312	rplU		COG0261	50S ribosomal protein L21
PLNBNFLB_00062	CDS	798	hppA	7.1.3.1	COG3808	K(+)-insensitive pyrophosphate-energized proton pump
PLNBNFLB_00063	CDS	507				hypothetical protein
PLNBNFLB_00064	CDS	270				hypothetical protein
PLNBNFLB_00065	CDS	168				hypothetical protein
PLNBNFLB_00066	CDS	330				hypothetical protein
PLNBNFLB_00067	CDS	855				hypothetical protein
PLNBNFLB_00068	CDS	216				hypothetical protein
PLNBNFLB_00069	CDS	813	tupA			Tungstate-binding protein TupA
PLNBNFLB_00070	CDS	276				hypothetical protein
PLNBNFLB_00071	CDS	369				hypothetical protein
PLNBNFLB_00072	CDS	297	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
PLNBNFLB_00073	CDS	573	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
PLNBNFLB_00074	CDS	813				hypothetical protein
PLNBNFLB_00075	CDS	447				hypothetical protein
PLNBNFLB_00076	CDS	486				hypothetical protein
PLNBNFLB_00077	CDS	414	hldE_1		COG2870	Bifunctional protein HldE
PLNBNFLB_00078	CDS	936	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
PLNBNFLB_00079	CDS	513				hypothetical protein
PLNBNFLB_00080	CDS	987	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
PLNBNFLB_00081	CDS	297				hypothetical protein
PLNBNFLB_00082	CDS	531	ttuD		COG2897	Sulfur carrier protein TtuD
PLNBNFLB_00083	CDS	660				hypothetical protein
PLNBNFLB_00084	CDS	2004	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
PLNBNFLB_00085	CDS	786				hypothetical protein
PLNBNFLB_00086	CDS	951	bclA_1	6.2.1.25		Benzoate--CoA ligase
PLNBNFLB_00087	CDS	405				hypothetical protein
PLNBNFLB_00088	CDS	1338				hypothetical protein
PLNBNFLB_00089	CDS	1062				hypothetical protein
PLNBNFLB_00090	CDS	1083				hypothetical protein
PLNBNFLB_00091	CDS	840	spuC	2.6.1.113	COG0161	Putrescine--pyruvate aminotransferase
PLNBNFLB_00092	CDS	1581	bclA_2	6.2.1.25		Benzoate--CoA ligase
PLNBNFLB_00093	CDS	525	eno_2	4.2.1.11	COG0148	Enolase
PLNBNFLB_00094	CDS	456	mutS2	3.1.-.-		Endonuclease MutS2
PLNBNFLB_00095	CDS	639				hypothetical protein
PLNBNFLB_00096	CDS	783	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
PLNBNFLB_00097	CDS	879	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
PLNBNFLB_00098	CDS	294	ftsH3	3.4.24.-		ATP-dependent zinc metalloprotease FtsH 3
PLNBNFLB_00099	CDS	1107	lnt	2.3.1.269		Apolipoprotein N-acyltransferase
PLNBNFLB_00100	CDS	369	rpsM		COG0099	30S ribosomal protein S13
PLNBNFLB_00101	CDS	1335	secY		COG0201	Protein translocase subunit SecY
PLNBNFLB_00102	CDS	447	rplO			50S ribosomal protein L15
PLNBNFLB_00103	CDS	189	rpmD		COG1841	50S ribosomal protein L30
PLNBNFLB_00104	CDS	501	rpsE		COG0098	30S ribosomal protein S5
PLNBNFLB_00105	CDS	366	rplR		COG0256	50S ribosomal protein L18
PLNBNFLB_00106	CDS	237	rplF		COG0097	50S ribosomal protein L6
PLNBNFLB_00107	CDS	573				hypothetical protein
PLNBNFLB_00108	CDS	486				hypothetical protein
PLNBNFLB_00109	CDS	480				hypothetical protein
PLNBNFLB_00110	CDS	1272	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PLNBNFLB_00111	CDS	270	ompR_1			Transcriptional regulatory protein OmpR
PLNBNFLB_00112	CDS	414	ompR_2			Transcriptional regulatory protein OmpR
PLNBNFLB_00113	CDS	420				hypothetical protein
PLNBNFLB_00114	CDS	441	fliP		COG1338	Flagellar biosynthetic protein FliP
