locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHIBJENJ_00001	CDS	453				hypothetical protein
DHIBJENJ_00002	CDS	273	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
DHIBJENJ_00003	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
DHIBJENJ_00004	CDS	606		3.6.1.66	COG0127	dITP/XTP pyrophosphatase
DHIBJENJ_00005	CDS	207	rpmE		COG0254	50S ribosomal protein L31
DHIBJENJ_00006	CDS	1287	gltA_1	2.3.3.16	COG0372	Citrate synthase
DHIBJENJ_00007	CDS	516	aroK	2.7.1.71	COG0703	Shikimate kinase 1
DHIBJENJ_00008	CDS	453				hypothetical protein
DHIBJENJ_00009	CDS	408	arsC	1.20.4.4		Arsenate reductase
DHIBJENJ_00010	CDS	558				hypothetical protein
DHIBJENJ_00011	CDS	387	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
DHIBJENJ_00012	CDS	708			COG1629	putative TonB-dependent receptor
DHIBJENJ_00013	CDS	399				hypothetical protein
DHIBJENJ_00014	CDS	264				hypothetical protein
DHIBJENJ_00015	CDS	660				hypothetical protein
DHIBJENJ_00016	CDS	468				hypothetical protein
DHIBJENJ_00017	CDS	855				hypothetical protein
DHIBJENJ_00018	CDS	531	bauC	1.2.1.-	COG1012	Putative 3-oxopropanoate dehydrogenase
DHIBJENJ_00019	CDS	1128	ald	1.4.1.1	COG0686	Alanine dehydrogenase
DHIBJENJ_00020	CDS	1950	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
DHIBJENJ_00021	CDS	306	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
DHIBJENJ_00022	CDS	495				hypothetical protein
DHIBJENJ_00023	CDS	2583	btuB_1			Vitamin B12 transporter BtuB
DHIBJENJ_00024	CDS	1497	betS			Glycine betaine/proline betaine transporter BetS
DHIBJENJ_00025	CDS	2595	dmg	1.5.3.10		Dimethylglycine oxidase
DHIBJENJ_00026	CDS	1542	mtgB	2.1.1.-	COG5598	Glycine betaine methyltransferase
DHIBJENJ_00027	CDS	711	metH	2.1.1.13	COG0646	Methionine synthase
DHIBJENJ_00028	CDS	849				hypothetical protein
DHIBJENJ_00029	CDS	612	leuD1_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
DHIBJENJ_00030	CDS	810	hel		COG2503	Lipoprotein E
DHIBJENJ_00031	CDS	1263				hypothetical protein
DHIBJENJ_00032	CDS	948	yngG	4.1.3.4	COG0119	Hydroxymethylglutaryl-CoA lyase YngG
DHIBJENJ_00033	CDS	1116	dapb3_1	3.4.14.-		Dipeptidyl aminopeptidase BIII
DHIBJENJ_00034	CDS	1965				hypothetical protein
DHIBJENJ_00035	CDS	1704	nfdA_1	3.5.1.91		N-substituted formamide deformylase
DHIBJENJ_00036	CDS	399				hypothetical protein
DHIBJENJ_00037	CDS	1401	sdaA	4.3.1.17	COG1760	L-serine dehydratase
DHIBJENJ_00038	CDS	1251				hypothetical protein
DHIBJENJ_00039	CDS	1332	abaF			Fosfomycin resistance protein AbaF
DHIBJENJ_00040	CDS	1092		1.14.11.1		Gamma-butyrobetaine dioxygenase
DHIBJENJ_00041	CDS	531				hypothetical protein
DHIBJENJ_00042	CDS	270				hypothetical protein
DHIBJENJ_00043	tRNA	77				tRNA-Met(cat)
DHIBJENJ_00044	CDS	306	ihfB		COG0776	Integration host factor subunit beta
DHIBJENJ_00045	CDS	1323	rpsA		COG0539	30S ribosomal protein S1
DHIBJENJ_00046	CDS	333				hypothetical protein
DHIBJENJ_00047	CDS	678	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
DHIBJENJ_00048	CDS	1734	msbA	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
DHIBJENJ_00049	CDS	1011	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
DHIBJENJ_00050	CDS	720	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
DHIBJENJ_00051	CDS	474		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
DHIBJENJ_00052	CDS	2187	rne	3.1.26.12		Ribonuclease E
DHIBJENJ_00053	CDS	951	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
DHIBJENJ_00054	CDS	570	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
DHIBJENJ_00055	CDS	534				hypothetical protein
DHIBJENJ_00056	CDS	972	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
DHIBJENJ_00057	CDS	768	lvr	1.1.1.-		Levodione reductase
DHIBJENJ_00058	CDS	780	tmd	1.5.8.2		Trimethylamine dehydrogenase
DHIBJENJ_00059	CDS	123				hypothetical protein
DHIBJENJ_00060	CDS	243				hypothetical protein
DHIBJENJ_00061	CDS	1014	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
DHIBJENJ_00062	CDS	1356	amtB			Ammonia channel
DHIBJENJ_00063	CDS	156	polA	2.7.7.7	COG0258	DNA polymerase I
DHIBJENJ_00064	CDS	558	engB		COG0218	putative GTP-binding protein EngB
DHIBJENJ_00065	CDS	651	cc4		COG2863	Cytochrome c4
DHIBJENJ_00066	CDS	666	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
DHIBJENJ_00067	CDS	1914	tktA	2.2.1.1	COG0021	Transketolase 1
DHIBJENJ_00068	CDS	1053	queG	1.17.99.6	COG1600	Epoxyqueuosine reductase
DHIBJENJ_00069	CDS	669	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
DHIBJENJ_00070	CDS	1032	ruvB_1	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
DHIBJENJ_00071	CDS	1188	smtB_1	2.8.3.22	COG1804	Succinyl-CoA--L-malate CoA-transferase beta subunit
DHIBJENJ_00072	CDS	1347	nanT_1			Sialic acid transporter NanT
DHIBJENJ_00073	CDS	861				hypothetical protein
DHIBJENJ_00074	CDS	558				hypothetical protein
DHIBJENJ_00075	CDS	510				hypothetical protein
DHIBJENJ_00076	CDS	783	dhaA	3.8.1.5		Haloalkane dehalogenase
DHIBJENJ_00077	CDS	1314	mamZ_1			Magnetosome protein MamZ
DHIBJENJ_00078	CDS	1656	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
DHIBJENJ_00079	CDS	714	sdhA	1.3.5.1		Succinate dehydrogenase flavoprotein subunit
DHIBJENJ_00080	CDS	789	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
DHIBJENJ_00081	CDS	1986	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
DHIBJENJ_00082	CDS	162				hypothetical protein
DHIBJENJ_00083	CDS	807	novR	4.1.-.-		Decarboxylase NovR
DHIBJENJ_00084	CDS	1506	opuD		COG1292	Glycine betaine transporter OpuD
DHIBJENJ_00085	CDS	399	ndk	2.7.4.6		Nucleoside diphosphate kinase
DHIBJENJ_00086	CDS	324	iscA		COG0316	Iron-binding protein IscA
DHIBJENJ_00087	CDS	357				hypothetical protein
DHIBJENJ_00088	CDS	1086	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
DHIBJENJ_00089	CDS	222				hypothetical protein
DHIBJENJ_00090	CDS	600				hypothetical protein
DHIBJENJ_00091	CDS	408				hypothetical protein
DHIBJENJ_00092	CDS	1143	mdtA_1			Multidrug resistance protein MdtA
DHIBJENJ_00093	CDS	195				hypothetical protein
DHIBJENJ_00094	CDS	567	efp		COG0231	Elongation factor P
DHIBJENJ_00095	CDS	126				hypothetical protein
DHIBJENJ_00096	CDS	735	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
DHIBJENJ_00097	CDS	1080		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
DHIBJENJ_00098	CDS	999				hypothetical protein
DHIBJENJ_00099	CDS	342				hypothetical protein
DHIBJENJ_00100	CDS	903				hypothetical protein
DHIBJENJ_00101	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DHIBJENJ_00102	CDS	477	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
DHIBJENJ_00103	CDS	360	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
DHIBJENJ_00104	CDS	255				hypothetical protein
DHIBJENJ_00105	CDS	372				hypothetical protein
DHIBJENJ_00106	CDS	789	ygfZ			tRNA-modifying protein YgfZ
DHIBJENJ_00107	CDS	846				hypothetical protein
DHIBJENJ_00108	CDS	603	mltF	4.2.2.-		Membrane-bound lytic murein transglycosylase F
DHIBJENJ_00109	CDS	285				hypothetical protein
DHIBJENJ_00110	CDS	1494	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
DHIBJENJ_00111	CDS	456	nsrR		COG1959	HTH-type transcriptional repressor NsrR
DHIBJENJ_00112	CDS	1017	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
DHIBJENJ_00113	tRNA	77				tRNA-Pro(tgg)
DHIBJENJ_00114	CDS	864	folD			Bifunctional protein FolD protein
DHIBJENJ_00115	CDS	1842				hypothetical protein
DHIBJENJ_00116	tRNA	85				tRNA-Leu(tag)
DHIBJENJ_00117	CDS	1305	tig	5.2.1.8	COG0544	Trigger factor
DHIBJENJ_00118	CDS	189				hypothetical protein
DHIBJENJ_00119	CDS	1104	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
DHIBJENJ_00120	CDS	1137	dnaJ		COG0484	Chaperone protein DnaJ
DHIBJENJ_00121	CDS	528	dnaK			Chaperone protein DnaK
DHIBJENJ_00122	CDS	414				hypothetical protein
DHIBJENJ_00123	CDS	969				hypothetical protein
DHIBJENJ_00124	CDS	519				hypothetical protein
DHIBJENJ_00125	CDS	462				hypothetical protein
DHIBJENJ_00126	CDS	693				hypothetical protein
DHIBJENJ_00127	CDS	474		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
DHIBJENJ_00128	CDS	213				hypothetical protein
DHIBJENJ_00129	CDS	402				hypothetical protein
DHIBJENJ_00130	CDS	741	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
DHIBJENJ_00131	CDS	282				hypothetical protein
DHIBJENJ_00132	CDS	693				hypothetical protein
DHIBJENJ_00133	CDS	819	tauD_1	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
DHIBJENJ_00134	CDS	1536	phrB	4.1.99.13	COG3046	(6-4) photolyase
DHIBJENJ_00135	CDS	1398	phrA	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
DHIBJENJ_00136	CDS	1542		2.1.3.1	COG4799	Methylmalonyl-CoA carboxyltransferase 12S subunit
DHIBJENJ_00137	CDS	444				hypothetical protein
DHIBJENJ_00138	CDS	783	yddE	5.1.-.-	COG0384	putative isomerase YddE
DHIBJENJ_00139	CDS	573				hypothetical protein
DHIBJENJ_00140	CDS	1335	sufB		COG0719	FeS cluster assembly protein SufB
DHIBJENJ_00141	CDS	753	sufC		COG0396	putative ATP-dependent transporter SufC
DHIBJENJ_00142	CDS	1275				hypothetical protein
DHIBJENJ_00143	CDS	1245	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
DHIBJENJ_00144	CDS	414	sufU	2.-.-.-	COG0822	Zinc-dependent sulfurtransferase SufU
DHIBJENJ_00145	CDS	558				hypothetical protein
DHIBJENJ_00146	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
DHIBJENJ_00147	CDS	195				hypothetical protein
DHIBJENJ_00148	CDS	444				hypothetical protein
DHIBJENJ_00149	CDS	1164				hypothetical protein
DHIBJENJ_00150	CDS	819	pheA_1			Bifunctional chorismate mutase/prephenate dehydratase
DHIBJENJ_00151	CDS	1191	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
DHIBJENJ_00152	CDS	567	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
DHIBJENJ_00153	CDS	405				hypothetical protein
DHIBJENJ_00154	CDS	1458	rebO	1.4.3.23		Flavin-dependent L-tryptophan oxidase RebO
DHIBJENJ_00155	CDS	783				hypothetical protein
DHIBJENJ_00156	CDS	594				hypothetical protein
DHIBJENJ_00157	CDS	924				hypothetical protein
DHIBJENJ_00158	CDS	1017	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
DHIBJENJ_00159	CDS	345	rplU		COG0261	50S ribosomal protein L21
DHIBJENJ_00160	CDS	264	rpmA		COG0211	50S ribosomal protein L27
DHIBJENJ_00161	CDS	129				hypothetical protein
DHIBJENJ_00162	CDS	405	infC		COG0290	Translation initiation factor IF-3
DHIBJENJ_00163	CDS	198	rpmI		COG0291	50S ribosomal protein L35
DHIBJENJ_00164	CDS	363	rplT		COG0292	50S ribosomal protein L20
DHIBJENJ_00165	CDS	984	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
DHIBJENJ_00166	CDS	2037	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
DHIBJENJ_00167	CDS	291	ihfA		COG0776	Integration host factor subunit alpha
DHIBJENJ_00168	CDS	342				hypothetical protein
DHIBJENJ_00169	tRNA	75				tRNA-Pro(ggg)
DHIBJENJ_00170	CDS	459				hypothetical protein
DHIBJENJ_00171	CDS	1017			COG0628	Putative transport protein
DHIBJENJ_00172	CDS	1404		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
DHIBJENJ_00173	CDS	756	phnY	1.14.11.46		2-aminoethylphosphonate dioxygenase
DHIBJENJ_00174	CDS	309	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
DHIBJENJ_00175	CDS	720	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
DHIBJENJ_00176	CDS	744	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
DHIBJENJ_00177	CDS	555	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
DHIBJENJ_00178	CDS	1080	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
