locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNOBGONP_00001	CDS	225	purM_1	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
GNOBGONP_00002	CDS	1251	gerN_1		COG0475	Na(+)/H(+)-K(+) antiporter GerN
GNOBGONP_00003	CDS	948				hypothetical protein
GNOBGONP_00004	CDS	312				hypothetical protein
GNOBGONP_00005	CDS	354		2.8.1.1	COG2897	Thiosulfate sulfurtransferase
GNOBGONP_00006	CDS	558				hypothetical protein
GNOBGONP_00007	CDS	744	argB_1	2.7.2.8		Acetylglutamate kinase
GNOBGONP_00008	CDS	651	idi_1	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
GNOBGONP_00009	CDS	273		1.1.1.-		Putative 2-hydroxyacid dehydrogenase
GNOBGONP_00010	CDS	975				hypothetical protein
GNOBGONP_00011	CDS	516				hypothetical protein
GNOBGONP_00012	CDS	267				hypothetical protein
GNOBGONP_00013	CDS	840	cpoB_1			Cell division coordinator CpoB
GNOBGONP_00014	CDS	705				hypothetical protein
GNOBGONP_00015	CDS	135				hypothetical protein
GNOBGONP_00016	CDS	420	lrpC_1		COG1522	HTH-type transcriptional regulator LrpC
GNOBGONP_00017	CDS	1167	frbC	2.3.3.19		2-phosphonomethylmalate synthase
GNOBGONP_00018	CDS	168				hypothetical protein
GNOBGONP_00019	CDS	306	nuoK_1	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
GNOBGONP_00020	CDS	1554	mrpA_1		COG1009	Na(+)/H(+) antiporter subunit A
GNOBGONP_00021	CDS	1215	thrC_1	4.2.3.1	COG0498	Threonine synthase
GNOBGONP_00022	CDS	597				hypothetical protein
GNOBGONP_00023	CDS	330	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GNOBGONP_00024	CDS	1446	gatA_1	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GNOBGONP_00025	CDS	780				hypothetical protein
GNOBGONP_00026	CDS	297				hypothetical protein
GNOBGONP_00027	CDS	423				hypothetical protein
GNOBGONP_00028	CDS	1230	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GNOBGONP_00029	CDS	375				hypothetical protein
GNOBGONP_00030	CDS	972	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
GNOBGONP_00031	CDS	405				hypothetical protein
GNOBGONP_00032	CDS	936	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
GNOBGONP_00033	CDS	1029	gutB_1	1.1.1.-	COG1063	Sorbitol dehydrogenase
GNOBGONP_00034	CDS	261				hypothetical protein
GNOBGONP_00035	CDS	1071	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
GNOBGONP_00036	CDS	924	gph_1	3.1.3.18		Phosphoglycolate phosphatase
GNOBGONP_00037	CDS	921				hypothetical protein
GNOBGONP_00038	CDS	234				hypothetical protein
GNOBGONP_00039	CDS	1092				hypothetical protein
GNOBGONP_00040	CDS	648	cysG_1	4.99.1.4		Siroheme synthase
GNOBGONP_00041	CDS	402				hypothetical protein
