locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMMJFAMC_00001	CDS	495				hypothetical protein
PMMJFAMC_00002	CDS	738				hypothetical protein
PMMJFAMC_00003	CDS	282				hypothetical protein
PMMJFAMC_00004	CDS	1278				hypothetical protein
PMMJFAMC_00005	CDS	600	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
PMMJFAMC_00006	CDS	1101	asd	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
PMMJFAMC_00007	CDS	267			COG2123	Exosome complex component Rrp42
PMMJFAMC_00008	CDS	366				hypothetical protein
PMMJFAMC_00009	CDS	237				hypothetical protein
PMMJFAMC_00010	CDS	303				hypothetical protein
PMMJFAMC_00011	CDS	978	ppaC	3.6.1.1		manganese-dependent inorganic pyrophosphatase
PMMJFAMC_00012	CDS	951				hypothetical protein
PMMJFAMC_00013	CDS	405				hypothetical protein
PMMJFAMC_00014	CDS	978				hypothetical protein
PMMJFAMC_00015	CDS	1272	FDC1	4.1.1.-		Ferulic acid decarboxylase 1
PMMJFAMC_00016	CDS	717				hypothetical protein
PMMJFAMC_00017	CDS	825				hypothetical protein
PMMJFAMC_00018	CDS	3162				hypothetical protein
PMMJFAMC_00019	CDS	2136		3.4.21.-	COG1067	Archaeal Lon protease
PMMJFAMC_00020	CDS	837				hypothetical protein
PMMJFAMC_00021	CDS	276				hypothetical protein
PMMJFAMC_00022	CDS	609	argO			Arginine exporter protein ArgO
PMMJFAMC_00023	CDS	807				hypothetical protein
PMMJFAMC_00024	CDS	1419	kefC			Glutathione-regulated potassium-efflux system protein KefC
PMMJFAMC_00025	CDS	1572				hypothetical protein
PMMJFAMC_00026	CDS	459				hypothetical protein
PMMJFAMC_00027	CDS	957				hypothetical protein
PMMJFAMC_00028	CDS	1536	rfcL		COG0470	Replication factor C large subunit
PMMJFAMC_00029	CDS	1680				hypothetical protein
PMMJFAMC_00030	CDS	5292	dbpA	3.6.4.13		ATP-dependent RNA helicase DbpA
PMMJFAMC_00031	CDS	312				hypothetical protein
PMMJFAMC_00032	CDS	687				hypothetical protein
PMMJFAMC_00033	CDS	162				hypothetical protein
PMMJFAMC_00034	CDS	804	trm1	2.1.1.216	COG1867	tRNA (guanine(26)-N(2))-dimethyltransferase
PMMJFAMC_00035	CDS	210				hypothetical protein
PMMJFAMC_00036	CDS	948				hypothetical protein
PMMJFAMC_00037	CDS	2391				hypothetical protein
PMMJFAMC_00038	CDS	1392	malT			HTH-type transcriptional regulator MalT
PMMJFAMC_00039	CDS	810				hypothetical protein
PMMJFAMC_00040	CDS	654				hypothetical protein
PMMJFAMC_00041	CDS	621				hypothetical protein
PMMJFAMC_00042	CDS	1209	hisC	2.6.1.9		Histidinol-phosphate aminotransferase
PMMJFAMC_00043	CDS	1563				hypothetical protein
PMMJFAMC_00044	CDS	1923				hypothetical protein
PMMJFAMC_00045	CDS	720				hypothetical protein
PMMJFAMC_00046	CDS	567				hypothetical protein
PMMJFAMC_00047	CDS	1377		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
PMMJFAMC_00048	CDS	318	cutA_1			Divalent-cation tolerance protein CutA
