locus_tag	ftype	length_bp	gene	EC_number	COG	product
AMFDKNME_00001	CDS	285				hypothetical protein
AMFDKNME_00002	CDS	1266	dadA_1	1.4.99.-		D-amino acid dehydrogenase
AMFDKNME_00003	CDS	798				hypothetical protein
AMFDKNME_00004	CDS	717		6.3.4.16	COG0458	Carbamoyl-phosphate synthase
AMFDKNME_00005	CDS	552	hisB	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
AMFDKNME_00006	CDS	576				hypothetical protein
AMFDKNME_00007	CDS	657	aqpZ_1			Aquaporin Z
AMFDKNME_00008	CDS	1002	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AMFDKNME_00009	CDS	813	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
AMFDKNME_00010	CDS	117				hypothetical protein
AMFDKNME_00011	tRNA	76				tRNA-Asn(gtt)
AMFDKNME_00012	tRNA	74				tRNA-Cys(gca)
AMFDKNME_00013	CDS	435				hypothetical protein
AMFDKNME_00014	CDS	993	rpoA_1	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AMFDKNME_00015	CDS	1026				hypothetical protein
AMFDKNME_00016	CDS	615				hypothetical protein
AMFDKNME_00017	CDS	327				hypothetical protein
AMFDKNME_00018	CDS	1236				hypothetical protein
AMFDKNME_00019	CDS	621				hypothetical protein
AMFDKNME_00020	CDS	882				hypothetical protein
AMFDKNME_00021	CDS	924	secF_1			Protein-export membrane protein SecF
AMFDKNME_00022	CDS	1143	secD_1			Protein translocase subunit SecD
AMFDKNME_00023	CDS	1296	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
AMFDKNME_00024	CDS	618	rnfA_1	7.2.1.-	COG4657	Ion-translocating oxidoreductase complex subunit A
AMFDKNME_00025	CDS	648	rnfE_1	7.2.1.-	COG4660	Ion-translocating oxidoreductase complex subunit E
AMFDKNME_00026	CDS	717	nqrC_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit C
