locus_tag	ftype	length_bp	gene	EC_number	COG	product
HJEBOKPH_00001	CDS	900	leuB_1	1.1.1.85	COG0473	3-isopropylmalate/3-methylmalate dehydrogenase
HJEBOKPH_00002	CDS	333				hypothetical protein
HJEBOKPH_00003	CDS	936				hypothetical protein
HJEBOKPH_00004	CDS	2163				hypothetical protein
HJEBOKPH_00005	CDS	462	cutC_1	1.2.99.8	COG2080	Glyceraldehyde dehydrogenase small chain
HJEBOKPH_00006	CDS	435				hypothetical protein
HJEBOKPH_00007	CDS	1125				hypothetical protein
HJEBOKPH_00008	CDS	627	lon_1	3.4.21.53		Lon protease
HJEBOKPH_00009	CDS	753				hypothetical protein
HJEBOKPH_00010	CDS	2061				hypothetical protein
HJEBOKPH_00011	CDS	429	tolR_1			Tol-Pal system protein TolR
HJEBOKPH_00012	CDS	594				hypothetical protein
HJEBOKPH_00013	CDS	1518				hypothetical protein
HJEBOKPH_00014	CDS	714			COG1136	putative ABC transporter ATP-binding protein
HJEBOKPH_00015	CDS	624				hypothetical protein
HJEBOKPH_00016	CDS	606	gyrB_1	5.6.2.2	COG0187	DNA gyrase subunit B
HJEBOKPH_00017	CDS	849	recF			DNA replication and repair protein RecF
HJEBOKPH_00018	CDS	1092				hypothetical protein
HJEBOKPH_00019	CDS	597	acpP_1			Acyl carrier protein
HJEBOKPH_00020	CDS	2265				hypothetical protein
HJEBOKPH_00021	CDS	597	rne	3.1.26.12		Ribonuclease E
HJEBOKPH_00022	CDS	750				hypothetical protein
HJEBOKPH_00023	CDS	1125				hypothetical protein
HJEBOKPH_00024	CDS	957				hypothetical protein
HJEBOKPH_00025	CDS	471				hypothetical protein
HJEBOKPH_00026	CDS	201				hypothetical protein
HJEBOKPH_00027	CDS	1359				hypothetical protein
HJEBOKPH_00028	CDS	762	sthA	1.6.1.1		Soluble pyridine nucleotide transhydrogenase
HJEBOKPH_00029	CDS	1083				hypothetical protein
HJEBOKPH_00030	CDS	789				hypothetical protein
HJEBOKPH_00031	CDS	777				hypothetical protein
HJEBOKPH_00032	CDS	324				hypothetical protein
HJEBOKPH_00033	CDS	717				hypothetical protein
HJEBOKPH_00034	CDS	315				hypothetical protein
HJEBOKPH_00035	CDS	849				hypothetical protein
HJEBOKPH_00036	CDS	357				hypothetical protein
HJEBOKPH_00037	CDS	468				hypothetical protein
HJEBOKPH_00038	CDS	225				hypothetical protein
HJEBOKPH_00039	CDS	504				hypothetical protein
HJEBOKPH_00040	CDS	891				hypothetical protein
HJEBOKPH_00041	CDS	687	phnX	3.11.1.1		Phosphonoacetaldehyde hydrolase
HJEBOKPH_00042	CDS	582	def	3.5.1.88		Peptide deformylase
HJEBOKPH_00043	CDS	198				hypothetical protein
HJEBOKPH_00044	CDS	213				hypothetical protein
HJEBOKPH_00045	CDS	387				hypothetical protein
HJEBOKPH_00046	CDS	411				hypothetical protein
HJEBOKPH_00047	CDS	837				hypothetical protein
HJEBOKPH_00048	CDS	2103	fadJ_1	5.1.2.3		Fatty acid oxidation complex subunit alpha
HJEBOKPH_00049	CDS	687				hypothetical protein
HJEBOKPH_00050	CDS	435				hypothetical protein
HJEBOKPH_00051	CDS	462	greA			Transcription elongation factor GreA
HJEBOKPH_00052	CDS	621				hypothetical protein
HJEBOKPH_00053	CDS	177				hypothetical protein
HJEBOKPH_00054	CDS	1149	queG	1.17.99.6		Epoxyqueuosine reductase
HJEBOKPH_00055	CDS	486				hypothetical protein
HJEBOKPH_00056	CDS	525				hypothetical protein
HJEBOKPH_00057	CDS	465				hypothetical protein
HJEBOKPH_00058	CDS	1236	kynu	3.7.1.3		Kynureninase
HJEBOKPH_00059	CDS	432				hypothetical protein
HJEBOKPH_00060	CDS	777	coaX	2.7.1.33		Type III pantothenate kinase
HJEBOKPH_00061	CDS	693		6.3.4.15	COG0340	Putative biotin ligase
HJEBOKPH_00062	CDS	264				hypothetical protein
HJEBOKPH_00063	CDS	1791	actP			Cation/acetate symporter ActP
HJEBOKPH_00064	CDS	360				hypothetical protein
HJEBOKPH_00065	CDS	858				hypothetical protein
HJEBOKPH_00066	CDS	1377				hypothetical protein
HJEBOKPH_00067	CDS	1623	pepA	3.4.11.10		cytosol aminopeptidase
HJEBOKPH_00068	CDS	921	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
HJEBOKPH_00069	CDS	327				hypothetical protein
HJEBOKPH_00070	CDS	954	obg	3.6.5.-		GTPase Obg
HJEBOKPH_00071	CDS	693				hypothetical protein
HJEBOKPH_00072	CDS	492	tolB_1			Tol-Pal system protein TolB
HJEBOKPH_00073	CDS	516				hypothetical protein
HJEBOKPH_00074	CDS	972				hypothetical protein
HJEBOKPH_00075	CDS	606				hypothetical protein
HJEBOKPH_00076	CDS	483				hypothetical protein
HJEBOKPH_00077	CDS	483				hypothetical protein
HJEBOKPH_00078	CDS	1332	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
HJEBOKPH_00079	CDS	357				hypothetical protein
HJEBOKPH_00080	CDS	483	nusB			Transcription antitermination protein NusB
HJEBOKPH_00081	CDS	1206	lpxC	3.5.1.108		UDP-3-O-acyl-N-acetylglucosamine deacetylase
HJEBOKPH_00082	CDS	237				hypothetical protein
HJEBOKPH_00083	CDS	1683				hypothetical protein
HJEBOKPH_00084	CDS	360				hypothetical protein
HJEBOKPH_00085	CDS	990				hypothetical protein
HJEBOKPH_00086	CDS	138				hypothetical protein
HJEBOKPH_00087	CDS	1032	kdsA_1	2.5.1.55		2-dehydro-3-deoxyphosphooctonate aldolase
HJEBOKPH_00088	CDS	1047				hypothetical protein
HJEBOKPH_00089	CDS	714	tfrB_1	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
HJEBOKPH_00090	CDS	333				hypothetical protein
HJEBOKPH_00091	CDS	1296				hypothetical protein
HJEBOKPH_00092	CDS	414				hypothetical protein
HJEBOKPH_00093	CDS	330				hypothetical protein
HJEBOKPH_00094	CDS	1659				hypothetical protein
HJEBOKPH_00095	CDS	462				hypothetical protein
HJEBOKPH_00096	CDS	450				hypothetical protein
HJEBOKPH_00097	CDS	309				hypothetical protein
HJEBOKPH_00098	CDS	366				hypothetical protein
HJEBOKPH_00099	CDS	189				hypothetical protein
HJEBOKPH_00100	CDS	651	fliA			RNA polymerase sigma factor FliA
HJEBOKPH_00101	CDS	231				hypothetical protein
HJEBOKPH_00102	CDS	501				hypothetical protein
HJEBOKPH_00103	CDS	294				hypothetical protein
HJEBOKPH_00104	CDS	699		3.1.3.-	COG1011	Glyceraldehyde 3-phosphate phosphatase
HJEBOKPH_00105	CDS	309				hypothetical protein
HJEBOKPH_00106	CDS	657	lpxL	2.3.1.241		Lipid A biosynthesis lauroyltransferase
HJEBOKPH_00107	CDS	1332				hypothetical protein
HJEBOKPH_00108	CDS	555			COG2078	Protein
HJEBOKPH_00109	CDS	915				hypothetical protein
HJEBOKPH_00110	CDS	1047	metE_1	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
HJEBOKPH_00111	CDS	162				hypothetical protein
HJEBOKPH_00112	CDS	1305				hypothetical protein
HJEBOKPH_00113	CDS	447				hypothetical protein
HJEBOKPH_00114	CDS	882	arcA	3.5.3.6		Arginine deiminase
HJEBOKPH_00115	CDS	996				hypothetical protein
HJEBOKPH_00116	CDS	378				hypothetical protein
HJEBOKPH_00117	CDS	438	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
HJEBOKPH_00118	CDS	534	fpoC	1.12.98.3	COG0852	F(420)H(2) dehydrogenase subunit C
HJEBOKPH_00119	CDS	1221				hypothetical protein
HJEBOKPH_00120	CDS	507				hypothetical protein
HJEBOKPH_00121	CDS	2058				hypothetical protein
HJEBOKPH_00122	CDS	1305	dadD_1	3.5.4.41	COG0402	5'-deoxyadenosine deaminase
HJEBOKPH_00123	CDS	1884	uvrC			UvrABC system protein C
HJEBOKPH_00124	CDS	612				hypothetical protein
HJEBOKPH_00125	CDS	906				hypothetical protein
HJEBOKPH_00126	CDS	657				hypothetical protein
HJEBOKPH_00127	CDS	351				hypothetical protein
HJEBOKPH_00128	CDS	1716	ilvD_1	4.2.1.9		Dihydroxy-acid dehydratase
HJEBOKPH_00129	CDS	1035	sudA_1	1.8.1.19	COG0493	Sulfide dehydrogenase subunit alpha
HJEBOKPH_00130	CDS	246				hypothetical protein
HJEBOKPH_00131	CDS	444				hypothetical protein
HJEBOKPH_00132	CDS	390				hypothetical protein
HJEBOKPH_00133	CDS	861	dhaA	3.8.1.5		Haloalkane dehalogenase
HJEBOKPH_00134	CDS	1101	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
HJEBOKPH_00135	CDS	1089				hypothetical protein
HJEBOKPH_00136	CDS	450	metZ_1	2.5.1.-		O-succinylhomoserine sulfhydrylase
HJEBOKPH_00137	CDS	897				hypothetical protein
HJEBOKPH_00138	CDS	210				hypothetical protein
HJEBOKPH_00139	CDS	540				hypothetical protein
HJEBOKPH_00140	CDS	1191	sotB			sugar efflux transporter
HJEBOKPH_00141	CDS	561				hypothetical protein
HJEBOKPH_00142	CDS	207				hypothetical protein
HJEBOKPH_00143	CDS	891	aceA_1	4.1.3.1	COG2513	Isocitrate lyase
HJEBOKPH_00144	CDS	1689				hypothetical protein
HJEBOKPH_00145	CDS	747				hypothetical protein
HJEBOKPH_00146	CDS	606	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
HJEBOKPH_00147	CDS	192				hypothetical protein
HJEBOKPH_00148	CDS	339				hypothetical protein
HJEBOKPH_00149	CDS	1107	mrdB	2.4.1.129		Peptidoglycan glycosyltransferase MrdB
HJEBOKPH_00150	CDS	276				hypothetical protein
HJEBOKPH_00151	CDS	609				hypothetical protein
HJEBOKPH_00152	CDS	261				hypothetical protein
HJEBOKPH_00153	CDS	150				hypothetical protein
HJEBOKPH_00154	CDS	126				hypothetical protein
