locus_tag	ftype	length_bp	gene	EC_number	COG	product
MOPFLJEK_00001	CDS	210				hypothetical protein
MOPFLJEK_00002	CDS	915	argF_1	2.1.3.3	COG0078	Ornithine carbamoyltransferase
MOPFLJEK_00003	CDS	483				hypothetical protein
MOPFLJEK_00004	CDS	717				hypothetical protein
MOPFLJEK_00005	CDS	468				hypothetical protein
MOPFLJEK_00006	CDS	456				hypothetical protein
MOPFLJEK_00007	CDS	300	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
MOPFLJEK_00008	CDS	777				hypothetical protein
MOPFLJEK_00009	CDS	1566	pyrG	6.3.4.2		CTP synthase
MOPFLJEK_00010	CDS	999	nadK_1	2.7.1.23		NAD kinase
MOPFLJEK_00011	CDS	870				hypothetical protein
MOPFLJEK_00012	CDS	585				hypothetical protein
MOPFLJEK_00013	CDS	702				hypothetical protein
MOPFLJEK_00014	CDS	177				hypothetical protein
MOPFLJEK_00015	CDS	348	glnB		COG0347	Nitrogen regulatory protein P-II
MOPFLJEK_00016	CDS	240				hypothetical protein
MOPFLJEK_00017	CDS	153				hypothetical protein
MOPFLJEK_00018	CDS	363				hypothetical protein
MOPFLJEK_00019	CDS	162				hypothetical protein
MOPFLJEK_00020	CDS	558	grpE		COG0576	Protein GrpE
MOPFLJEK_00021	CDS	1140				hypothetical protein
MOPFLJEK_00022	CDS	711	bluB_1	1.13.11.79	COG0778	5,6-dimethylbenzimidazole synthase
MOPFLJEK_00023	tRNA	75				tRNA-Val(gac)
MOPFLJEK_00024	CDS	495				hypothetical protein
MOPFLJEK_00025	CDS	576	purN_1	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MOPFLJEK_00026	CDS	321				hypothetical protein
MOPFLJEK_00027	CDS	285				hypothetical protein
MOPFLJEK_00028	CDS	864	folD_1		COG0190	Bifunctional protein FolD protein
MOPFLJEK_00029	CDS	564	yqgN_1		COG0212	putative protein YqgN
MOPFLJEK_00030	CDS	1248	purD_1	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
MOPFLJEK_00031	CDS	552	dapE_1	3.5.1.18		Succinyl-diaminopimelate desuccinylase
MOPFLJEK_00032	CDS	1038				hypothetical protein
MOPFLJEK_00033	CDS	1086	ccr_1	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
MOPFLJEK_00034	CDS	579				hypothetical protein
MOPFLJEK_00035	CDS	1281	gltP_1		COG1301	Proton/glutamate-aspartate symporter
MOPFLJEK_00036	CDS	369				hypothetical protein
MOPFLJEK_00037	CDS	435				hypothetical protein
MOPFLJEK_00038	CDS	1122				hypothetical protein
MOPFLJEK_00039	CDS	192				hypothetical protein
MOPFLJEK_00040	CDS	1164	citZ_1	2.3.3.16	COG0372	Citrate synthase 2
MOPFLJEK_00041	CDS	207				hypothetical protein
MOPFLJEK_00042	CDS	348				hypothetical protein
MOPFLJEK_00043	CDS	915	petE_1			Plastocyanin
MOPFLJEK_00044	CDS	2103				hypothetical protein
MOPFLJEK_00045	CDS	1503	pckA_1	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
MOPFLJEK_00046	CDS	405				hypothetical protein
MOPFLJEK_00047	CDS	762	FCS1_1	6.2.1.34		Trans-feruloyl-CoA synthase FCS1
MOPFLJEK_00048	CDS	1515	abfD_1	4.2.1.120		4-hydroxybutyryl-CoA dehydratase/vinylacetyl-CoA-Delta-isomerase
MOPFLJEK_00049	CDS	708				hypothetical protein
MOPFLJEK_00050	CDS	768				hypothetical protein
MOPFLJEK_00051	CDS	603	vgb_1	4.2.99.-		Virginiamycin B lyase
MOPFLJEK_00052	CDS	819	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MOPFLJEK_00053	CDS	723	mntB		COG1121	Manganese transport system ATP-binding protein MntB
MOPFLJEK_00054	CDS	948	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
MOPFLJEK_00055	CDS	384	nikR			Nickel-responsive regulator
MOPFLJEK_00056	CDS	1371				hypothetical protein
MOPFLJEK_00057	CDS	696				hypothetical protein
MOPFLJEK_00058	CDS	930	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase catalytic subunit
MOPFLJEK_00059	CDS	462	pyrI_1		COG1781	Aspartate carbamoyltransferase regulatory chain
MOPFLJEK_00060	CDS	309	atpH_1			ATP synthase subunit c
MOPFLJEK_00061	CDS	132				hypothetical protein
MOPFLJEK_00062	CDS	630	ntpD_1			V-type sodium ATPase subunit D
MOPFLJEK_00063	CDS	171	atpB			V-type ATP synthase beta chain
MOPFLJEK_00064	CDS	450				hypothetical protein
MOPFLJEK_00065	CDS	891				hypothetical protein
MOPFLJEK_00066	CDS	1278	hemL_1	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
MOPFLJEK_00067	CDS	684	aqpZ_1		COG0580	Aquaporin Z
MOPFLJEK_00068	CDS	399	arsC2	2.8.4.2	COG0394	Arsenate-mycothiol transferase ArsC2
MOPFLJEK_00069	CDS	615	ccr_2	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
MOPFLJEK_00070	CDS	1539				hypothetical protein
MOPFLJEK_00071	CDS	735	rph_1	2.7.7.56	COG0689	Ribonuclease PH
MOPFLJEK_00072	CDS	819	rph_2	2.7.7.56		Ribonuclease PH
MOPFLJEK_00073	CDS	213				hypothetical protein
MOPFLJEK_00074	CDS	246				hypothetical protein
MOPFLJEK_00075	CDS	375				hypothetical protein
MOPFLJEK_00076	CDS	687				hypothetical protein
MOPFLJEK_00077	CDS	495	cpoB			Cell division coordinator CpoB
MOPFLJEK_00078	CDS	480				hypothetical protein
MOPFLJEK_00079	CDS	261				hypothetical protein
MOPFLJEK_00080	CDS	1644				hypothetical protein
MOPFLJEK_00081	CDS	1389				hypothetical protein
MOPFLJEK_00082	CDS	1077	ccr_3	1.3.1.85	COG0604	Crotonyl-CoA carboxylase/reductase
MOPFLJEK_00083	CDS	282				hypothetical protein
MOPFLJEK_00084	CDS	1365				hypothetical protein
MOPFLJEK_00085	CDS	2457	metH	2.1.1.13	COG0646	Methionine synthase
MOPFLJEK_00086	CDS	738				hypothetical protein
MOPFLJEK_00087	CDS	315				hypothetical protein
MOPFLJEK_00088	CDS	618	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MOPFLJEK_00089	CDS	312				hypothetical protein
MOPFLJEK_00090	CDS	564				hypothetical protein
MOPFLJEK_00091	CDS	501				hypothetical protein
MOPFLJEK_00092	CDS	750	rssB			Regulator of RpoS
MOPFLJEK_00093	CDS	1053	adh	1.1.1.1		Alcohol dehydrogenase
MOPFLJEK_00094	CDS	678				hypothetical protein
MOPFLJEK_00095	CDS	579	scpB			Segregation and condensation protein B
MOPFLJEK_00096	CDS	840	nfo	3.1.21.2	COG0648	putative endonuclease 4
MOPFLJEK_00097	CDS	195				hypothetical protein
MOPFLJEK_00098	CDS	714	queE	4.3.99.3		7-carboxy-7-deazaguanine synthase
MOPFLJEK_00099	CDS	558	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
MOPFLJEK_00100	CDS	255				hypothetical protein
MOPFLJEK_00101	CDS	675	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MOPFLJEK_00102	CDS	588	thrB	2.7.1.39	COG0083	Homoserine kinase
MOPFLJEK_00103	CDS	1029	gutB	1.1.1.-	COG1063	Sorbitol dehydrogenase
MOPFLJEK_00104	CDS	1245	csd	2.8.1.7		putative cysteine desulfurase
MOPFLJEK_00105	CDS	1401				hypothetical protein
MOPFLJEK_00106	CDS	1341				hypothetical protein
MOPFLJEK_00107	CDS	234				hypothetical protein
MOPFLJEK_00108	CDS	273				hypothetical protein
MOPFLJEK_00109	CDS	621				hypothetical protein
MOPFLJEK_00110	CDS	714				hypothetical protein
MOPFLJEK_00111	CDS	936		2.5.-.-		Deoxyhypusine synthase-like protein
MOPFLJEK_00112	CDS	1095	ino1	5.5.1.4	COG1260	Inositol-3-phosphate synthase
MOPFLJEK_00113	CDS	738				hypothetical protein
MOPFLJEK_00114	CDS	753		2.5.1.41	COG1646	Geranylgeranylglyceryl phosphate synthase
MOPFLJEK_00115	CDS	315				hypothetical protein
MOPFLJEK_00116	CDS	603				hypothetical protein
MOPFLJEK_00117	CDS	846	mimB	1.18.1.-		Propane 2-monooxygenase, reductase component
MOPFLJEK_00118	tRNA	77				tRNA-Ala(ggc)
MOPFLJEK_00119	CDS	537				hypothetical protein
MOPFLJEK_00120	CDS	753	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MOPFLJEK_00121	CDS	468				hypothetical protein
