locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNOBGONP_00001	CDS	225	purM_1	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
GNOBGONP_00002	CDS	1251	kefB_1			Glutathione-regulated potassium-efflux system protein KefB
GNOBGONP_00003	CDS	948				hypothetical protein
GNOBGONP_00004	CDS	312				hypothetical protein
GNOBGONP_00005	CDS	354	tssA_1	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
GNOBGONP_00006	CDS	558	mvk_1	2.7.1.36	COG1577	Mevalonate kinase
GNOBGONP_00007	CDS	744		2.7.4.26	COG1608	Isopentenyl phosphate kinase
GNOBGONP_00008	CDS	651	idi_1	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
GNOBGONP_00009	CDS	273	gyaR_1	1.1.1.26	COG1052	Glyoxylate reductase
GNOBGONP_00010	CDS	975				hypothetical protein
GNOBGONP_00011	CDS	516				hypothetical protein
GNOBGONP_00012	CDS	267				hypothetical protein
GNOBGONP_00013	CDS	840	cpoB_1			Cell division coordinator CpoB
GNOBGONP_00014	CDS	705				hypothetical protein
GNOBGONP_00015	CDS	135				hypothetical protein
GNOBGONP_00016	CDS	420	lysM_1		COG1522	HTH-type transcriptional regulator LysM
GNOBGONP_00017	CDS	1167		2.3.3.14	COG0119	Homocitrate synthase
GNOBGONP_00018	CDS	168	lysW_1			Alpha-aminoadipate/glutamate carrier protein LysW
GNOBGONP_00019	CDS	306	fpoK_1	1.12.98.3	COG0713	F(420)H(2) dehydrogenase subunit K
GNOBGONP_00020	CDS	1554	ndhD_1	7.1.1.-		NAD(P)H-quinone oxidoreductase chain 4
GNOBGONP_00021	CDS	1215	thrC_1	4.2.3.1	COG0498	Threonine synthase
GNOBGONP_00022	CDS	597				hypothetical protein
GNOBGONP_00023	CDS	330	hisI_1	3.5.4.19	COG0139	Phosphoribosyl-AMP cyclohydrolase
GNOBGONP_00024	CDS	1446		3.5.1.4	COG0154	Amidase
GNOBGONP_00025	CDS	780	rio1	2.7.11.1	COG1718	RIO-type serine/threonine-protein kinase Rio1
GNOBGONP_00026	CDS	297				hypothetical protein
GNOBGONP_00027	CDS	423	eif2b		COG1601	Translation initiation factor 2 subunit beta
GNOBGONP_00028	CDS	1230	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
GNOBGONP_00029	CDS	375				hypothetical protein
GNOBGONP_00030	CDS	972	hacA_1	4.2.1.114	COG0065	Methanogen homoaconitase large subunit
GNOBGONP_00031	CDS	405				hypothetical protein
GNOBGONP_00032	CDS	936	aroA'_1	2.2.1.10	COG1830	2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase
GNOBGONP_00033	CDS	1029	tdh_1	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
GNOBGONP_00034	CDS	261				hypothetical protein
GNOBGONP_00035	CDS	1071	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
GNOBGONP_00036	CDS	924	gph_1	3.1.3.18		Phosphoglycolate phosphatase
GNOBGONP_00037	CDS	921				hypothetical protein
