locus_tag	ftype	length_bp	gene	EC_number	COG	product
EKJGBAAD_00001	CDS	855				hypothetical protein
EKJGBAAD_00002	CDS	1008				hypothetical protein
EKJGBAAD_00003	CDS	507				hypothetical protein
EKJGBAAD_00004	CDS	1032				hypothetical protein
EKJGBAAD_00005	CDS	1245				hypothetical protein
EKJGBAAD_00006	CDS	771				hypothetical protein
EKJGBAAD_00007	CDS	348				hypothetical protein
EKJGBAAD_00008	CDS	1029				hypothetical protein
EKJGBAAD_00009	CDS	264				hypothetical protein
EKJGBAAD_00010	CDS	324	hydG	1.12.98.4	COG0543	Sulfhydrogenase 1 subunit gamma
EKJGBAAD_00011	CDS	780	shyD	1.12.1.5	COG1941	Sulfhydrogenase 2 subunit delta
EKJGBAAD_00012	CDS	1317	hydA	1.12.1.3	COG3259	Sulfhydrogenase 1 subunit alpha
EKJGBAAD_00013	CDS	555				hypothetical protein
EKJGBAAD_00014	CDS	1053				hypothetical protein
EKJGBAAD_00015	CDS	1374				hypothetical protein
EKJGBAAD_00016	CDS	291				hypothetical protein
EKJGBAAD_00017	CDS	618	coaE	2.7.1.24		Dephospho-CoA kinase
EKJGBAAD_00018	CDS	1158				hypothetical protein
EKJGBAAD_00019	CDS	432				hypothetical protein
EKJGBAAD_00020	CDS	489				hypothetical protein
EKJGBAAD_00021	CDS	990				hypothetical protein
EKJGBAAD_00022	CDS	387				hypothetical protein
EKJGBAAD_00023	CDS	837				hypothetical protein
EKJGBAAD_00024	CDS	774	arnC	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
EKJGBAAD_00025	CDS	1146				hypothetical protein
EKJGBAAD_00026	CDS	816				hypothetical protein
EKJGBAAD_00027	CDS	1257				hypothetical protein
EKJGBAAD_00028	CDS	834				hypothetical protein
EKJGBAAD_00029	tRNA	83				tRNA-Leu(caa)
EKJGBAAD_00030	CDS	876				hypothetical protein
EKJGBAAD_00031	CDS	1944				hypothetical protein
EKJGBAAD_00032	CDS	1404				hypothetical protein
EKJGBAAD_00033	CDS	342				hypothetical protein
EKJGBAAD_00034	CDS	645				hypothetical protein
EKJGBAAD_00035	CDS	759				hypothetical protein
EKJGBAAD_00036	CDS	1881				hypothetical protein
EKJGBAAD_00037	CDS	1611	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
EKJGBAAD_00038	CDS	969				hypothetical protein
EKJGBAAD_00039	CDS	1773	katG2	1.11.1.21	COG0376	Catalase-peroxidase 2
EKJGBAAD_00040	CDS	636				hypothetical protein
EKJGBAAD_00041	CDS	441				hypothetical protein
EKJGBAAD_00042	CDS	357				hypothetical protein
EKJGBAAD_00043	CDS	888	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
EKJGBAAD_00044	CDS	1752				hypothetical protein
EKJGBAAD_00045	CDS	1206	dinG	3.1.-.-		3'-5' exonuclease DinG
EKJGBAAD_00046	CDS	924				hypothetical protein
EKJGBAAD_00047	CDS	1371				hypothetical protein
EKJGBAAD_00048	CDS	1059				hypothetical protein
EKJGBAAD_00049	CDS	954				hypothetical protein
EKJGBAAD_00050	CDS	417				hypothetical protein
EKJGBAAD_00051	CDS	1713				hypothetical protein
EKJGBAAD_00052	CDS	273				hypothetical protein
EKJGBAAD_00053	CDS	240				hypothetical protein
EKJGBAAD_00054	CDS	432	vapC	3.1.-.-		tRNA(fMet)-specific endonuclease VapC
EKJGBAAD_00055	CDS	480				hypothetical protein
EKJGBAAD_00056	CDS	321				hypothetical protein
EKJGBAAD_00057	CDS	1038				hypothetical protein
EKJGBAAD_00058	CDS	237				hypothetical protein
EKJGBAAD_00059	CDS	1050	nanK	2.7.1.60		N-acetylmannosamine kinase
EKJGBAAD_00060	CDS	1293				hypothetical protein
EKJGBAAD_00061	CDS	1074				hypothetical protein
EKJGBAAD_00062	CDS	267				hypothetical protein
EKJGBAAD_00063	CDS	2046	secA_1			Protein translocase subunit SecA
EKJGBAAD_00064	CDS	546				hypothetical protein
EKJGBAAD_00065	CDS	495				hypothetical protein
EKJGBAAD_00066	CDS	528				hypothetical protein
EKJGBAAD_00067	CDS	762			COG1136	putative ABC transporter ATP-binding protein
EKJGBAAD_00068	CDS	738				hypothetical protein
EKJGBAAD_00069	CDS	381				hypothetical protein
EKJGBAAD_00070	CDS	333	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
EKJGBAAD_00071	CDS	444				hypothetical protein
EKJGBAAD_00072	CDS	927				hypothetical protein
EKJGBAAD_00073	CDS	903				hypothetical protein
EKJGBAAD_00074	CDS	867				hypothetical protein
EKJGBAAD_00075	CDS	195				hypothetical protein
EKJGBAAD_00076	CDS	492	panC	6.3.2.1		Pantothenate synthetase
EKJGBAAD_00077	CDS	1050	lgt	2.5.1.145		Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
EKJGBAAD_00078	CDS	294				hypothetical protein
EKJGBAAD_00079	CDS	1713	pknD	2.7.11.1		Serine/threonine-protein kinase PknD
EKJGBAAD_00080	CDS	402				hypothetical protein
EKJGBAAD_00081	CDS	1065				hypothetical protein
EKJGBAAD_00082	CDS	954				hypothetical protein
EKJGBAAD_00083	CDS	846	menH	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EKJGBAAD_00084	CDS	285				hypothetical protein
EKJGBAAD_00085	CDS	921				hypothetical protein
EKJGBAAD_00086	CDS	219				hypothetical protein
EKJGBAAD_00087	CDS	987				hypothetical protein
EKJGBAAD_00088	CDS	801				hypothetical protein
EKJGBAAD_00089	CDS	1020	bamB_1			Outer membrane protein assembly factor BamB
EKJGBAAD_00090	CDS	405	dksA			RNA polymerase-binding transcription factor DksA
EKJGBAAD_00091	CDS	969				hypothetical protein
EKJGBAAD_00092	CDS	588				hypothetical protein
EKJGBAAD_00093	CDS	336				hypothetical protein
EKJGBAAD_00094	CDS	414				hypothetical protein
EKJGBAAD_00095	CDS	1212				hypothetical protein
EKJGBAAD_00096	CDS	1179	metK	2.5.1.6		S-adenosylmethionine synthase
EKJGBAAD_00097	CDS	288				hypothetical protein
EKJGBAAD_00098	CDS	534				hypothetical protein
EKJGBAAD_00099	CDS	714				hypothetical protein
EKJGBAAD_00100	CDS	915				hypothetical protein
EKJGBAAD_00101	CDS	216				hypothetical protein
EKJGBAAD_00102	CDS	1854				hypothetical protein
EKJGBAAD_00103	CDS	1269	bamB_2			Outer membrane protein assembly factor BamB
EKJGBAAD_00104	CDS	702				hypothetical protein
