locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLLPHMDP_00001	CDS	360				hypothetical protein
GLLPHMDP_00002	CDS	354				hypothetical protein
GLLPHMDP_00003	CDS	1101	pyrD	1.3.5.2		Dihydroorotate dehydrogenase (quinone)
GLLPHMDP_00004	CDS	414				hypothetical protein
GLLPHMDP_00005	CDS	2289	topA	5.6.2.1		DNA topoisomerase 1
GLLPHMDP_00006	CDS	1209		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
GLLPHMDP_00007	CDS	1077				hypothetical protein
GLLPHMDP_00008	CDS	1188	cofH_1	2.5.1.147	COG1060	5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase
GLLPHMDP_00009	CDS	1347	pepQ	3.4.13.9		Xaa-Pro dipeptidase
GLLPHMDP_00010	CDS	1485				hypothetical protein
GLLPHMDP_00011	CDS	1053	hldE	2.7.7.70		Bifunctional protein HldE
GLLPHMDP_00012	CDS	999				hypothetical protein
GLLPHMDP_00013	CDS	2034				hypothetical protein
GLLPHMDP_00014	CDS	1107				hypothetical protein
GLLPHMDP_00015	CDS	993				hypothetical protein
GLLPHMDP_00016	CDS	1428				hypothetical protein
GLLPHMDP_00017	CDS	312				hypothetical protein
GLLPHMDP_00018	CDS	1161	ald	1.4.1.1	COG0686	Alanine dehydrogenase
GLLPHMDP_00019	CDS	633				hypothetical protein
GLLPHMDP_00020	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
GLLPHMDP_00021	CDS	762				hypothetical protein
GLLPHMDP_00022	tRNA	78				tRNA-Pro(tgg)
GLLPHMDP_00023	CDS	453				hypothetical protein
GLLPHMDP_00024	CDS	285				hypothetical protein
GLLPHMDP_00025	CDS	1917	rnj	3.1.-.-		Ribonuclease J
GLLPHMDP_00026	CDS	627	psmB	3.4.25.1	COG0638	Proteasome subunit beta
GLLPHMDP_00027	CDS	471				hypothetical protein
GLLPHMDP_00028	CDS	501				hypothetical protein
GLLPHMDP_00029	CDS	1383				hypothetical protein
GLLPHMDP_00030	CDS	1059				hypothetical protein
GLLPHMDP_00031	CDS	1110				hypothetical protein
GLLPHMDP_00032	CDS	777				hypothetical protein
GLLPHMDP_00033	CDS	795	thyA	2.1.1.45		Thymidylate synthase
GLLPHMDP_00034	CDS	498	hdrB	1.5.1.3	COG0262	Dihydrofolate reductase HdrB
GLLPHMDP_00035	CDS	1404				hypothetical protein
GLLPHMDP_00036	CDS	261				hypothetical protein
GLLPHMDP_00037	CDS	1197				hypothetical protein
GLLPHMDP_00038	CDS	1170	gltA	2.3.3.16	COG0372	Citrate synthase
GLLPHMDP_00039	CDS	447				hypothetical protein
GLLPHMDP_00040	CDS	675				hypothetical protein
GLLPHMDP_00041	CDS	1161	kbl	2.3.1.29		2-amino-3-ketobutyrate coenzyme A ligase
GLLPHMDP_00042	CDS	888	pqqB			Coenzyme PQQ synthesis protein B
GLLPHMDP_00043	CDS	435	ribK	2.7.1.161	COG1339	Riboflavin kinase
GLLPHMDP_00044	CDS	867	truA	5.4.99.12		tRNA pseudouridine synthase A
GLLPHMDP_00045	CDS	549				hypothetical protein
GLLPHMDP_00046	CDS	1194				hypothetical protein
GLLPHMDP_00047	CDS	1623				hypothetical protein
GLLPHMDP_00048	CDS	942	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GLLPHMDP_00049	CDS	1128				hypothetical protein
GLLPHMDP_00050	CDS	996	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GLLPHMDP_00051	CDS	2169	tgtA	2.4.2.48	COG0343	tRNA-guanine(15) transglycosylase
GLLPHMDP_00052	CDS	1746				hypothetical protein
GLLPHMDP_00053	CDS	426	nikR			Nickel-responsive regulator
GLLPHMDP_00054	CDS	639				hypothetical protein
GLLPHMDP_00055	CDS	633				hypothetical protein
GLLPHMDP_00056	CDS	615		2.7.7.1	COG1056	Nicotinamide-nucleotide adenylyltransferase
GLLPHMDP_00057	CDS	1290				hypothetical protein
GLLPHMDP_00058	CDS	579	grpE			Protein GrpE
GLLPHMDP_00059	CDS	1779	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GLLPHMDP_00060	CDS	1251				hypothetical protein
GLLPHMDP_00061	CDS	1095				hypothetical protein
GLLPHMDP_00062	CDS	1446				hypothetical protein
GLLPHMDP_00063	CDS	924	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GLLPHMDP_00064	CDS	1209				hypothetical protein
GLLPHMDP_00065	CDS	963	glmU		COG1208	Bifunctional protein GlmU
GLLPHMDP_00066	CDS	2787				hypothetical protein
GLLPHMDP_00067	CDS	744				hypothetical protein
GLLPHMDP_00068	CDS	1752				hypothetical protein
GLLPHMDP_00069	CDS	612				hypothetical protein
GLLPHMDP_00070	tRNA	77				tRNA-Ala(tgc)
GLLPHMDP_00071	CDS	978	tfb			Transcription initiation factor IIB
GLLPHMDP_00072	CDS	1152	gcvT	2.1.2.10	COG0404	putative aminomethyltransferase
GLLPHMDP_00073	CDS	1875				hypothetical protein
GLLPHMDP_00074	CDS	846				hypothetical protein
GLLPHMDP_00075	CDS	1332	gcvPA	1.4.4.2		glycine dehydrogenase (decarboxylating) subunit 1
GLLPHMDP_00076	CDS	1509	gcvPB	1.4.4.2		glycine dehydrogenase (decarboxylating) subunit 2
GLLPHMDP_00077	CDS	714				hypothetical protein
GLLPHMDP_00078	CDS	474	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
GLLPHMDP_00079	CDS	948	guaAB	6.3.5.2	COG0519	GMP synthase [glutamine-hydrolyzing] subunit B
GLLPHMDP_00080	tRNA	76				tRNA-Asn(gtt)
GLLPHMDP_00081	CDS	2616				hypothetical protein
GLLPHMDP_00082	CDS	2274				hypothetical protein
GLLPHMDP_00083	CDS	1281	glyA	2.1.2.-	COG0112	Serine hydroxymethyltransferase
GLLPHMDP_00084	CDS	1563				hypothetical protein
GLLPHMDP_00085	CDS	2247				hypothetical protein
GLLPHMDP_00086	CDS	1056				hypothetical protein
GLLPHMDP_00087	CDS	1278	deoA	2.4.2.57	COG0213	AMP phosphorylase
GLLPHMDP_00088	CDS	4602	clsB	2.7.8.-		Cardiolipin synthase B
GLLPHMDP_00089	CDS	2766				hypothetical protein
GLLPHMDP_00090	CDS	1656				hypothetical protein
GLLPHMDP_00091	CDS	1560				hypothetical protein
GLLPHMDP_00092	tRNA	77				tRNA-Met(cat)
GLLPHMDP_00093	CDS	903				hypothetical protein
GLLPHMDP_00094	CDS	1212				hypothetical protein
GLLPHMDP_00095	CDS	1773				hypothetical protein
GLLPHMDP_00096	CDS	687	carS	2.7.7.67	COG0575	CDP-archaeol synthase
GLLPHMDP_00097	CDS	1254	purD	6.3.4.13		Phosphoribosylamine--glycine ligase
GLLPHMDP_00098	CDS	9510				hypothetical protein
GLLPHMDP_00099	CDS	1251				hypothetical protein
GLLPHMDP_00100	CDS	4245				hypothetical protein
GLLPHMDP_00101	CDS	2529	malT			HTH-type transcriptional regulator MalT
GLLPHMDP_00102	CDS	810				hypothetical protein
GLLPHMDP_00103	CDS	5751				hypothetical protein
GLLPHMDP_00104	CDS	471				hypothetical protein
GLLPHMDP_00105	CDS	816				hypothetical protein
GLLPHMDP_00106	CDS	162				hypothetical protein
GLLPHMDP_00107	CDS	1095	pcp	3.4.19.3		Pyrrolidone-carboxylate peptidase
GLLPHMDP_00108	CDS	561				hypothetical protein
GLLPHMDP_00109	CDS	918				hypothetical protein
GLLPHMDP_00110	CDS	1146	dnaJ			Chaperone protein DnaJ
GLLPHMDP_00111	CDS	2145				hypothetical protein
GLLPHMDP_00112	CDS	1809				hypothetical protein
GLLPHMDP_00113	CDS	456			COG0184	30S ribosomal protein S15
GLLPHMDP_00114	CDS	879				hypothetical protein
GLLPHMDP_00115	CDS	2001				hypothetical protein
GLLPHMDP_00116	CDS	1716	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
GLLPHMDP_00117	CDS	738	rnhB	3.1.26.4	COG0164	Ribonuclease HII
GLLPHMDP_00118	CDS	2835				hypothetical protein
GLLPHMDP_00119	CDS	180				hypothetical protein
GLLPHMDP_00120	CDS	1707	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
GLLPHMDP_00121	CDS	1542				hypothetical protein
GLLPHMDP_00122	CDS	1077	gap	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase
GLLPHMDP_00123	CDS	4788				hypothetical protein
GLLPHMDP_00124	CDS	708	adk	2.7.4.3	COG0563	Adenylate kinase
GLLPHMDP_00125	CDS	327				hypothetical protein
GLLPHMDP_00126	CDS	276				hypothetical protein
GLLPHMDP_00127	CDS	1632				hypothetical protein
GLLPHMDP_00128	CDS	654				hypothetical protein
GLLPHMDP_00129	CDS	504				hypothetical protein
GLLPHMDP_00130	CDS	2115				hypothetical protein
GLLPHMDP_00131	CDS	2064				hypothetical protein
GLLPHMDP_00132	CDS	702			COG1136	putative ABC transporter ATP-binding protein
GLLPHMDP_00133	CDS	2445				hypothetical protein
GLLPHMDP_00134	CDS	822				hypothetical protein
GLLPHMDP_00135	CDS	318				hypothetical protein
GLLPHMDP_00136	CDS	303				hypothetical protein
GLLPHMDP_00137	CDS	756		2.4.2.1	COG0005	putative 6-oxopurine nucleoside phosphorylase
GLLPHMDP_00138	CDS	942				hypothetical protein
GLLPHMDP_00139	CDS	441				hypothetical protein
