locus_tag	ftype	length_bp	gene	EC_number	COG	product
PPHHFMIG_00001	CDS	855				hypothetical protein
PPHHFMIG_00002	CDS	489				hypothetical protein
PPHHFMIG_00003	CDS	3000				hypothetical protein
PPHHFMIG_00004	CDS	2478	valS	6.1.1.9	COG0525	Valine--tRNA ligase
PPHHFMIG_00005	CDS	765				hypothetical protein
PPHHFMIG_00006	CDS	966	auaH	1.1.1.394		Aurachin B dehydrogenase
PPHHFMIG_00007	CDS	999		1.1.1.81	COG0111	Hydroxypyruvate reductase
PPHHFMIG_00008	CDS	1086				hypothetical protein
PPHHFMIG_00009	CDS	906				hypothetical protein
PPHHFMIG_00010	CDS	387				putative protein
PPHHFMIG_00011	CDS	738	fdhD		COG1526	Sulfur carrier protein FdhD
PPHHFMIG_00012	CDS	2286		1.-.-.-	COG0243	putative oxidoreductase
PPHHFMIG_00013	CDS	1494				hypothetical protein
PPHHFMIG_00014	CDS	768				hypothetical protein
PPHHFMIG_00015	CDS	558				hypothetical protein
PPHHFMIG_00016	CDS	264				hypothetical protein
PPHHFMIG_00017	CDS	195				hypothetical protein
PPHHFMIG_00018	CDS	759				hypothetical protein
PPHHFMIG_00019	CDS	456				hypothetical protein
PPHHFMIG_00020	CDS	1089	queC	6.3.4.20		7-cyano-7-deazaguanine synthase
PPHHFMIG_00021	CDS	597	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
PPHHFMIG_00022	CDS	576	folE_1	3.5.4.16	COG0302	GTP cyclohydrolase 1
PPHHFMIG_00023	CDS	174				hypothetical protein
PPHHFMIG_00024	CDS	291				hypothetical protein
PPHHFMIG_00025	CDS	402	epi_1	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
PPHHFMIG_00026	CDS	609	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
PPHHFMIG_00027	CDS	1635	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
PPHHFMIG_00028	CDS	243				hypothetical protein
PPHHFMIG_00029	CDS	1644				hypothetical protein
PPHHFMIG_00030	CDS	1491	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
PPHHFMIG_00031	CDS	372				hypothetical protein
PPHHFMIG_00032	CDS	558				hypothetical protein
PPHHFMIG_00033	CDS	282				hypothetical protein
PPHHFMIG_00034	CDS	174				hypothetical protein
PPHHFMIG_00035	CDS	789				hypothetical protein
PPHHFMIG_00036	CDS	213				hypothetical protein
PPHHFMIG_00037	CDS	753				hypothetical protein
PPHHFMIG_00038	CDS	741	pepE	3.4.13.21	COG3340	Peptidase E
PPHHFMIG_00039	CDS	204				hypothetical protein
PPHHFMIG_00040	tRNA	86				tRNA-Ser(cga)
