locus_tag	ftype	length_bp	gene	EC_number	COG	product
JBFJMFHN_00001	CDS	282	prsA_1	5.2.1.8		Foldase protein PrsA
JBFJMFHN_00002	CDS	1266				hypothetical protein
JBFJMFHN_00003	CDS	381				hypothetical protein
JBFJMFHN_00004	CDS	426				hypothetical protein
JBFJMFHN_00005	CDS	327	bamE			Outer membrane protein assembly factor BamE
JBFJMFHN_00006	CDS	321	rnfH			Protein RnfH
JBFJMFHN_00007	CDS	438				hypothetical protein
JBFJMFHN_00008	CDS	660				hypothetical protein
JBFJMFHN_00009	CDS	1248				hypothetical protein
JBFJMFHN_00010	CDS	690			COG1136	putative ABC transporter ATP-binding protein
JBFJMFHN_00011	CDS	519				hypothetical protein
JBFJMFHN_00012	CDS	762				hypothetical protein
JBFJMFHN_00013	CDS	1230				hypothetical protein
JBFJMFHN_00014	CDS	1059				hypothetical protein
JBFJMFHN_00015	CDS	123				hypothetical protein
JBFJMFHN_00016	CDS	270				hypothetical protein
JBFJMFHN_00017	CDS	156				hypothetical protein
JBFJMFHN_00018	CDS	237				hypothetical protein
JBFJMFHN_00019	CDS	675				hypothetical protein
JBFJMFHN_00020	CDS	237				hypothetical protein
JBFJMFHN_00021	CDS	621				hypothetical protein
JBFJMFHN_00022	CDS	735				hypothetical protein
JBFJMFHN_00023	CDS	369				hypothetical protein
JBFJMFHN_00024	CDS	1149	allB_1	3.5.2.5		Allantoinase
JBFJMFHN_00025	CDS	945	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
JBFJMFHN_00026	CDS	2382	gcvT_1	2.1.2.10		Aminomethyltransferase
JBFJMFHN_00027	CDS	447				hypothetical protein
JBFJMFHN_00028	CDS	318				hypothetical protein
JBFJMFHN_00029	CDS	1362		1.2.1.26		Alpha-ketoglutarate semialdehyde dehydrogenase
JBFJMFHN_00030	CDS	858				hypothetical protein
JBFJMFHN_00031	CDS	1341	miaB	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
JBFJMFHN_00032	CDS	462				Single-stranded DNA-binding protein
JBFJMFHN_00033	CDS	480				hypothetical protein
JBFJMFHN_00034	CDS	1140	anmK	2.7.1.170		Anhydro-N-acetylmuramic acid kinase
JBFJMFHN_00035	CDS	2076	ppk	2.7.4.1		Polyphosphate kinase
JBFJMFHN_00036	CDS	318	erpA			Iron-sulfur cluster insertion protein ErpA
JBFJMFHN_00037	CDS	1326	ade_1	3.5.4.2		Adenine deaminase
JBFJMFHN_00038	CDS	984	htpG			Chaperone protein HtpG
JBFJMFHN_00039	CDS	495				hypothetical protein
JBFJMFHN_00040	CDS	390	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
JBFJMFHN_00041	CDS	432	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
JBFJMFHN_00042	CDS	393				hypothetical protein
JBFJMFHN_00043	CDS	984		2.6.1.57		Aromatic-amino-acid aminotransferase 2
JBFJMFHN_00044	CDS	291				hypothetical protein
JBFJMFHN_00045	CDS	447				hypothetical protein
JBFJMFHN_00046	CDS	273				hypothetical protein
JBFJMFHN_00047	CDS	804	dusB	1.3.1.-		tRNA-dihydrouridine synthase B
JBFJMFHN_00048	CDS	294	fis			DNA-binding protein Fis
JBFJMFHN_00049	CDS	435				hypothetical protein
JBFJMFHN_00050	CDS	249				hypothetical protein
JBFJMFHN_00051	CDS	885	prfB			Peptide chain release factor 2
JBFJMFHN_00052	CDS	1722				hypothetical protein
JBFJMFHN_00053	CDS	966				hypothetical protein
JBFJMFHN_00054	CDS	261				hypothetical protein
JBFJMFHN_00055	CDS	339				hypothetical protein
JBFJMFHN_00056	CDS	441	gcvH_1			Glycine cleavage system H protein
JBFJMFHN_00057	CDS	357				hypothetical protein
