locus_tag	ftype	length_bp	gene	EC_number	COG	product
BJFKEGFM_00001	CDS	561				hypothetical protein
BJFKEGFM_00002	CDS	885	COQ2	2.5.1.39		4-hydroxybenzoate polyprenyltransferase, mitochondrial
BJFKEGFM_00003	CDS	2313	uvrB			UvrABC system protein B
BJFKEGFM_00004	CDS	1059	dys	2.5.1.46	COG1899	putative deoxyhypusine synthase
BJFKEGFM_00005	CDS	249				hypothetical protein
BJFKEGFM_00006	CDS	369				hypothetical protein
BJFKEGFM_00007	CDS	1641	argD	2.6.1.17		Acetylornithine/succinyldiaminopimelate aminotransferase
BJFKEGFM_00008	CDS	585				hypothetical protein
BJFKEGFM_00009	tRNA	78				tRNA-Ile(gat)
BJFKEGFM_00010	CDS	930	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BJFKEGFM_00011	CDS	381	rpl7ae		COG1358	50S ribosomal protein L7Ae
BJFKEGFM_00012	CDS	222			COG2053	30S ribosomal protein S28e
BJFKEGFM_00013	CDS	192			COG2075	50S ribosomal protein L24e
BJFKEGFM_00014	CDS	2037	pepX_1	3.4.14.11		Xaa-Pro dipeptidyl-peptidase
BJFKEGFM_00015	CDS	453	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
BJFKEGFM_00016	CDS	546				hypothetical protein
BJFKEGFM_00017	CDS	876				hypothetical protein
BJFKEGFM_00018	CDS	1185	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJFKEGFM_00019	CDS	1242	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
BJFKEGFM_00020	CDS	1476				hypothetical protein
BJFKEGFM_00021	CDS	579				hypothetical protein
BJFKEGFM_00022	CDS	1179				hypothetical protein
BJFKEGFM_00023	CDS	2619				hypothetical protein
BJFKEGFM_00024	CDS	2067	fadB_1	5.3.3.8		Fatty acid oxidation complex subunit alpha
BJFKEGFM_00025	CDS	438				hypothetical protein
BJFKEGFM_00026	CDS	654				hypothetical protein
BJFKEGFM_00027	CDS	1095				hypothetical protein
BJFKEGFM_00028	CDS	372				hypothetical protein
BJFKEGFM_00029	CDS	981	dusB	1.3.1.-		tRNA-dihydrouridine synthase B
BJFKEGFM_00030	CDS	1539	deaD_1	3.6.4.13		ATP-dependent RNA helicase DeaD
BJFKEGFM_00031	CDS	615	rps2		COG0052	30S ribosomal protein S2
BJFKEGFM_00032	CDS	621				hypothetical protein
BJFKEGFM_00033	CDS	699		5.2.1.8	COG1047	Putative FKBP-type peptidyl-prolyl cis-trans isomerase
BJFKEGFM_00034	CDS	1287				hypothetical protein
BJFKEGFM_00035	CDS	2397				hypothetical protein
BJFKEGFM_00036	CDS	1233		1.3.7.11	COG0644	Digeranylgeranylglycerophospholipid reductase
BJFKEGFM_00037	CDS	714				hypothetical protein
BJFKEGFM_00038	CDS	600				hypothetical protein
BJFKEGFM_00039	CDS	483				hypothetical protein
BJFKEGFM_00040	CDS	231	tatA			Sec-independent protein translocase protein TatA
BJFKEGFM_00041	CDS	267				hypothetical protein
BJFKEGFM_00042	CDS	696		3.1.3.3	COG0560	Phosphoserine phosphatase
BJFKEGFM_00043	CDS	1599				hypothetical protein
BJFKEGFM_00044	CDS	687	cinA			Putative competence-damage inducible protein
BJFKEGFM_00045	tRNA	76				tRNA-Val(tac)
BJFKEGFM_00046	CDS	993	pcm	2.1.1.77		Protein-L-isoaspartate O-methyltransferase
BJFKEGFM_00047	CDS	996				hypothetical protein
BJFKEGFM_00048	CDS	399				hypothetical protein
BJFKEGFM_00049	CDS	1260	cca	2.7.7.72		CCA-adding enzyme
BJFKEGFM_00050	CDS	498	gcvH_1			Glycine cleavage system H protein
BJFKEGFM_00051	CDS	1176	caiA_1	1.3.8.13		Crotonobetainyl-CoA reductase
BJFKEGFM_00052	CDS	1551	hmgB	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
BJFKEGFM_00053	CDS	1122	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
BJFKEGFM_00054	CDS	519				hypothetical protein
BJFKEGFM_00055	CDS	1227				hypothetical protein
BJFKEGFM_00056	CDS	1173	caiA_2	1.3.8.13		Crotonobetainyl-CoA reductase
BJFKEGFM_00057	CDS	1266				hypothetical protein
BJFKEGFM_00058	CDS	1041				hypothetical protein
BJFKEGFM_00059	CDS	360	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
BJFKEGFM_00060	CDS	522	mobA_1	2.7.7.77		Molybdenum cofactor guanylyltransferase
BJFKEGFM_00061	CDS	210				hypothetical protein
BJFKEGFM_00062	CDS	642				hypothetical protein
BJFKEGFM_00063	CDS	459				hypothetical protein
BJFKEGFM_00064	CDS	1167	dnaG	2.7.7.-	COG0358	DNA primase DnaG
BJFKEGFM_00065	CDS	2298	bepA	3.4.-.-		Beta-barrel assembly-enhancing protease
BJFKEGFM_00066	CDS	903				hypothetical protein
BJFKEGFM_00067	CDS	570				hypothetical protein
BJFKEGFM_00068	CDS	2883	alaS	6.1.1.7	COG0013	Alanine--tRNA ligase
BJFKEGFM_00069	CDS	1473	rtcB	6.5.1.-	COG1690	tRNA-splicing ligase RtcB
BJFKEGFM_00070	CDS	492				hypothetical protein
BJFKEGFM_00071	CDS	630				hypothetical protein
BJFKEGFM_00072	CDS	171				hypothetical protein
BJFKEGFM_00073	CDS	6801				hypothetical protein
BJFKEGFM_00074	tRNA	75				tRNA-Thr(ggt)
BJFKEGFM_00075	tRNA	86				tRNA-Ser(gga)
BJFKEGFM_00076	CDS	1155				hypothetical protein
BJFKEGFM_00077	CDS	1434				hypothetical protein
BJFKEGFM_00078	CDS	795				hypothetical protein
BJFKEGFM_00079	CDS	717				hypothetical protein
BJFKEGFM_00080	CDS	975				hypothetical protein
BJFKEGFM_00081	CDS	933				hypothetical protein
BJFKEGFM_00082	CDS	894				hypothetical protein
BJFKEGFM_00083	CDS	165				hypothetical protein
BJFKEGFM_00084	CDS	303				hypothetical protein
BJFKEGFM_00085	CDS	219				hypothetical protein
BJFKEGFM_00086	CDS	549	rpoE1	2.7.7.6	COG1095	DNA-directed RNA polymerase subunit E'
BJFKEGFM_00087	CDS	5709				hypothetical protein
BJFKEGFM_00088	CDS	645				hypothetical protein
BJFKEGFM_00089	CDS	741				hypothetical protein
BJFKEGFM_00090	CDS	909	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
BJFKEGFM_00091	CDS	912	purC	6.3.2.6		Phosphoribosylaminoimidazole-succinocarboxamide synthase
BJFKEGFM_00092	CDS	2163	hcf136			Ycf48-like protein
BJFKEGFM_00093	CDS	831	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BJFKEGFM_00094	CDS	1455	gdhA1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase A1
BJFKEGFM_00095	CDS	1317				hypothetical protein
BJFKEGFM_00096	CDS	366				hypothetical protein
BJFKEGFM_00097	CDS	2913				hypothetical protein
BJFKEGFM_00098	CDS	2016		3.6.4.12	COG1199	ATP-dependent DNA helicase
BJFKEGFM_00099	CDS	459				hypothetical protein
BJFKEGFM_00100	CDS	8940				hypothetical protein
BJFKEGFM_00101	CDS	2940				hypothetical protein
BJFKEGFM_00102	tRNA	86				tRNA-Leu(taa)
BJFKEGFM_00103	CDS	402				hypothetical protein
BJFKEGFM_00104	CDS	768	rhaD_1	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
BJFKEGFM_00105	CDS	1044	LIAS	2.8.1.8		Lipoyl synthase, organellar chromatophore
BJFKEGFM_00106	CDS	1251				hypothetical protein
BJFKEGFM_00107	CDS	1011	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
BJFKEGFM_00108	CDS	1335				hypothetical protein
BJFKEGFM_00109	CDS	1437	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
BJFKEGFM_00110	CDS	687	lipB	2.3.1.181		Octanoyltransferase
BJFKEGFM_00111	CDS	1056	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
BJFKEGFM_00112	CDS	576	PAD1	2.5.1.129		Flavin prenyltransferase PAD1, mitochondrial
BJFKEGFM_00113	CDS	1611				hypothetical protein
BJFKEGFM_00114	CDS	459		1.11.1.15	COG0450	Peroxiredoxin
BJFKEGFM_00115	CDS	1728	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
BJFKEGFM_00116	CDS	1248	prf1		COG1503	Peptide chain release factor subunit 1
