locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEPHFLLD_00001	CDS	348	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JEPHFLLD_00002	CDS	921	ilvE	2.6.1.42	COG0115	Putative branched-chain-amino-acid aminotransferase
JEPHFLLD_00003	CDS	207				hypothetical protein
JEPHFLLD_00004	CDS	240				hypothetical protein
JEPHFLLD_00005	CDS	663	allA	4.3.2.3		Ureidoglycolate lyase
JEPHFLLD_00006	CDS	522				hypothetical protein
JEPHFLLD_00007	CDS	1665	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JEPHFLLD_00008	CDS	315				hypothetical protein
JEPHFLLD_00009	CDS	231				hypothetical protein
JEPHFLLD_00010	CDS	525				hypothetical protein
JEPHFLLD_00011	CDS	600				hypothetical protein
JEPHFLLD_00012	CDS	891	prmC	2.1.1.297		Release factor glutamine methyltransferase
JEPHFLLD_00013	CDS	576	norV			Anaerobic nitric oxide reductase flavorubredoxin
JEPHFLLD_00014	CDS	276				hypothetical protein
JEPHFLLD_00015	CDS	1092	OLA1			Obg-like ATPase 1
JEPHFLLD_00016	CDS	459				hypothetical protein
JEPHFLLD_00017	CDS	1668	betA_1	1.2.1.8		Oxygen-dependent choline dehydrogenase
JEPHFLLD_00018	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate/3-methylmalate dehydrogenase
JEPHFLLD_00019	CDS	336				hypothetical protein
JEPHFLLD_00020	CDS	717				hypothetical protein
JEPHFLLD_00021	CDS	402				hypothetical protein
JEPHFLLD_00022	CDS	342				hypothetical protein
JEPHFLLD_00023	CDS	594	hisB	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
JEPHFLLD_00024	CDS	156				hypothetical protein
JEPHFLLD_00025	CDS	537				hypothetical protein
JEPHFLLD_00026	CDS	1287	bchN	1.3.7.7		Light-independent protochlorophyllide reductase subunit N
JEPHFLLD_00027	CDS	798	dadA	1.4.99.-		D-amino acid dehydrogenase
JEPHFLLD_00028	CDS	1209	argE_1	3.5.1.16		Acetylornithine deacetylase
JEPHFLLD_00029	CDS	375				hypothetical protein
JEPHFLLD_00030	CDS	792				hypothetical protein
JEPHFLLD_00031	CDS	987				hypothetical protein
JEPHFLLD_00032	CDS	609		1.2.1.26		Alpha-ketoglutarate semialdehyde dehydrogenase
JEPHFLLD_00033	CDS	858	panC	6.3.2.1		Pantothenate synthetase
JEPHFLLD_00034	CDS	507				hypothetical protein
JEPHFLLD_00035	CDS	1716	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
JEPHFLLD_00036	CDS	801				hypothetical protein
JEPHFLLD_00037	CDS	486				hypothetical protein
JEPHFLLD_00038	CDS	528	idi	5.3.3.2		Isopentenyl-diphosphate Delta-isomerase
JEPHFLLD_00039	CDS	1044	betA_2	1.2.1.8		Oxygen-dependent choline dehydrogenase
JEPHFLLD_00040	CDS	171				hypothetical protein
JEPHFLLD_00041	CDS	294				hypothetical protein
JEPHFLLD_00042	CDS	183				hypothetical protein
JEPHFLLD_00043	CDS	654				hypothetical protein
JEPHFLLD_00044	CDS	192				hypothetical protein
JEPHFLLD_00045	CDS	3327	recB	3.1.11.5		RecBCD enzyme subunit RecB
JEPHFLLD_00046	CDS	1773	recD	3.1.11.5		RecBCD enzyme subunit RecD
JEPHFLLD_00047	CDS	216				hypothetical protein
JEPHFLLD_00048	CDS	588				hypothetical protein
JEPHFLLD_00049	CDS	765			COG1136	putative ABC transporter ATP-binding protein
JEPHFLLD_00050	CDS	867				hypothetical protein
JEPHFLLD_00051	CDS	465	ybeY	3.1.-.-		Endoribonuclease YbeY
JEPHFLLD_00052	CDS	1215	lysJ	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
JEPHFLLD_00053	CDS	750	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
JEPHFLLD_00054	CDS	357				hypothetical protein
JEPHFLLD_00055	CDS	1293	iolD	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
JEPHFLLD_00056	CDS	993				hypothetical protein
JEPHFLLD_00057	CDS	1182				hypothetical protein
JEPHFLLD_00058	CDS	1044				hypothetical protein
JEPHFLLD_00059	CDS	930				hypothetical protein
JEPHFLLD_00060	CDS	1356	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JEPHFLLD_00061	CDS	429	msrP	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JEPHFLLD_00062	CDS	555	msrQ			Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
JEPHFLLD_00063	CDS	756		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
JEPHFLLD_00064	CDS	675				hypothetical protein
JEPHFLLD_00065	CDS	219				hypothetical protein
JEPHFLLD_00066	CDS	1281	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
