locus_tag	ftype	length_bp	gene	EC_number	COG	product
LDHNKEKN_00001	CDS	1008	lpxD	2.3.1.-	COG1044	UDP-3-O-acylglucosamine N-acyltransferase
LDHNKEKN_00002	CDS	696	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
LDHNKEKN_00003	CDS	1404	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
LDHNKEKN_00004	CDS	1254				hypothetical protein
LDHNKEKN_00005	CDS	198				hypothetical protein
LDHNKEKN_00006	CDS	708	hprR		COG0745	Transcriptional regulatory protein HprR
LDHNKEKN_00007	CDS	1296	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
LDHNKEKN_00008	CDS	363				hypothetical protein
LDHNKEKN_00009	CDS	723				hypothetical protein
LDHNKEKN_00010	CDS	942	mggB	3.1.3.-	COG0737	Mannosylglucosyl-3-phosphoglycerate phosphatase
LDHNKEKN_00011	CDS	387	rsfS			Ribosomal silencing factor RsfS
LDHNKEKN_00012	CDS	678	nadD	2.7.7.18	COG1057	putative nicotinate-nucleotide adenylyltransferase
LDHNKEKN_00013	CDS	1281	proA	1.2.1.41		Gamma-glutamyl phosphate reductase
LDHNKEKN_00014	CDS	1044	holA	2.7.7.7	COG1466	DNA polymerase III subunit delta
LDHNKEKN_00015	CDS	393	lptE			LPS-assembly lipoprotein LptE
LDHNKEKN_00016	CDS	579	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
LDHNKEKN_00017	CDS	786				hypothetical protein
LDHNKEKN_00018	CDS	1155	acdA_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
LDHNKEKN_00019	CDS	1188	thlA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
LDHNKEKN_00020	CDS	603	nsaD	5.99.1.4		2-hydroxychromene-2-carboxylate isomerase
LDHNKEKN_00021	CDS	1608	pccB_1	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
LDHNKEKN_00022	CDS	1263	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
LDHNKEKN_00023	CDS	1218	fabB	2.3.1.41		3-oxoacyl-[acyl-carrier-protein] synthase 1
LDHNKEKN_00024	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
LDHNKEKN_00025	CDS	657	lutC			Lactate utilization protein C
LDHNKEKN_00026	CDS	1434	lutB		COG1139	Lactate utilization protein B
LDHNKEKN_00027	CDS	792	lutA		COG0247	Lactate utilization protein A
LDHNKEKN_00028	CDS	1218				hypothetical protein
LDHNKEKN_00029	CDS	339				hypothetical protein
LDHNKEKN_00030	CDS	720				hypothetical protein
LDHNKEKN_00031	CDS	1041	sbmA		COG1133	Peptide antibiotic transporter SbmA
LDHNKEKN_00032	CDS	357	glbN		COG2346	Group 1 truncated hemoglobin GlbN
LDHNKEKN_00033	CDS	957				hypothetical protein
LDHNKEKN_00034	CDS	501				hypothetical protein
LDHNKEKN_00035	CDS	1548				hypothetical protein
LDHNKEKN_00036	CDS	4293				hypothetical protein
LDHNKEKN_00037	CDS	1764	xpsE		COG2804	Type II secretion system protein E
LDHNKEKN_00038	CDS	423				hypothetical protein
LDHNKEKN_00039	CDS	1155				hypothetical protein
LDHNKEKN_00040	CDS	483	pilE_1		COG4969	Fimbrial protein
LDHNKEKN_00041	CDS	510	pilE_2		COG4969	Fimbrial protein
LDHNKEKN_00042	CDS	510	pilE_3			Fimbrial protein
LDHNKEKN_00043	CDS	648				hypothetical protein
LDHNKEKN_00044	CDS	384				hypothetical protein
LDHNKEKN_00045	CDS	966			COG1167	Putative aminotransferase/MSMEI_6121
LDHNKEKN_00046	CDS	234	tusA_1		COG0425	Sulfur carrier protein TusA
LDHNKEKN_00047	CDS	480	dsrE2		COG2210	Sulfur carrier protein DsrE2
LDHNKEKN_00048	CDS	585				hypothetical protein
LDHNKEKN_00049	CDS	828	nit1_1	3.5.1.128		Deaminated glutathione amidase
LDHNKEKN_00050	CDS	1512	rng	3.1.26.-	COG1530	Ribonuclease G
LDHNKEKN_00051	CDS	609	yhdE	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
LDHNKEKN_00052	CDS	483	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
LDHNKEKN_00053	CDS	1485	selO	2.7.7.-	COG0397	Protein adenylyltransferase SelO
LDHNKEKN_00054	CDS	855	oppF_1		COG4608	Oligopeptide transport ATP-binding protein OppF
LDHNKEKN_00055	CDS	960	oppD_1		COG0444	Oligopeptide transport ATP-binding protein OppD
LDHNKEKN_00056	CDS	927	gsiD_1		COG1173	Glutathione transport system permease protein GsiD
LDHNKEKN_00057	CDS	987	gsiC_1		COG0601	Glutathione transport system permease protein GsiC
LDHNKEKN_00058	CDS	1554	dppA_1		COG0747	Periplasmic dipeptide transport protein
LDHNKEKN_00059	CDS	3120	mexB		COG0841	Multidrug resistance protein MexB
LDHNKEKN_00060	CDS	1131	mdtA_1			Multidrug resistance protein MdtA
LDHNKEKN_00061	CDS	399				hypothetical protein
LDHNKEKN_00062	CDS	636	leuE		COG1280	Leucine efflux protein
LDHNKEKN_00063	CDS	255				hypothetical protein
LDHNKEKN_00064	CDS	633				hypothetical protein
LDHNKEKN_00065	CDS	294				hypothetical protein
LDHNKEKN_00066	CDS	351	tusE_1	2.8.1.-	COG2920	Sulfurtransferase TusE
LDHNKEKN_00067	CDS	663	allA_1	4.3.2.3		Ureidoglycolate lyase
LDHNKEKN_00068	CDS	723				hypothetical protein
LDHNKEKN_00069	CDS	540	engB_1		COG0218	putative GTP-binding protein EngB
LDHNKEKN_00070	CDS	1479	polA_1	2.7.7.7	COG0258	DNA polymerase I
LDHNKEKN_00071	CDS	1056	ycaD_1			putative MFS-type transporter YcaD
LDHNKEKN_00072	CDS	306				hypothetical protein
LDHNKEKN_00073	CDS	792				hypothetical protein
LDHNKEKN_00074	CDS	537	hpsN	1.1.1.308		Sulfopropanediol 3-dehydrogenase
LDHNKEKN_00075	CDS	777				hypothetical protein
LDHNKEKN_00076	CDS	261				hypothetical protein
LDHNKEKN_00077	CDS	270				hypothetical protein
LDHNKEKN_00078	CDS	1749				hypothetical protein
LDHNKEKN_00079	CDS	897	yitJ_1		COG0646	Bifunctional homocysteine S-methyltransferase/5,10-methylenetetrahydrofolate reductase
LDHNKEKN_00080	CDS	333				hypothetical protein
LDHNKEKN_00081	CDS	537	nadR		COG1056	Trifunctional NAD biosynthesis/regulator protein NadR
LDHNKEKN_00082	CDS	1011	thiB		COG4143	Thiamine-binding periplasmic protein
LDHNKEKN_00083	CDS	1608				hypothetical protein
LDHNKEKN_00084	CDS	717	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
LDHNKEKN_00085	CDS	759	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
LDHNKEKN_00086	CDS	1119	rfaF_1	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
LDHNKEKN_00087	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
