locus_tag	ftype	length_bp	gene	EC_number	COG	product
FLLFNHAO_00001	CDS	939	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FLLFNHAO_00002	CDS	780		4.2.1.116	COG1024	3-hydroxypropionyl-coenzyme A dehydratase
FLLFNHAO_00003	CDS	282				hypothetical protein
FLLFNHAO_00004	CDS	702	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FLLFNHAO_00005	CDS	1668	rnj	3.1.-.-		Ribonuclease J
FLLFNHAO_00006	CDS	2445				hypothetical protein
FLLFNHAO_00007	CDS	1377	miaB_1	2.8.4.3		tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase
FLLFNHAO_00008	CDS	618	pgsA_1	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
FLLFNHAO_00009	CDS	579	cinA_1			Putative competence-damage inducible protein
FLLFNHAO_00010	CDS	291				hypothetical protein
FLLFNHAO_00011	CDS	915				hypothetical protein
FLLFNHAO_00012	CDS	1011				hypothetical protein
FLLFNHAO_00013	CDS	468				hypothetical protein
FLLFNHAO_00014	CDS	696				hypothetical protein
FLLFNHAO_00015	tRNA	87				tRNA-Leu(cag)
FLLFNHAO_00016	CDS	888	fda	4.1.2.13		Fructose-bisphosphate aldolase class 1
FLLFNHAO_00017	CDS	1065				hypothetical protein
FLLFNHAO_00018	CDS	282				hypothetical protein
FLLFNHAO_00019	CDS	543				hypothetical protein
FLLFNHAO_00020	CDS	1200				hypothetical protein
FLLFNHAO_00021	CDS	999				hypothetical protein
FLLFNHAO_00022	CDS	1623	mdtD_1			Putative multidrug resistance protein MdtD
FLLFNHAO_00023	tRNA	87				tRNA-Leu(gag)
FLLFNHAO_00024	CDS	1356		3.-.-.-	COG0624	putative metallohydrolase
FLLFNHAO_00025	CDS	762		4.1.2.-		phosphoketolase
FLLFNHAO_00026	CDS	495				hypothetical protein
FLLFNHAO_00027	CDS	1452	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
FLLFNHAO_00028	CDS	123				hypothetical protein
FLLFNHAO_00029	CDS	477				hypothetical protein
FLLFNHAO_00030	CDS	585	purN	2.1.2.2		Phosphoribosylglycinamide formyltransferase
FLLFNHAO_00031	CDS	1575				hypothetical protein
FLLFNHAO_00032	CDS	867	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FLLFNHAO_00033	CDS	1119				hypothetical protein
FLLFNHAO_00034	CDS	1035	gndA	1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
FLLFNHAO_00035	CDS	1377	dadD	3.5.4.41	COG0402	5'-deoxyadenosine deaminase
FLLFNHAO_00036	CDS	1230	mshC	6.3.1.13		L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
FLLFNHAO_00037	CDS	558				hypothetical protein
FLLFNHAO_00038	CDS	678	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FLLFNHAO_00039	CDS	822	uppP	3.6.1.27		Undecaprenyl-diphosphatase
FLLFNHAO_00040	CDS	1050	fgd	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
FLLFNHAO_00041	CDS	516				hypothetical protein
FLLFNHAO_00042	CDS	1161	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
FLLFNHAO_00043	CDS	471				hypothetical protein
FLLFNHAO_00044	CDS	321				hypothetical protein
FLLFNHAO_00045	CDS	1098	lysJ_1	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
FLLFNHAO_00046	CDS	1440		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
FLLFNHAO_00047	CDS	2559				hypothetical protein
FLLFNHAO_00048	CDS	258				hypothetical protein
FLLFNHAO_00049	CDS	447				hypothetical protein
FLLFNHAO_00050	CDS	942	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLFNHAO_00051	CDS	414				hypothetical protein
FLLFNHAO_00052	CDS	1536				hypothetical protein
FLLFNHAO_00053	CDS	1293				hypothetical protein
FLLFNHAO_00054	CDS	2112				hypothetical protein
FLLFNHAO_00055	CDS	321				hypothetical protein
FLLFNHAO_00056	CDS	1416		3.5.1.4	COG0154	Amidase
FLLFNHAO_00057	CDS	2124				hypothetical protein
FLLFNHAO_00058	CDS	2547				hypothetical protein
FLLFNHAO_00059	CDS	1290	mnmC_1	2.1.1.61		tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
FLLFNHAO_00060	CDS	1251	entS			Enterobactin exporter EntS
FLLFNHAO_00061	tRNA	72				tRNA-Gly(tcc)
FLLFNHAO_00062	tRNA	76				tRNA-Pro(tgg)
FLLFNHAO_00063	CDS	597				hypothetical protein
FLLFNHAO_00064	CDS	270				hypothetical protein
FLLFNHAO_00065	CDS	231				hypothetical protein
FLLFNHAO_00066	CDS	270				hypothetical protein
FLLFNHAO_00067	CDS	438				hypothetical protein
FLLFNHAO_00068	CDS	993	rsgA	3.6.1.-		Small ribosomal subunit biogenesis GTPase RsgA
FLLFNHAO_00069	CDS	1089	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
FLLFNHAO_00070	CDS	732				hypothetical protein
FLLFNHAO_00071	CDS	978	icmF_1	5.4.99.13		Fused isobutyryl-CoA mutase
FLLFNHAO_00072	CDS	2160	icmF_2	5.4.99.13		Fused isobutyryl-CoA mutase
FLLFNHAO_00073	CDS	1791				hypothetical protein
FLLFNHAO_00074	CDS	381				hypothetical protein
FLLFNHAO_00075	CDS	411				hypothetical protein
FLLFNHAO_00076	CDS	1743	tfrA	1.3.4.1	COG1053	Fumarate reductase (CoM/CoB) subunit A
FLLFNHAO_00077	CDS	765	tfrB	1.3.4.1	COG0247	Fumarate reductase (CoM/CoB) subunit B
FLLFNHAO_00078	CDS	2016				hypothetical protein
FLLFNHAO_00079	CDS	342				hypothetical protein
FLLFNHAO_00080	CDS	834				hypothetical protein
FLLFNHAO_00081	CDS	693				hypothetical protein
FLLFNHAO_00082	CDS	606				hypothetical protein
FLLFNHAO_00083	CDS	939				hypothetical protein
FLLFNHAO_00084	CDS	291				hypothetical protein
FLLFNHAO_00085	CDS	705	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
FLLFNHAO_00086	CDS	945	cysO_1	4.2.1.22	COG0031	Protein CysO
FLLFNHAO_00087	CDS	2703	topA	5.6.2.1		DNA topoisomerase 1
FLLFNHAO_00088	CDS	2367	hppA1	7.2.3.-	COG3808	K(+)-stimulated pyrophosphate-energized sodium pump
FLLFNHAO_00089	CDS	384	rsbW	2.7.11.1		Serine-protein kinase RsbW
FLLFNHAO_00090	CDS	336				hypothetical protein
FLLFNHAO_00091	CDS	2286	cshB	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshB
FLLFNHAO_00092	CDS	948	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FLLFNHAO_00093	CDS	1623				hypothetical protein
FLLFNHAO_00094	CDS	1008				hypothetical protein
FLLFNHAO_00095	CDS	1713	nasD	1.7.7.1		Assimilatory ferredoxin-dependent nitrite reductase
FLLFNHAO_00096	CDS	153				hypothetical protein
FLLFNHAO_00097	CDS	273				hypothetical protein
FLLFNHAO_00098	CDS	402				hypothetical protein
FLLFNHAO_00099	CDS	930				hypothetical protein
FLLFNHAO_00100	CDS	399				hypothetical protein
FLLFNHAO_00101	CDS	702				hypothetical protein
FLLFNHAO_00102	CDS	315				hypothetical protein
FLLFNHAO_00103	CDS	279				hypothetical protein
FLLFNHAO_00104	CDS	510	sepF			Cell division protein SepF
FLLFNHAO_00105	CDS	729	PROSC			Pyridoxal phosphate homeostasis protein
FLLFNHAO_00106	CDS	762				hypothetical protein
FLLFNHAO_00107	CDS	1254	ftsZ			Cell division protein FtsZ
FLLFNHAO_00108	CDS	237	katG2	1.11.1.21	COG0376	Catalase-peroxidase 2
FLLFNHAO_00109	CDS	429				hypothetical protein
FLLFNHAO_00110	CDS	1050	bioB	2.8.1.6		Biotin synthase
FLLFNHAO_00111	CDS	741	bioD	6.3.3.3		ATP-dependent dethiobiotin synthetase BioD
FLLFNHAO_00112	CDS	1218	bioF	2.3.1.47		8-amino-7-oxononanoate synthase
FLLFNHAO_00113	CDS	1368	lysJ_2	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
FLLFNHAO_00114	CDS	384				hypothetical protein
FLLFNHAO_00115	CDS	297				hypothetical protein
FLLFNHAO_00116	CDS	258				hypothetical protein
FLLFNHAO_00117	CDS	1200				hypothetical protein
FLLFNHAO_00118	CDS	1308				hypothetical protein
FLLFNHAO_00119	CDS	990	cyoE	2.5.1.141		Protoheme IX farnesyltransferase
FLLFNHAO_00120	CDS	2079	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
FLLFNHAO_00121	CDS	1125	tal	2.2.1.2		Transaldolase
FLLFNHAO_00122	CDS	1536	zwf_1	1.1.1.49		Glucose-6-phosphate 1-dehydrogenase
FLLFNHAO_00123	CDS	951				hypothetical protein
FLLFNHAO_00124	CDS	777				hypothetical protein
FLLFNHAO_00125	CDS	339	rbpA_1			RNA polymerase-binding protein RbpA
FLLFNHAO_00126	CDS	360				hypothetical protein
FLLFNHAO_00127	CDS	2061				hypothetical protein
FLLFNHAO_00128	CDS	2541	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
FLLFNHAO_00129	CDS	1041				hypothetical protein
FLLFNHAO_00130	CDS	921	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
FLLFNHAO_00131	CDS	585				hypothetical protein
FLLFNHAO_00132	CDS	501	mshD_1	2.3.1.189		Mycothiol acetyltransferase
FLLFNHAO_00133	CDS	771				hypothetical protein
FLLFNHAO_00134	CDS	1437	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
FLLFNHAO_00135	CDS	324	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
FLLFNHAO_00136	CDS	309				hypothetical protein
FLLFNHAO_00137	CDS	843				hypothetical protein
FLLFNHAO_00138	CDS	1500	dtpA			Dipeptide and tripeptide permease A
FLLFNHAO_00139	CDS	363				hypothetical protein
FLLFNHAO_00140	CDS	339				hypothetical protein
FLLFNHAO_00141	CDS	1962				hypothetical protein
FLLFNHAO_00142	CDS	1020	corA		COG0598	Cobalt/magnesium transport protein CorA
FLLFNHAO_00143	CDS	408				hypothetical protein
FLLFNHAO_00144	CDS	459				hypothetical protein
FLLFNHAO_00145	CDS	495				hypothetical protein
FLLFNHAO_00146	CDS	204				hypothetical protein
FLLFNHAO_00147	CDS	978				hypothetical protein
FLLFNHAO_00148	CDS	1101				hypothetical protein
FLLFNHAO_00149	CDS	756	livG_1		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
FLLFNHAO_00150	CDS	906		4.1.2.57		Sulfofructosephosphate aldolase
FLLFNHAO_00151	CDS	1008	xylB	2.7.1.17		Xylulose kinase
FLLFNHAO_00152	CDS	885				hypothetical protein
FLLFNHAO_00153	CDS	927	recO			DNA repair protein RecO
FLLFNHAO_00154	CDS	789	uppS_1	2.5.1.89	COG0020	Tritrans,polycis-undecaprenyl-diphosphate synthase (GGDP specific)
FLLFNHAO_00155	CDS	1170				hypothetical protein
FLLFNHAO_00156	CDS	417				hypothetical protein
FLLFNHAO_00157	CDS	1242				hypothetical protein
FLLFNHAO_00158	CDS	321				hypothetical protein
FLLFNHAO_00159	CDS	432				hypothetical protein
FLLFNHAO_00160	CDS	378	mpa_1			Proteasome-associated ATPase
FLLFNHAO_00161	CDS	2241				hypothetical protein
FLLFNHAO_00162	CDS	2460				hypothetical protein
FLLFNHAO_00163	CDS	333				hypothetical protein
FLLFNHAO_00164	CDS	1503				hypothetical protein
FLLFNHAO_00165	CDS	915				hypothetical protein
FLLFNHAO_00166	CDS	1752				hypothetical protein
FLLFNHAO_00167	CDS	303				hypothetical protein
FLLFNHAO_00168	CDS	1521	pafA_1	6.3.1.19		Pup--protein ligase
FLLFNHAO_00169	CDS	1575				hypothetical protein
FLLFNHAO_00170	CDS	210	pup			Prokaryotic ubiquitin-like protein Pup
FLLFNHAO_00171	CDS	834	prcB			Proteasome subunit beta
FLLFNHAO_00172	CDS	693	prcA			Proteasome subunit alpha
FLLFNHAO_00173	CDS	1365	pafA_2	6.3.1.19		Pup--protein ligase
FLLFNHAO_00174	CDS	531				hypothetical protein
FLLFNHAO_00175	CDS	336				hypothetical protein
FLLFNHAO_00176	CDS	294	tatA			Sec-independent protein translocase protein TatA
FLLFNHAO_00177	CDS	849	tatC			Sec-independent protein translocase protein TatC
FLLFNHAO_00178	CDS	285				hypothetical protein
FLLFNHAO_00179	CDS	339				hypothetical protein
FLLFNHAO_00180	CDS	612	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FLLFNHAO_00181	tRNA	75				tRNA-Leu(caa)
FLLFNHAO_00182	CDS	420	nusB			Transcription antitermination protein NusB
FLLFNHAO_00183	CDS	561	efp			Elongation factor P
FLLFNHAO_00184	CDS	816	pepQ_1	3.4.13.9	COG0006	Xaa-Pro dipeptidase
FLLFNHAO_00185	CDS	1170	ftsY			Signal recognition particle receptor FtsY
FLLFNHAO_00186	CDS	798	pyrK			Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
FLLFNHAO_00187	CDS	927	pyrD_1	1.3.-.-		Dihydroorotate dehydrogenase
FLLFNHAO_00188	CDS	705	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
FLLFNHAO_00189	CDS	432				hypothetical protein
FLLFNHAO_00190	CDS	405				hypothetical protein
FLLFNHAO_00191	CDS	2802	secA			Protein translocase subunit SecA
FLLFNHAO_00192	CDS	573				hypothetical protein
FLLFNHAO_00193	CDS	651	hpf			Ribosome hibernation promoting factor
FLLFNHAO_00194	CDS	507				hypothetical protein
FLLFNHAO_00195	CDS	1536	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
FLLFNHAO_00196	CDS	633	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
FLLFNHAO_00197	CDS	444				hypothetical protein
FLLFNHAO_00198	CDS	405				hypothetical protein
FLLFNHAO_00199	CDS	1950	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
FLLFNHAO_00200	CDS	465				hypothetical protein
FLLFNHAO_00201	CDS	1320	nhaA			Na(+)/H(+) antiporter NhaA
FLLFNHAO_00202	CDS	444				hypothetical protein
FLLFNHAO_00203	CDS	912	dhmA_1	3.8.1.5		Haloalkane dehalogenase
FLLFNHAO_00204	CDS	660	nudL	3.6.1.-		putative Nudix hydrolase NudL
FLLFNHAO_00205	CDS	606				hypothetical protein
FLLFNHAO_00206	CDS	729	nth_1	4.2.99.18		Endonuclease III
FLLFNHAO_00207	CDS	525				hypothetical protein
FLLFNHAO_00208	CDS	675				hypothetical protein
FLLFNHAO_00209	CDS	846	gloB_2	3.1.2.6		Hydroxyacylglutathione hydrolase
FLLFNHAO_00210	CDS	831				hypothetical protein
FLLFNHAO_00211	CDS	480				hypothetical protein
FLLFNHAO_00212	CDS	156				hypothetical protein
FLLFNHAO_00213	CDS	978				hypothetical protein
FLLFNHAO_00214	CDS	1161				hypothetical protein
FLLFNHAO_00215	CDS	360	whiB_1			Transcriptional regulator WhiB
FLLFNHAO_00216	CDS	1029	pccB_1	6.4.1.3		Propionyl-CoA carboxylase, carboxyltransferase subunit
FLLFNHAO_00217	CDS	1338	nhaP2_1			K(+)/H(+) antiporter NhaP2
FLLFNHAO_00218	CDS	624				hypothetical protein
FLLFNHAO_00219	CDS	390				hypothetical protein
FLLFNHAO_00220	CDS	954				hypothetical protein
FLLFNHAO_00221	CDS	192				hypothetical protein
FLLFNHAO_00222	CDS	240				hypothetical protein
FLLFNHAO_00223	CDS	321				hypothetical protein
FLLFNHAO_00224	CDS	1575	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
FLLFNHAO_00225	CDS	303	mhpE	4.1.3.39		4-hydroxy-2-oxovalerate aldolase
FLLFNHAO_00226	CDS	1125				hypothetical protein
FLLFNHAO_00227	CDS	783	glcV	7.5.2.-	COG3839	Glucose import ATP-binding protein GlcV
FLLFNHAO_00228	CDS	1713				hypothetical protein
FLLFNHAO_00229	CDS	1944	priA	3.6.4.-		primosomal protein N'
FLLFNHAO_00230	CDS	864	metK	2.5.1.6		S-adenosylmethionine synthase
FLLFNHAO_00231	CDS	849				hypothetical protein
FLLFNHAO_00232	CDS	1206	larC	4.99.1.12		Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein
FLLFNHAO_00233	CDS	177				hypothetical protein
FLLFNHAO_00234	CDS	279				hypothetical protein
FLLFNHAO_00235	CDS	924				hypothetical protein
FLLFNHAO_00236	CDS	1146				hypothetical protein
FLLFNHAO_00237	CDS	648				hypothetical protein
FLLFNHAO_00238	CDS	375				hypothetical protein
FLLFNHAO_00239	CDS	1842	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
FLLFNHAO_00240	CDS	657				hypothetical protein
FLLFNHAO_00241	CDS	339			COG0347	putative nitrogen regulatory PII-like protein
FLLFNHAO_00242	CDS	1320			COG0004	Putative ammonium transporter
FLLFNHAO_00243	CDS	1488				hypothetical protein
FLLFNHAO_00244	CDS	645				hypothetical protein
FLLFNHAO_00245	CDS	744				hypothetical protein
FLLFNHAO_00246	CDS	504	sti_1			subtilase-type protease inhibitor
FLLFNHAO_00247	CDS	456	sti_2			subtilase-type protease inhibitor
FLLFNHAO_00248	CDS	678	gph	3.1.3.18		Phosphoglycolate phosphatase
FLLFNHAO_00249	CDS	1224				hypothetical protein
FLLFNHAO_00250	CDS	441				hypothetical protein
FLLFNHAO_00251	CDS	222				hypothetical protein
FLLFNHAO_00252	CDS	576	pyrR	2.4.2.9		Bifunctional protein PyrR
FLLFNHAO_00253	CDS	492				hypothetical protein
FLLFNHAO_00254	CDS	1416		2.7.1.40	COG0469	Pyruvate kinase
FLLFNHAO_00255	CDS	300				hypothetical protein
FLLFNHAO_00256	CDS	459				hypothetical protein
FLLFNHAO_00257	CDS	1377				hypothetical protein
FLLFNHAO_00258	CDS	909				hypothetical protein
FLLFNHAO_00259	CDS	921				hypothetical protein
